generacion,libro,pagina,entidad,tipo,score
2008,1,12,Madero,PER,0.99603254
2008,1,12,Francisco Villa,PER,0.9995506
2008,1,12,Pascua,PER,0.9996667
2008,1,12,##l Orozco,PER,0.9994815
2008,1,12,Emiliano Zapata,PER,0.95434666
2008,1,12,Cuer,LOC,0.9990349
2008,1,12,##navaca,LOC,0.96615344
2008,1,12,More,LOC,0.9988655
2008,1,12,##los,LOC,0.81796634
2008,1,12,Ejército Libertador del Sur,ORG,0.9996811
2008,1,12,* Francisco |,PER,0.90713054
2008,1,12,Plan,MISC,0.8236741
2008,1,12,China,LOC,0.9604705
2008,1,12,Madero Ayala,PER,0.9889567
2008,1,12,Pascua,PER,0.9896708
2008,1,12,Emi,PER,0.99906474
2008,1,12,##liano,PER,0.9166395
2008,1,13,Made,PER,0.86750555
2008,1,13,José Vasconcelos,PER,0.99522674
2008,1,13,Madero,PER,0.70022976
2008,1,13,Orizaba,LOC,0.84065527
2008,1,13,Decena Trégica,MISC,0.9604254
2008,1,13,Estados Unidos,ORG,0.9987947
2008,1,13,Madero,PER,0.9596851
2008,1,13,Ciudad de México,LOC,0.9990019
2008,1,13,Bernardo Reyes,PER,0.99967253
2008,1,13,Palacio Nacional,LOC,0.9130599
2008,1,13,Félix Diaz,PER,0.9996659
2008,1,13,Manuel Mondra,PER,0.99969274
2008,1,13,gon,PER,0.783391
2008,1,13,Ja Ciudadela,LOC,0.96697444
2008,1,13,Madero,PER,0.89465207
2008,1,13,Hue,PER,0.995513
2008,1,13,##rta,PER,0.7422667
2008,1,13,Educacién,MISC,0.88303447
2008,1,13,Madero,PER,0.8374086
2008,1,13,Educacién,MISC,0.8307498
2008,1,13,Titanic,MISC,0.9864814
2008,1,15,Belisario Dominguez,PER,0.99391615
2008,1,15,Belisario Dominguez,PER,0.9984487
2008,1,15,Chia,LOC,0.7618495
2008,1,15,pas,LOC,0.9644559
2008,1,15,Huerta,PER,0.8685933
2008,1,15,Congreso,ORG,0.9992679
2008,1,15,Victoriano Huerta,PER,0.99562055
2008,1,15,Republic,ORG,0.96935284
2008,1,15,Re,MISC,0.9918251
2008,1,15,México,LOC,0.9249823
2008,1,15,Rept,ORG,0.75438076
2008,1,15,V,MISC,0.9439462
2008,1,15,Francisco Villa,PER,0.99462724
2008,1,15,Ciudad,LOC,0.9986345
2008,1,15,Reptiblica,ORG,0.80973977
2008,1,15,Victoria,PER,0.9993206
2008,1,15,no Huerta,PER,0.96250916
2008,1,15,],PER,0.74547863
2008,1,15,Huerta,PER,0.931829
2008,1,15,Veracruz,LOC,0.9976547
2008,1,15,Villa,LOC,0.5351601
2008,1,15,Pare,LOC,0.97999305
2008,1,15,##dé,LOC,0.5446355
2008,1,15,¢ Villa,PER,0.94960976
2008,1,15,Tac,LOC,0.9427583
2008,1,15,##ate,LOC,0.5680007
2008,1,15,Villa,LOC,0.782933
2008,1,15,Torreén,LOC,0.966864
2008,1,16,Huerta,PER,0.8445344
2008,1,16,Hue,PER,0.9745194
2008,1,16,Re,MISC,0.9964295
2008,1,16,Victoriano Huerta,PER,0.9986752
2008,1,16,Hue,PER,0.9565629
2008,1,16,Huerta,PER,0.8177061
2008,1,16,Republic,ORG,0.50244457
2008,1,16,Republic,ORG,0.97079957
2008,1,17,Carran,PER,0.993719
2008,1,17,za,PER,0.9974026
2008,1,17,Co,LOC,0.96135336
2008,1,17,##a,LOC,0.77462184
2008,1,17,hu,LOC,0.84156525
2008,1,17,Victoriano Huerta,PER,0.99950725
2008,1,17,Constitucional,MISC,0.9967349
2008,1,17,##ista,MISC,0.78958493
2008,1,17,Cons,MISC,0.996236
2008,1,17,V,MISC,0.98943627
2008,1,17,Alvaro Obregon,PER,0.99933827
2008,1,17,Francisco Villa,PER,0.99952346
2008,1,17,Celaya LECC,LOC,0.9358923
2008,1,17,Alvaro Obregon,PER,0.99916047
2008,1,17,Francisco Villa,PER,0.99972653
2008,1,17,Emiliano Zapata,PER,0.9969726
2008,1,17,Huerta,PER,0.9570441
2008,1,17,Estados Uni,ORG,0.99926305
2008,1,17,dos,ORG,0.9779693
2008,1,17,Woodrow Wilson,PER,0.99888134
2008,1,17,Veracruz,LOC,0.99982125
2008,1,17,Ejército del Noroeste,ORG,0.9941478
2008,1,17,Alvaro Obregon,PER,0.9979728
2008,1,17,Son,LOC,0.99951696
2008,1,17,##ora,LOC,0.7737186
2008,1,17,Pacific,LOC,0.7359168
2008,1,17,Guadalajara,LOC,0.99977916
2008,1,17,Venustiano Carranza,PER,0.9980335
2008,1,17,Alvaro Obregon,PER,0.92939293
2008,1,18,Convencion de Aguas,ORG,0.57601464
2008,1,18,##calientes,MISC,0.7089679
2008,1,18,Villa,PER,0.9958546
2008,1,18,Zapata,PER,0.99617505
2008,1,18,Ejército Constitucionalista,ORG,0.9987269
2008,1,18,Alvaro Obregén,PER,0.9996389
2008,1,18,Venustiano Carranza,PER,0.99943465
2008,1,18,Primer,MISC,0.7293352
2008,1,18,Jefe,ORG,0.35185283
2008,1,18,Congreso - Constituyente,MISC,0.79817253
2008,1,18,Querétaro,LOC,0.8622877
2008,1,18,Constitucié,MISC,0.7395035
2008,1,18,Zapata,PER,0.8580959
2008,1,18,More,LOC,0.9994684
2008,1,18,##los,LOC,0.93707955
2008,1,18,Divi,ORG,0.9992543
2008,1,18,##sion del Norte,ORG,0.99886274
2008,1,18,Francis - Carranza,PER,0.99904525
2008,1,18,Villa,ORG,0.25418705
2008,1,18,Primer Jefe,MISC,0.9385119
2008,1,18,Torreon,LOC,0.9738313
2008,1,18,Zacatecas,LOC,0.9982576
2008,1,18,La Convencion de Revolucion,MISC,0.94413435
2008,1,18,Aguascali,LOC,0.8002213
2008,1,18,Huerta,PER,0.9306442
2008,1,18,Aguascalientes,LOC,0.9842348
2008,1,18,Ciudad de México,LOC,0.99790794
2008,1,18,Soberana Convencion Re,MISC,0.8459811
2008,1,18,MAR,PER,0.99880326
2008,1,18,##IO *,PER,0.966709
2008,1,18,Francisco Villa,PER,0.9490739
2008,1,18,Colum,LOC,0.9098459
2008,1,18,##bus,LOC,0.8720241
2008,1,18,Estados,ORG,0.569085
2008,1,18,Unidos,LOC,0.52242804
2008,1,18,Villa,PER,0.90422475
2008,1,18,México,LOC,0.99978715
2008,1,19,Zapata,PER,0.9993755
2008,1,19,Anenecuilco,LOC,0.9655178
2008,1,19,Morelos,LOC,0.9329599
2008,1,19,Junta de Defensa de las tierras,ORG,0.9872362
2008,1,19,An,LOC,0.9996018
2008,1,19,##enecuilco,LOC,0.8876258
2008,1,19,Ejército Liber,ORG,0.99952084
2008,1,19,tador del Sur,ORG,0.9986053
2008,1,19,Madero,PER,0.9680934
2008,1,19,Plan de Ayala,MISC,0.9986633
2008,1,19,Madero,PER,0.9694606
2008,1,19,Zapata,PER,0.96701807
2008,1,19,Huerta,PER,0.9470847
2008,1,19,Villa,PER,0.9977241
2008,1,19,Convencion de Aguascalien,MISC,0.9624383
2008,1,19,I,MISC,0.36691707
2008,1,19,Zapata,PER,0.99419576
2008,1,19,Ca,PER,0.9979463
2008,1,19,rranza,PER,0.9962699
2008,1,19,Ciudad de México,LOC,0.98359317
2008,1,19,Cuernavaca,LOC,0.8506399
2008,1,19,_,PER,0.9661699
2008,1,19,Chinameca,LOC,0.9890108
2008,1,19,| Morelos,LOC,0.8841014
2008,1,19,Zapata,PER,0.9992066
2008,1,19,Revolucion,MISC,0.9927443
2008,1,19,Constitucion,MISC,0.9606449
2008,1,19,Eu,PER,0.99963355
2008,1,19,##lalio Gutié,PER,0.95541596
2008,1,19,|,PER,0.7790738
2008,1,19,##rez,PER,0.9979297
2008,1,19,Carranza,PER,0.974304
2008,1,19,Revolucion,MISC,0.99880147
2008,1,19,Villa,PER,0.9980411
2008,1,19,Zapata,PER,0.99858165
2008,1,19,Carranza,PER,0.9835766
2008,1,19,Alvaro Obregon,PER,0.9993762
2008,1,19,Venustiano Carranza,PER,0.9991825
2008,1,20,Revolucién Mexicana,MISC,0.9932893
2008,1,20,Vis,LOC,0.98748535
2008,1,20,##ién de Andhuac,LOC,0.97041255
2008,1,20,* Manuel Gamio,PER,0.99762946
2008,1,20,Alfonso Reyes,PER,0.99976796
2008,1,20,Teo,LOC,0.99587727
2008,1,20,##tihuacan,LOC,0.93493074
2008,1,21,Constitucién de 1917,MISC,0.9827436
2008,1,21,Querétaro,LOC,0.90640754
2008,1,21,Cons,MISC,0.99935085
2008,1,21,titucion de 1857,MISC,0.9086446
2008,1,21,México,MISC,0.7940831
2008,1,21,ConstituciOn,MISC,0.9259771
2008,1,21,Francisco Villa,PER,0.9973055
2008,1,21,|,MISC,0.526389
2008,1,21,Tomas Urbina,PER,0.99967337
2008,1,21,Francisco Villa,PER,0.9995199
2008,1,21,Emi,PER,0.99962866
2008,1,21,##liano Zapata,PER,0.8873955
2008,1,21,O,PER,0.99964774
2008,1,21,##tilio Montaiio,PER,0.92831486
2008,1,21,Veracruz,LOC,0.99979967
2008,1,21,Obregdén,PER,0.8852695
2008,1,21,Villa,PER,0.9644781
2008,1,21,Celaya,LOC,0.98812556
2008,1,21,Carranza,PER,0.9810567
2008,1,21,Obr,PER,0.9992441
2008,1,21,##egon,PER,0.81106126
2008,1,21,Villa,PER,0.9957022
2008,1,21,Zapata,PER,0.9983354
2008,1,21,Car,PER,0.9988625
2008,1,21,##ranza,PER,0.78316045
2008,1,21,Historia,MISC,0.99972063
2008,1,21,Geogratia,MISC,0.98426694
2008,1,21,Guerra Mundial,MISC,0.98920035
2008,1,23,Zacatecas,LOC,0.990622
2008,1,23,Revolucion,MISC,0.9951362
2008,1,23,Zacatecas,LOC,0.9988574
2008,1,23,Victoria,PER,0.9993284
2008,1,23,##no Huerta,PER,0.9861026
2008,1,23,Division del Norte,ORG,0.8659661
2008,1,23,Francisco Villa,PER,0.99833894
2008,1,23,Francisco Villa,PER,0.99935156
2008,1,23,Zacatecas,LOC,0.99874604
2008,1,23,Francisco Villa,PER,0.9994734
2008,1,23,Calera,LOC,0.9572546
2008,1,23,La Bufa,LOC,0.9974721
2008,1,23,Villa,PER,0.98920524
2008,1,23,Ur,PER,0.9935666
2008,1,23,##bina,PER,0.93612474
2008,1,23,Natera,PER,0.7794532
2008,1,23,Panfilo Natera,PER,0.9870344
2008,1,23,Garcia,PER,0.99732804
2008,1,23,Carrillo,PER,0.9986813
2008,1,23,Villa,PER,0.9805525
2008,1,23,Pancho Villa,PER,0.99617267
2008,1,23,El Grillo,LOC,0.9946783
2008,1,23,Villa,PER,0.96791995
2008,1,23,Ur,PER,0.9474545
2008,1,23,##bina,PER,0.88396996
2008,1,23,Nate,PER,0.7947383
2008,1,23,##ra,LOC,0.4713423
2008,1,23,* Asesinato Agua Prieta,MISC,0.8845966
2008,1,23,Venus,PER,0.99900204
2008,1,23,##tiano de Alvaro Obregin,PER,0.99019265
2008,1,23,= Carranza,PER,0.99140364
2008,1,23,Adolfo de la Huerta,PER,0.9986531
