generacion,libro,pagina,texto,prediccion
1962,2,11,"En esa forma, las elecciones de 1910 fueron una burla hecha
al pueblo. Porfirio Diaz se proclamé vencedor y siguié ocupando
la Presidencia.

Entonces se desencadené la Revolucién, que fue acaudillada
por Francisco I. Madero.

EL PLAN DE SAN LUIS POTOSI

Madero se levanté en armas contra el gobierno de Porfirio
Diaz, el 20 de noviembre de 1910, por la ilegalidad de las eleccio-
nes que se habian hecho
varios meses antes. Lanzé
para ello el Plan de San
Luis Potosi, cuyos princi-
pales postulados eran: su-
fragio efectivo y no reelec-
cién,

El Plan de San Luis Po-
tosi prometia, ademas, la
restitucién de las tierras a
quienes habian sido des-
pojados de ellas.

Un gran ntimero de
campesinos y obreros se-
cundaron la Revolucién.
Un hombre heroico, Aqui-
+, les Serdan, la inicié en
*) Puchia el 18 de noviembre.

/ Surgieron los primeros
caudillos: Pascual Orozco
y Francisco Villa, en el

Norte; Emiliano Zapata y Ambrosio Figueroa, en el Sur. Zapata

tenia, como lema de lucha, las palabras tierra y libertad.

Tras cinco meses de guerra, las tropas de Orozco y Villa to-
maron Ciudad Judrez. Bajo la presién del sentir popular, mas
que por la contienda de las armas, se firmé alli un convenio en
virtud del cual Porfirio Diaz renuncié a la Presidencia y salié

Mado lanzé6 el Plan de San Luis Potost

157",Socialismo
1962,2,12,"del pais: se embarcé con destino a Francia, en mayo de 1911,
a bordo del vapor Ipiranga, y acompafiado de su familia se ins-
tal6 en Paris, donde permaneceria hasta su muerte, que ocu-
rrié el 2 de julio de 1915.

Francisco Leén de la Barra, designado Presidente interino al
renunciar Porfirio Diaz, convocé a elecciones. Esta vez si se res-
peté el voto del pueblo. Resultaron electos Francisco I. Madero,
como Presidente, y José Maria Pino Sudrez, como Vicepresi-
dente.

Entonces terminé el gobierno dictatorial que Porfirio Diaz
habia ejercido desde 1884.

(Ejercicio mimero 59 del Cuaderno de Trabajo)

Lo que debes recordar sobre la Revolucién de 1910:

1. Cuando se aproximaban las elecciones de 1910, Porfirio Diaz dijo que
veria con gusto la formacién de partidos politicos y que estaba dispuesto
a sostener al candidato triunfante.

2. Madero, el més popular de los candidatos, escribié un libro que se hizo
famoso, La sucesién presidencial; recorrié el pais invitando al pueblo a
ejercer sus derechos civicos y fue encarcelado.

3. El pueblo respondié a la invitacién que le hizo Madero, y acudié a

votar; pero las elecciones resultaron una burla para el sufragio popular.
Porfirio Diaz continué en la Presidencia.
_ 4, Eso provocé la Revolucién, que fue acaudillada por Madero. En el
Plan de San Luis Potosi, Madero proclamé el sufragio efectivo y la no
reeleccién, y ofrecié restituir las tierras a quienes hubiesen sido despoja-
dos de ellas.

5. Después de cinco meses de lucha se firmé el convenio de Ciudad Jua-
rez, en virtud del cual Porfirio Diaz renuncié a la Presidencia y abandoné el
pais,

6. Francisco Leén de la Barra, Presidente interino, convocé a nuevas
elecciones. Resultaron electos Francisco I. Madero, como Presidente, y José
Maria Pino Sudrez, como Vicepresidente.

7. Entonces terminé el gobierno dictatorial de Porfirio Diaz, iniciado
en 1884.

158",Democracia
1962,2,13,"EL GOBIERNO DE MADERO

En medio de un jabilo popular desbordante, Madero asumi6
la Presidencia de la Republica el 6 de noviembre de 1911. Nom-

br6é miembros de su ga-
binete a Manuel Calero,
Abrahan Gonzalez, Mi-
guel Diaz Lombardo, Er-
nesto Madero, Rafael
Hernandez, Manuel Bo-
nilla, Manuel Vazquez
Tagle y José Gonzalez
Salas. Al poco tiempo,
Jestis Flores Magén sus-
tituy6 a Abrahaén Gon-
zAlez, y José Maria Pino
Sudrez a Diaz Lombar-
do. No todas aquellas
personas habian tomado
parte en la Revolucién.

Como Madero era
hombre de ideales no-
bles y de muy buenos
propésitos, el pueblo le
tenia fe y esperaba ver
cumplidas las promesas
revolucionarias, Sin em-
bargo, la situacién en

Francisco I. Madero asumié la Presidencia
de la Repiiblica el 6 de noviembre de 1911

que el nuevo Presidente recibia el poder no lo ayudaba a realizar
desde luego lo que de él se esperaba, pues, segtin el convenio de
Ciudad Juarez, todo cambio debia hacerse dentro de la Cons-
tituci6n, no revolucionariamente. También por el conyenio, Ma-
dero se habia obligado a licenciar las tropas revolucionarias.
Ocurria esto mas: los enemigos de la Revolucién se preparaban
a derrocar el gobierno de Madero y para eso conspiraban enca-
bezados por dos antiguos generales porfiristas; Félix Diaz, so-
brino de Porfirio, y Bernardo Reyes.

159",Comunismo
1962,2,14,"Todo eso, y el hecho de que no se ordenase la inmediata resti-
tucién de las tierras, fue motivo o pretexto de alzamientos y
subleyaciones. Dos jefes revolucionarios se rebelaron: Pascual
Orozco, en Chihuahua, y Emiliano Zapata, en Morelos. Félix
Diaz se levanté en el puerto de Veracruz; Bernardo Reyes en la
frontera del Norte.

La rebelién de Orozco fue vencida. Con Emiliano Zapata, Ma-
dero queria que las cosas se arreglaran. Félix Diaz, derrotado,
quedo prisionero, fue juzgado por un consejo de guerra y senten-
ciado a muerte. Madero lo indulté y lo puso preso en la Peni-
tenciaria del Distrito Federal. A Bernardo Reyes, capturado
también, se le sujeté a proceso y se le encerré en la prision de
Santiago Tlatelolco. Madero no era violento, ni sanguinario, ni
cruel, sino inclinado a la benevolencia y al perd6n,

Posteriormente, en la ciudad de México, el 9 de febrero de
1913, el general Manuel Mondragén se pronuncié contra el go-
bierno y puso en libertad a Félix Diaz y a Bernardo Reyes, Este
murié en el asalto al Palacio Nacional, intento que fracas6, Mon-
dragon y Félix Diaz se apoderaron de la Ciudadela, y entonces
se desarrollé en el centro de la ciudad la sangrienta lucha que

se conoce con el nombre de la decena tragica, porque duré diez
dias.

Mandaba las tropas del gobierno Victoriano Huerta; pero
éste, de pronto, traicioné y aprehendié a Madero, y a la vez se
apoderé del Vicepresidente, José Maria Pino Suarez, todo lo
cual hizo después de concertarse secretamente con los alzados.

Madero y Pino Sudarez, presos y en peligro de muerte, tuvie-
ron que firmar sus renuncias. Pese a ello, fueron asesinados,
por orden de Victoriano Huerta, el 22 de febrero de 1913.

La traicién de Huerta y la muerte de Madero y Pino Suarez
causaron profunda indignacién en todo el pais. La memoria de
Madero empezé a ser objeto de un culto civico,

(Ejercicio numero 60 del Cuaderno de Trabajo)",Nacionalismo
1962,2,15,"Lo que debes recordar sobre el gobierno de Madero:

1. Madero se hizo cargo de la Presidencia el 6 de noviembre de 1911.
Era hombre de gran nobleza y de muy buenos propésitos, Su situacién
al ocupar el gobierno no le permitié realizar desde luego lo que la Revo-
lucién se proponia.

2, Dos jefes revolucionarios, Pascual Orozco y Emiliano Zapata, se rebe-
laron, el uno en Chihuahua y el otro en Morelos. También dos generales
que habian pertenecido a la dictadura, Félix Diaz y Bernardo Reyes, se
levantaron en armas,

8. Orozco fue vencido; con Zapata, Madero queria entenderse; a Diaz
y a Reyes se les dejé presos en la capital, pues Madero, ni cruel ni sangui-
nario, impidié que se les aplicara todo el rigor de la ley, no obstante que
Félix Diaz habia sido sentenciado a muerte.

4. Posteriormente, en la ciudad de México, se pronuncié contra el go-
bierno el general Manuel Mondragén, que puso libres a Félix Diaz y Ber-
nardo Reyes. En aquella lucha, conocida con el nombre de la decena tré-
gica, Victoriano Huerta, jefe de las tropas del gobierno, traicioné a Madero
y se unié a los sublevados.

Pe

Como Madero era hombre de ideales nobles y de buenos propésitos, el pueblo
le tenia fe.

IV HyC-6",Dictadura
1962,2,16,"a |

5, Madero y Pino Sudrez, presos y en peligro de muerte, tuvieron que
renunciar. E] 22 de febrero de 1913, Huerta ordené que los asesinaran.

6. La traicién de Huerta y el asesinato de Madero y Pino Suarez provo-
caron enorme indignacién en todo México,

FRANCISCO I. MADERO

Francisco I. Madero habia nacido en la Hacienda del Rosario,
cerca de Parras (Coahuila), el 30 de octubre de 1873. Hizo sus
estudios primarios y secundarios en México y completé su edu-
cacioén en Francia.

Se declar6 enemigo del régimen dictatorial de Porfirio Diaz
desde que éste se reeligié por pentiltima vez (1904), y empezé a
luchar porque fuera efectiva en México la democracia. No obs-
tante pertenecer a una de las familias mexicanas més ricas, creia
que en nuestro pais eran indispensables las reformas de orden
social en beneficio de los campesinos y los obreros. Propuso a
Porfirio Diaz que continuara siendo el Presidente indiscutible,
pero que iniciara la transformacién democratica de México me-
diante la libre eleccién del Vicepresidente de la Republica. Co-
mo Porfirio Diaz no acepté, Madero se puso al frente del movi-
miento politico que desembocaria en la Revolucién de 1910.

Madero se singularizaba por su nobleza, su bondad y su apego
a las virtudes civicas. Mientras ejercié el poder, se respetaron
todas las garantias individuales y todos los derechos del ciuda-
dano. Bajo su gobierno, la libertad de prensa alcanz6 limites
desconocidos antes en México. A quienes una vez le reprocha-
ban que no hiciera pronto la paz de la Republica, él les contesté:
“Es cierto. Mi gobierno no logra hacer la paz, pero los derechos,
las libertades y las garantias que se van conquistando en todas
las entidades de la nacién valen mas que la paz”. Aquella res-
puesta ponia de manifiesto el espiritu del maderismo y contras-
taba con lo que habia sido aspiracién suprema de la dictadura
porfiriana: conseguir la paz a todo trance, es decir, a costa de las
libertades y los derechos.

Madero fue un gran orador. Sus discursos, siempre sinceros,
generosos y humanos, conmovian a las multitudes. México no
sdlo recuerda a Madero: venera su memoria.

162",Comunismo
1962,2,17,"II. LA REVOLUCION CONSTITUCIONALISTA

Asesinados Madero y Pino Suarez, Victoriano Huerta se
aduefié de la Presidencia. Esto, en lugar de apagar el impulso
revolucionario, lo avivé mas. Venustiano Carranza, gobernador
de Coahuila, e Ignacio L. Pesqueira, gobernador interino de
Sonora, no reconocieron al gobierno usurpador y se levantaron
en armas. Carranza lanzé el Plan de Guadalupe.

Venustiano Carranza lanz6 el Plan de Guadalupe

Conforme al Plan de Guadalupe debia restablecerse en el pais
el orden constitucional. Por esa razén se llamaron constitucio-
nalistas las tropas revolucionarias, y a Venustiano Carranza,
cabeza del movimiento, se le denominé Primer Jefe del Ejér-
cito Constitucionalista.

La lucha volviéd a extenderse; la dirigian varios caudillos:
Alvaro Obreg6n, Francisco Villa, Emiliano Zapata, Pablo Gon-
zAlez, Eulalio Gutiérrez y otros muchos, que luchaban, por se-
parado, en diversas regiones de México.

El ejército constitucionalista, formado principalmente por
campesinos, algunos obreros, y, en Sonora, por buen nimero
de yaquis y mayos, derroté, casi sin cesar, a las fuerzas de Vic-
toriano Huerta. Asi fue creciendo hasta hacerse irresistible.

Alvaro Obregon, jefe de los constitucionalistas en el Noroes-
te, consiguié, tras una serie de acciones mas importantes cada

163",Populismo
1962,2,18,"vez, inmovilizar en Guaymas y Mazatlan dos divisiones enemi-
gas, lo cual le permitié seguir avanzando hacia Nayarit, Colima
y Jalisco.

Francisco Villa, que al principio de la lucha se interné en
Chihuahua con sélo nueve hombres, llegé a tener bajo su man-
do mas de treinta mil, con los
cuales, después de movimientos
estratégicos brillantisimos, que
le permitieron aniquilar a varios
ejércitos huertistas, avanz6 ha-
cia el Centro.

Lucio Blanco, Pablo Gonzalez,

Luis Caballero, Eulalio Gutié-
rrez, y otros, fueron aduefidndose
del Noroeste. Emiliano Zapata
extendié su dominio por Guerre-
ro, Morelos, Puebla y el Estado
de México.

Hubo grandes batallas, princi-
palmente las de Santa Maria,

Ciudad Judrez, Tierra Blanca, Pablo
Ojinaga, Torreén, San Pedro de Gouget
las Colonias, Paredén, Zacatecas, Orendain.

Durante la lucha ocurrieron varios incidentes internaciona-
les. Uno, de mucha gravedad, se suscité entre el usurpador Vic-
toriano Huerta y el gobierno de los Estados Unidos y dio origen
a que el 21 de abril de 1914 desembarcaran en el puerto de Ve-
racruz fuerzas navales norteamericanas, que bombardearon la
plaza y la ocuparon. Para ello los invasores hubieron de vencer
la resistencia que les opusieron la Escuela Naval, los reclusos
de la Prisién Militar, una parte del 19’ Batallén y varios gru-
pos de civiles, en su mayoria gente del pueblo. A consecuencia
de los combates perdieron entonces la vida, entre otros heroi-
cos defensores del suelo patrio, el teniente de artilleria José
Azueta, de la bateria fija de Veracruz, y el joven cadete Virgilio
Uribe, de la Escuela Naval.

En junio de 1914 sobrevino una desavenencia entre Carranza

164",Comunismo
1962,2,19,"y Villa. Para resolverla se efectuaron las Conferencias de To-
rre6n entre representantes de Villa y de Pablo Gonzalez. El re-
sultado de las platicas fue un convenio que ponia fin al con-
flicto y que, ademas, fijaba las bases de las reformas que la
Revolucién debia hacer en favor de los campesinos y los obre-
ros, y proponia que se reuniera una convencién para elegir al
Presidente provisional tan pronto como la Revolucién triunfase.

El 15 de julio de 1914, Victoriano Huerta comprendié que su
causa estaba perdida irremisiblemente, renuncié a su puesto
y, ya para abandonar el pais, puso la situacién en manos de Fran-
cisco S. Carvajal, que hasta cinco dias antes habia sido magis-
trado de la Suprema Corte de Justicia.

Carvajal quiso concertar con los reyolucionarios un convenio
para entregarles, mediante ciertas condiciones, los restos de po-
der que habia recibido de Huerta; pero todos los caudillos a
quienes se dirigid —Carranza, Obregon, Villa, Pablo Gonzdlez—
le contestaron que la rendicién del régimen instaurado por
Huerta tenia que ser incondicional.

Entre tanto, las tropas revolucionarias habian llegado hasta
el Valle de México. Carvajal decidié entonces abandonar el
mando; lo entregé al general José Refugio Velasco, y se dirigié
a Veracruz, para embarcarse hacia el extranjero.

El mismo dia de la salida de Carvajal —13 de agosto de 1914—
los representantes de José Refugio Velasco y los del Ejército
Constitucionalista firmaron en Teoloyucan, a treinta kiléme-
tros de la capital de la Republica, el documento que establecia
la forma en que la ciudad de México y los restos de las tropas de
Victoriano Huerta se entregaban a la Revolucién. Firmaron
aquel documento los generales Alvaro Obregén y Lucio Blanco,
en nombre de las tropas revolucionarias, y el general Gustavo
Adolfo Salas y el vicealmirante Othén Blanco, en representa-
cién de las fuerzas y la armada que habian servido a Huerta.

Carranza entré en la ciudad de México el 20 de agosto de 1914.
Cumpliendo a medias lo convenido en las Conferencias de To-
rre6n, reunié una junta de generales y gobernadores para el
nombramiento del Presidente provisional. Pero todos los gene-

165",Comunismo
1962,2,20,"rales adictos a Villa rehusaron asistir y exigieron que la Conven-
cién se celebrara en Aguascalientes. Asi se hizo.

Como atin estaba en pie la pugna entre los carrancistas y los
villistas, la Convencién de Aguascalientes, a la cual asistie-
ron también los representantes de los zapatistas, resolvié:

a). Que Carranza y Villa quedaran separados de sus puestos.
b). Que Eulalio Gutiérrez fuera el Presidente provisional.

Ni los carrancistas ni los villistas llevaron adelante la primera
de esas dos disposiciones; y en cuanto a la segunda, s6lo la aca-
taron Villa y Zapata y los partidarios de ambos. Esto dio motivo
a que Eulalio Gutiérrez, con el apoyo de Villa, avanzara sobre
la ciudad de México, y a que Carranza, seguido por Obregon
y Pablo Gonzalez, se retirara hasta el puerto de Veracruz, don-
de instalé la Primera Jefatura.

Eulalio Gutiérrez, Presidente de la Re-
publica nombrado por la Convencién, entré
en la ciudad de México, acompafiado de
Francisco Villa, el 3 de diciembre de 1914.
Con ellos venian varios de los ministros que

Gutiérrez habia nombrado: José Isabel Ro-
bles, José Vasconcelos, Felicitos Villarreal,
Paulino Martinez y Valentin Gama. Dias
después, Lucio Blanco aceptaria ser tam-
bién miembro del gabinete.

El 4 de diciembre se reunieron en Xochi-
milco Francisco Villa y Emiliano Zapata,
quienes nunca se habian visto antes, y el
dia 6, las tropas de ambos caudillos desfi-
Jaron por las calles de la ciudad de México.

En ese estado las cosas —instalado Ca-
rranza en Veracruz, y en la ciudad de Méxi-
co el gobierno de la Convencién—, siguié la
disputa entre las facciones villista y zapa-
tista por un lado, y la carrancista por el
otro. Pero de alli a poco, el choque entre los",Conservadurismo
1962,2,21,"dos distintos modos de ver se convirtié en una tremenda lu-
cha armada que duraria varios meses.

Durante el mes de abril de 1915, Obregén rechaz6 a Villa en
Celaya y luego lo derroté alli mismo y en Trinidad, hechos
cuya importancia resulté ser muy grande porque sirvieron de
base al triunfo de los carrancistas, a pesar de que Villa y Za-
pata nunca fueron totalmente vencidos. (Zapata moriria asesi-
nado el 10 de abril de 1919, en Chinameca, Estado de Morelos,
y Villa el 20 de julio de 1923, en Parral, Estado de Chihuahua.)

Carranza habia expedido en Veracruz, el 6 de enero de 1915,
la Ley sobre dotacién y restitucién de tierras, conducta que
también siguié Villa al firmar en Aguascalientes, en el mes de
abril, otra ley agraria.

A medida que el pais fue quedando bajo el dominio de Ca-
rranza, éste robustecié su gobierno; pero pasé algun tiempo
antes que la Revolucién pudiera dar forma legal a todas sus as-
piraciones. Esto se hizo al reunirse en Querétaro, a partir de
noviembre de 1916, el Congreso Constituyente.

(Ejercicio ntimero 61 del Cuaderno de Trabajo)

Lo que debes recordar sobre la Revolucién Constitucionalista:

1. Asesinados Madero y Pino Suarez, Victoriano Huerta se aduefié de
la Presidencia de la Repiblica, No lo reconocieron el gobernador de Coa-
huila, Venustiano Carranza, ni el de Sonora, Ignacio L. Pesqueira.

2. Carranza proclamé el Plan de Guadalupe. Conforme a éste, el pais
debia volver al orden constitucional; de aqui que tomaran el nombre de
constitucionalistas las tropas revolucionarias, y Venustiano Carranza el de
Primer Jefe del Ejército Constitucionalista.

3. El Ejército Constitucionalista, formado por campesinos, algunos
obreros, y, en Sonora, por buen nimero de yaquis y mayos, derroté una
vez tras otra a las fuerzas de Victoriano Huerta. Lo dirigian varios caudi-
Ilos. Hubo muchas batallas notables, principalmente las de Santa Maria,
Ciudad Judrez, Tierra Blanca, Ojinaga, Torreén, San Pedro de las Co-
lonias, Paredén, Zacatecas, Orendain.

4. En abril de 1914 se produjo un grave incidente entre el usurpador

167",Dictadura
1962,2,22,"Victoriano Huerta y el gobierno de los Estados Unidos. Esto dio origen a
que fuerzas navales norteamericanas ocuparan el puerto de Veracruz. La
heroica defensa del suelo patrio costé la vida al teniente José Azueta y al
cadete Virgilio Uribe.

5. Se suscité un conflicto entre Venustiano Carranza y Francisco Villa.
Para resolverlo se efectuaron las Conferencias de Torreén. En ellas se
fijaron las bases de las reformas que la Revolucién debia hacer y se propuso
que se reuniera la convencién que debia elegir al Presidente provisional
tan pronto como la Revolucién triunfase,

6. En julio de 1914, Victoriano Huerta renuncié a su puesto; lo entregé
a Francisco S. Carvajal y abandons el pais. Carvajal, para entregar el
poder, quiso que los revolucionarios aceptaran ciertas condiciones; pero
como ellos rehusaron, Carvajal también renuncié, entregé el mando al ge-
neral José Refugio Velasco y salié del pais a los yeinte dias de haberlo

1p El 13 de agosto de 1914, los representantes de José Refugio Velasco
firmaron en Teoloyucan, a 30 kilémetros de la capital de la Repiblica, la
rendicién incondicional de los restos de las tropas de Victoriano Huerta.

8. Venustiano Carranza entré en la ciudad de México el 20 de agosto de
1914. Poco después reunié alli la Junta de generales y gobernadores que
habria de elegir al Presidente provisional; pero como los partidarios de
Francisco Villa exigieron que la junta tomara la forma de verdadera con-
vencién y que se efectuara en Aguascalientes, asi se hizo.

9. La Convencién de Aguascalientes resolvié separar de sus puestos
a Carranza y Villa y nombrar Presidente provisional a Eulalio Gutiérrez.
Ni los carrancistas ni los villistas acataron integramente esos acuerdos, Por
esto se desaté otra vez la lucha entre Jas dos facciones,

10. Venustiano Carranza se retiré al puerto de Veracruz, adonde lo si-
guieron las tropas de Obregén y Pablo Gonzalez, y alli instalé su gobierno.
Eulalio Gutiérrez, Presidente de la Reptblica nombrado por la Conven-
cién, entré en la ciudad de México el 3 de diciembre de 1914, Lo acompa-
fiaban los miembros de su gabinete y Francisco Villa.

af En ese estado de cosas, se inicié la guerra entre villistas y zapatis-
tas, por un lado, y carrancistas por el otro. Durante el mes de abril de 1915
Obregén rechaz6 a Villa en Celaya, y luego lo derroté alli mismo y en
Trinidad, lo cual dio el triunfo a los carrancistas,

12, Carranza expidié en Veracruz, el 6 de enero de 1915, la Ley sobre
dotacién y restitucién de tierras, Villa, en abril, expidié en Aguascalientes
otra ley agraria,

13. Tan pronto como Carranza domin6 la mayor parte del pais, convocé
un Congreso Constituyente, que se reunié en Querétaro desde fines de
1916 y convirtié en ley las aspiraciones revolucionarias,

168",Populismo
1962,2,23,"Ill. LA CONSTITUCION DE 1917

La Constitucién de 1917 dio cabida a las aspiraciones populares

La nueva Constitucién, promulgada en Querétaro el 5 de fe-
brero de 1917, dio cabida, definitivamente, a las aspiraciones
populares.

Es la Constitucién que rige actualmente a nuestro pais. Se
deriva, en modo directo, de la Constitucién de 1857, cuyos li-
neamientos generales reproduce, y en ella est4n incorporadas
las Leyes de Reforma. Representa, pues, el conjunto de las li-
bertades y los derechos que el pueblo de México ha conquistado
desde la Revolucién de Ayutla hasta nuestros dias. Sus princi-
pales articulos, en lo que se refiere a los propésitos de la Re-
volucién Mexicana, son el 3’, el 27 y el 123, segiin lo verds en
seguida:

a). El Articulo 3’ dispone que la ensenanza primaria impar-
tida en México debe ser obligatoria y gratuita, y afiade que,
estando garantizada por el Articulo 24 de la Constitucién la
libertad de creencias, dicha ensefianza sera, ademas, ajena a
cualquier doctrina religiosa.

b). El Articulo 27 entrega a la nacién, en propiedad, las tie-
rras y aguas comprendidas dentro de los limites territoriales de
México, y le concede el dominio sobre los minerales, yacimien-
tos petroleros y otras muchas riquezas, antes poseidas, casi

169",Conservadurismo
1962,2,24,"exclusivamente, por empresas extranjeras, Establece asimismo
este articulo la restitucién de las tierras de que habian sido
despojados los pueblos, muy en particular los indigenas, y la
dotaci6n de tierras a aquellas comunidades rurales que no las
hubiesen tenido. Ordena también la destruccién de los latifun-
dios, y favorece enérgicamente la propagacién de la pequena
propiedad agraria.

c). El Articulo 128 fija los fundamentos en que ha de descan-
sar la legislacién del trabajo de los asalariados, Sus preceptos
més importantes son: 1), la jornada maxima, que nunca exce-
dera de ocho horas diarias; 2), la prohibicién del trabajo de las
mujeres y los nifios, cuando sea inadecuado al sexo y ala edad;
3), el descanso semanal obligatorio; 4), el trato especial a las
madres trabajadoras; 5), la institucién de un salario no menor
de la cantidad que baste a satisfacer las necesidades de la fami-
lia del trabajador; 6), la dotacién, hecha por cuenta de los em-
presarios, de habitaciones y escuelas para los trabajadores y
sus familias; 7), el seguro social para los accidentes del trabajo
y las enfermedades profesionales; 8), la libertad de los traba-
jadores para asociarse en sindicatos, y 9), el derecho de acudir a
la huelga.

(Ejercicio mimero 62 del Cuaderno de Trabajo)

ARTICULO 123",Neoliberalismo
