generacion,libro,pagina,texto,prediccion
2019,1,21,"BLOQUE Ill

Dictadura. Forma de gobierno caracterizada
por el ejercicio del poder sin limite de una sola
persona 0 instituci6n.

jGLORIAS DE MEXICO! ©
PORFIRIO DIAZ Y RAMON CORRAL

© S0 © AnkeTOS POR EL YorO UNANINE DEL PUERLO |

: JENTE Y VICE-PRESIDENTE

(DE LA REPUSLICA MEXIGANA.

5
fr waccd
&
os
So aoreem
i) de Dictembre
% :
i
:

'Y¥-por el tlano de Arzares
Un comeliton regain
Para el puebio €! brave pueblo
Que tive en Paz cimonteda,
clade en uanto y aleria

""or Us

‘elercién tamramotia.
Sera fecha memorable
Bore ci Bnebio Mexicano:
E-€ dla ej pueblo recorre

‘dos pit tach,
Que sadria orgullecer
Alb mexicona ren,
‘Quienes & la torre corcem
Para repicar camonpus
Y'cuantos vaa & Palacio
ura ver ld eran parndn.

‘e barallas,
Faeron gists de Pertrio
Gon que redimic § la Patel.

Mas terde en la Peesidencla
‘Thene muss mae sn
Conserve ea pax al parblo
V dar evédito 4 au Patria,

Bl grun circule de amigas
Del Presidente, prepara
Para celrbrar las fiestas,
Carros, batles, serenatas’

Ge
cat

En 1904 Porfirio Diaz gané las elecciones presidenciales
una vez mas a los 74 afios de edad.

En 1884, el general Diaz volvié a ocupar la
presidencia. Las acciones que emprendié le per-
mitieron fortalecer su poder y mantener la estabi-
lidad. Conté con el apoyo de politicos, militares,
inversionistas, terratenientes y de la clase media,
quienes consideraban que debia permanecer en el
gobierno para mantener el orden y el crecimiento
econdémico.

En los siguientes afios, Diaz se reeligié cinco
veces consecutivas. Su gobierno se convirtié en
una dictadura porque eliminé las libertades po-
liticas, censuré a la prensa, reprimi las protestas
sociales, impidié que se Ilevaran a cabo elecciones
libres, e impuso a los gobernadores de los estados;
ademas, las instituciones de justicia y el Poder
Legislativo obedecian sus drdenes. Esta etapa de
la historia de México se conoce como Porfiriato.

AN

WCE EA

pia,

Caricatura publicada en El Hijo del Ahuizote, titulada “Una
ofrenda a Porfiriopoxtli”.",Autoritarismo
2019,1,23,"COMPRENDO
A YAPLICO

Observa las caricaturas de
las paginas 84 y 85 y res-
ponde en tu cuaderno las
siguientes preguntas.

@ Enlacaricatura de la pagina
84, 4a quién estan coro-
nando? A qué se refiere la
frase “A rey muerto, princi-
pe coronado”? ,Quién es
el rey que muri6d?

@ En la caricatura de la pagi-
na 85, ~por qué crees que
México fue representado
como una torre de Babel?
éPor qué en la cima de la
torre dice “Tuxtepec y Rio
Blanco”? {Qué grupos so-
ciales identificas?

@ En la caricatura titulada
“Una ofrenda a Porfiriopoxtii”,
équé idea de Porfirio Diaz
ofrece la imagen? {Qué
palabras se incluyen en la
caricatura? ~A quién estan
sacrificando? {Por qué?

@ zEn qué aspectos de las
tres caricaturas se puede
observar la burla o satira al
gobierno de Porfirio Diaz?
~Cual es el mensaje que
se quiere transmitir a tra-
vés de las caricaturas?

Caricatura publicada en La Orquesta, que representa a México como una torre
de Babel.

Torre de Babel. En la Biblia se cuenta que fue una edificacion que
empezaron a construir los babilonios con el propésito de llegar al cielo;
por ello se castig6 el orgullo y la soberbia del ser humano haciendo
que los constructores hablaran distintas lenguas, y con la confusi6n
ya no pudieran comunicarse.",Nacionalismo
2019,1,25,"BLOQUE lil

EI Porfiriato

Estabilidad, desarrollo econdémico e inversién extranjera
En el 4rea econémica, Porfirio Diaz buscé atraer inversiones extran-
jeras, para lo cual ofrecié a los empresarios facilidades y ventajas
para hacer negocios en México.

La mineria, la electricidad, el petrdleo, la construccién de ferro-
carriles, la produccién de hilados y tejidos, las actividades bancarias
y en general las comunicaciones (teléfonos, telégrafos y puertos)
fueron las principales actividades econdémicas de la época, que
atrajeron inversiones de empresarios de Estados Unidos, Francia,
Alemania e Inglaterra.

Gracias a las inversiones, tanto extranjeras como nacionales, se
reactivoé el comercio, se estimul6d el crecimiento de las ciudades,
se generé empleo y se impuls6 la produccién agricola; esto permitid
que mejoraran las condiciones de vida de la clase media y de los pro-
fesionistas. No obstante, los beneficios de esta prosperidad no llega-
ron a los otros sectores de la poblacién, como campesinos, obreros,
artesanos, jornaleros, pequefios comerciantes e indigenas.

Mineros durante el Porfiriato.",Capitalismo
2019,1,27,"Hacia 1884, la inversion extranjera era de 100 millones de pesos;
para finales del Porfiriato se elevé 34 veces mas y estaba repartida
como se indica en la siguiente tabla.

Paises* Porcentaje de inversion

Alemania 1.9%
Estados Unidos 38.0%
Francia 26.7%
Holanda 1.6%
Inglaterra 29.1%
Otros 2.7%

* Paises que invirtieron en agricultura, industrias textil, petrolera y minera.

Fabrica de hilados de Rio Blanco, Orizaba, Veracruz.",Neoliberalismo
2019,1,29,"BLOQUE lil

=f COMPRENDO Y APLICO

A partir de los datos presentados en la tabla anterior, elabora una
grafica en tu cuaderno en la que ordenes los porcentajes de! ma-
yor al menor.

1. Contesta las siguientes preguntas.

®@ ~Cuales fueron los paises que invirtieron mas en México?

™@ Qué beneficios y qué desventajas piensas que obtuvo México
con esa inversién?

2. Observa el mapa de esta pagina. ;Cuales fueron los estados
donde se construyeron mas vias férreas?, ~por qué?

3. Consulta el mapa de vias férreas que se encuentra en la pagina
41 del Atlas de México y compara las vias férreas actuales
con las que habia en el Porfiriato. ~Cudales se conservan? 4A
qué crees que se deba esto?

Red ferroviaria en 1910

lid
oe
2
S
3
=",Socialismo
2019,1,31,"Ciencia, tecnologia y cultura

A fines del siglo xx empezé un proceso de mo-
dernizacién en nuestro pais, debido al cual la
vida en algunas ciudades tuvo cambios notables;
en general, la tecnologia transform6 la vida y el
paisaje de diversas regiones del pais. Por ejemplo,
se construyeron numerosas vias ferroviarias, lo
que ayuds a la integracion y al fortalecimiento
econdmico de diferentes zonas del pais, pues los
viajes en tren resultaron mds rapidos, comodos
y seguros. También se introdujeron otros trans-
portes como el automévil, el tranvia eléctrico y la
bicicleta, que permitieron mejorar el traslado de
personas y sustituyeron las carretas y los tranvias
tirados por mulas.

Las comunicaciones y otros avances tecnolégi-
cos modificaron la vida de los mexicanos. Con la
generacion y el uso de la electricidad se favorecié
una actividad nocturna mas intensa en las ciuda-
des. Por ejemplo, el cinematdgrafo ofrecié nuevos

Ferrocarril de la época del Porfiriato en Jalisco.

- TUVOLUGAR BL DIA CINCO.
DE ESTE FEBRERO EN LA VILLA. |

Machisinia concurrencia
Agrupabase al efecto

Y hartos jvivast y ademy
Hinean miisien de viento.

Mabo algunoy machweados
Pero ¢n tro enn diversion
= Bato xneeso chistoso
Parn neabar Ia funeién.

| _ Marto pulque y enchiladas
V otras conus ds tragar

Amenizaron muy bien

In gran insuguracion

ee

Cartel de inauguraci6n del tranvia de la Ciudad de México,
elaborado por José Guadalupe Posada.",Neoliberalismo
2019,1,33,"BLOQUE lil

Entra al portal Primaria Tic:
<http://basica.primariatic.
sep.gob.mx>. En la pestafia
Busca, anota

y

Escena de la primera pelicula filmada
en México (E/ presidente de la
Republica paseando a caballo en el
Bosque de Chapultepec, 1896) por
los representantes de los Lumiére,
Claude Ferdinand Bon Bernard y
Gabriel Veyre.

espacios de diversién y esparcimiento a la sociedad; la camara fo-
tografica representé un medio para perpetuar escenas cotidianas y
personajes de la época, y los teléfonos se volvieron el contacto entre
los comercios y las familias adineradas que tenian acceso a este me-
dio de comunicacién.

Sin embargo, la introduccién de estos avances hizo mas evidentes
las desigualdades sociales en el pais y el crecimiento econémico fue
s6lo para unos cuantos. Las ciudades fueron el escenario en donde
se podian observar con claridad los enormes contrastes entre ricos
y pobres.

Porfirio Diaz visitando la Escuela Nacional de Bellas Artes.

lip UN DATO INTERESANTE.

A fines del siglo xx la educaci6n superior estaba prohibida para las
mujeres. No obstante, entre 1886 y 1889 se graduaron la primera
dentista, la primera cirujana y la primera abogada.

La primera médica mexicana fue Matilde Montoya. A pesar de
todos los obstaculos que enfrent6 a lo largo de su vida para lograr-
lo, en 1887 recibié su titulo profesional.",Populismo
2019,1,35,"La sociedad porfiriana y los movimientos de protesta:
campesinos y obreros
Una vez establecidas las reformas liberales, el pais continué con el
problema de la propiedad de la tierra. El gobierno puso a la venta
las tierras comunales y de la Iglesia, ofreciéndolas a quienes tuvie-
ran recursos para adquirirlas. Algunos empresarios y hacendados
compraron grandes extensiones de tierra y formaron !atifundios.
Aunque de esta forma aumentaron la produccién agropecuaria,
afectaron a otros sectores de la poblacién como las comunidades in-
digenas y campesinas y a pequeiios rancheros, quienes perdieron sus
propiedades y no pudieron competir con los grandes hacendados.
Esta situacién provocé el descontento de gran parte de la pobla-
cién rural mexicana y dio pie a levantamientos campesinos en los
actuales territorios de Veracruz, Hidalgo, México, Chihuahua, San
Luis Potosi, Nayarit, Sonora, Guerrero, Oaxaca, Chiapas, Yucatan y
Ciudad de México, los cuales fueron reprimidos con violencia.
Unos cuantos mexicanos y algunos extranjeros eran los duefios
de la tierra y las fabricas. En cambio, la mayoria de la poblacién Damas en la platea de un hip6dromo.
no poseia siquiera una parcela para sembrar, ni podia trabajar de
forma independiente a causa de la falta de recursos, por lo que te-
nian que trabajar como obreros en las fabricas 0 como peones en las

haciendas.

Latifundio. Gran ex-
tensi6n de tierra que
sirve para las labores
agricolas y ganaderas
y que pertenece a una
sola persona.

Vista de la Hacienda de Zoquiapam en Puebla.",Neoliberalismo
2019,1,37,"BLOQUE Ill

Grabado de José Guadalupe Posada
sobre la situacién de los trabajadores
en algunas haciendas.

Sindicato. Organizacién de
trabajadores unidos para la
defensa y mejora de sus con-
diciones laborales.

Huelga. Suspensi6n de la-
bores en un centro de trabajo
para exigir a los patrones me-
jorar las condiciones laborales,
como aumento de salario,
prestaciones y seguridad, en-
tre otras.

Tanto en el campo como en las fabricas, la jornada de los obreros
y peones era de 12 a 15 horas diarias y recibian un salario que no al-
canzaba para cubrir sus necesidades basicas. Con frecuencia se les
pagaba con vales, en lugar de dinero, para comprar en las tiendas de
raya, que pertenecian a las propias haciendas y donde se vendian
a costos muy altos los alimentos basicos; esta forma de compra los
obligaba a solicitar préstamos por adelantado, que muchas veces
los endeudaba de por vida; ademas, en las haciendas frecuente-
mente eran maltratados. Esta explotacién era posible porque no
existian leyes que protegieran a los trabajadores. Los mejores pues-
tos eran para los extranjeros y se dejaba de lado a los trabajadores
mexicanos.

Ante esta situacién, los obreros se organizaron en sindicatos
y asociaciones para defender sus derechos. Utilizaron la huelga
como recurso para exigir mejores condiciones de trabajo, pero
estos movimientos fueron reprimidos por el gobierno porfirista.
Entre las huelgas mas importantes destacaron la de los mineros de
Cananea, Sonora, en 1906, y la de la fabrica textil de Rio Blanco,
Veracruz, en 1907.

Mineros de Cananea en huelga.",Comunismo
2019,1,39,"ey COMPRENDO Y A

1. Lee la nota periodistica de la época y contesta las siguientes
preguntas en tu cuaderno.

Ico

Cananea, 2 de junio de 1906
En un franco desafio a las autoridades patronales, los mineros de
la Cananea Copper Co. se lanzaron ayer a la huelga, para manifes-
tar su descontento por las condiciones laborales y por la notoria
diferencia que priva entre los mexicanos y los norteamericanos que
trabajan en la empresa. Los primeros ganan tres pesos por jorna-
das de diez y doce horas, mientras que los segundos reciben siete
pesos por menos horas de trabajo. El presidente de la compaiiia, el
coronel William C. Greene, demostré su asombro al ver que todos
los mexicanos participan en la huelga. Contest el pliego petitorio
de los mismos mineros en términos que invalidan las exigencias de
los trabajadores.

El pliego petitorio de los mineros incluye, entre otros puntos,
sueldo minimo de cinco pesos diarios con ocho horas de trabajo;

los mismos derechos para mexicanos y norteamericanos y ocupar
en la compafia 75% de mexicanos.

La situaci6n en Cananea se ha vuelto critica. La masa de mine-
ros desfila por las calles y se ha colocado en pleno reto, enfrente
de las oficinas de la empresa. Los norteamericanos se encuentran
adentro parapetados y con las armas en la mano, dispuestos a de-
fender sus intereses a cualquier precio...

Fuente: Tiempo de Mexico, México, Sep, 1984. Parapetado, Resguardado u
oculto tras una barrera ela-

2 . borada con cualquier material
Bue meno es Wager con la intencién de evitar al-

@ {Quiénes la iniciaron? ~Cuales eran sus demandas? gun dajio.

™@ <Consideras que las peticiones eran justas? ¢Por qué?

® Si fueras el duefio de la empresa, {qué harias para evitar una
huelga? PARA SABER MAS

2. Escribe en tu cuaderno un texto breve en el que describas las
condiciones de vida de los obreros y los campesinos durante el

Porfiriato. Entra al portal Primaria Tic:
@ AI terminar, coordinados por su profesor lean algunos textos <hittp://basica.primariatic. _

ante el grupo y comenten sus puntos de vista con respecto a sep.gob.mx>. En la pestafia

cuales de esas condiciones de vida atin existen o qué ha cam- Busca, anota Porfiriato:

biado. descontento social.",Comunismo
2019,1,41,"BLOQUE lil

UN DATO

4) INTERESANTE
Una corriente de pensamiento
considerada precursora de la
Revolucion fue el magonismo,
encabezada por los herma-
nos Enrique y Ricardo Flores
Magon. Entre sus propuestas
planteaban terminar con el
reeleccionismo y promover la
participacién ciudadana. Ade-
mas, impulsar el mejoramien-
toy fomento de la educaci6n y
de las condiciones de trabajo.

Periédico dirigido por los hermanos
Flores Magon.

La Revolucion Mexicana

El maderismo y el inicio de la Revolucién Mexicana

Hacia finales del siglo x1x y principios del xx se formaron distintos
grupos politicos que exigieron elecciones democraticas. Asimismo
se fundaron peridédicos opositores al gobierno, como El Hijo del
Ahuizote en 1885, El Demécrata en 1893, Regeneracién en 1900 y
Excélsior en 1917.

En 1908, Porfirio Diaz concedié una entrevista al periodista es-
tadounidense James Creelman, en la cual afirmé que no pensaba
competir en las siguientes elecciones presidenciales, pues conside-
raba que México estaba listo para gobernarse democraticamente.
Pero en realidad Diaz no tenia la intencién de abandonar el poder.

A fines de 1908, Francisco I. Madero publicé el libro La sucesién
presidencial en 1910, en el cual propuso crear un partido politico
que se opusiera a la reeleccién de Diaz. Al afio siguiente, fund6 el
Partido Nacional Antirreeleccionista que lo postuld a la presidencia
de la Republica. Como candidato, viajé por el pais para dar a cono-
cer sus ideas politicas, destacando entre ellas su empeiio en convertir
a México en un pais democratico, gobernado por la ley y donde los
distintos grupos sociales vivieran en armonia.

Madero obtuvo gran apoyo durante su campaiia electoral. Esto
alarmé a Diaz, quien ordené encarcelarlo bajo el cargo de suble-
var a la poblacién y de ultrajar a las autoridades. De este modo, las

Ss COMPRENDO Y APLICO

1. Lee el fragmento del libro La sucesi6n presidencial en 1910, es-
crito por Francisco |. Madero, publicado en diciembre de 1908,
y contesta las siguientes preguntas en tu cuaderno.

“Sobre todo, hay que tener presente que cualquier ventaja, cualquier
concesi6n, cualquier conquista obtenida por las practicas democraticas,
sera una cosa duradera, mientras que un triunfo, por importante que sea,
obtenido con las armas, no hara sino agravar nuestra situaci6n interior”.

®@ {Cuales son las “practicas democraticas” a las que Madero se
referia?

@ {Qué importancia tienen para México en la actualidad?

2. Revisen en grupo las respuestas y Ileguen a una conclusi6n.",Populismo
2019,1,43,"elecciones se realizaron mientras Madero se hallaba preso. Como
se impidié el ejercicio del voto libre, Porfirio Diaz volvié a ganar
la presidencia. Madero logré escapar y protesté por esta situacién
mediante el Plan de San Luis, el cual convocaba a la poblacion a le-
vantarse en armas contra el gobierno.

Su llamado encontré respuesta en diversas regiones del pais: en
Chihuahua, con Francisco Villa y Pascual Orozco; en Puebla, con
los hermanos Aquiles, Maximo y Carmen Serdain, y en Morelos,
con Emiliano Zapata. Para principios de 1911, los levantamientos
se extendieron exitosamente por diferentes regiones. En mayo, el
general Diaz renuncié a la presidencia y abandoné el pais, quedando
como presidente interino Francisco Leén de la Barra, quien organiz6
elecciones libres en las que resulté triunfador Francisco I. Madero,
quien gobern6 junto con el vicepresidente José Maria Pino Suarez.

Madero traté de gobernar con apego a la ley y respetando las
libertades democraticas, sin embargo, enfrenté graves problemas.

Sufragio efectivo, no reeleccién, 1968, Juan O' Gorman, Museo Nacional de Historia.",Socialismo
2019,1,45,"BLOQUE Ill

Algunos de sus partidarios esperaban respuestas inmediatas a las
demandas sociales, y al no obtenerlas se alzaron en armas nueva-
mente, como fue el caso de Emiliano Zapata. Por otra parte, ni los
antiguos porfiristas ni los empresarios extranjeros favorecidos por
Diaz veian con buenos ojos al nuevo presidente.

En febrero de 1913, un grupo de militares, apoyado por el emba-
jador de Estados Unidos, se rebelé contra el gobierno en la ciudad
de México. Este episodio fue conocido como la Decena Tragica,
porque en los diez dias que duraron los combates hubo muchos
muertos. Madero y el vicepresidente José Maria Pino Suarez fueron
asesinados por érdenes del general Victoriano Huerta, quien usur-
pé6 la presidencia.

Carmen Serdan (1875-1948). Ante este hecho, Venustiano Carranza, gobernador de Coahuila,
elabord el Plan de Guadalupe, en el que desconocia a Victoriano
Huerta como presidente y se autonombraba primer jefe del

Ejército Constitucionalista, llamado asi porque el plan exigia el
respeto a la Constitucién.

El general Aurelio Blanquet aprehende al presidente Madero y al vicepresidente Pino Suarez (18 de
febrero), F. Dené, Museo Nacional de Historia.",Nacionalismo
2019,1,47,"El desarrollo del movimiento armado y las propuestas de
caudillos revolucionarios: Zapata, Villa, Carranza y Obreg6n
Durante la Revolucién, en distintas partes del pais se levantaron en
armas grupos revolucionarios con diferentes proyectos politicos.
Las fracciones se organizaron en torno a caudillos como Emiliano
Zapata, Venustiano Carranza, Francisco Villa y Alvaro Obregén.
Algunos de ellos elaboraron documentos en los que plasmaron sus
demandas.

Con el Plan de Ayala, el movimiento zapatista expresaba las de-
mandas de los campesinos que habian sido despojados por los ha-
cendados porfiristas, por lo que los peones, los jornaleros y otros
trabajadores del campo del centro y sur del pais se unieron a dicho
movimiento.

El movimiento villista representé los anhelos y las necesidades
de los campesinos en el norte del pais, quienes reclamaban tierras
para trabajar. Villa elaboré la Ley General Agraria, en la que desta-
caba la reduccién de las grandes propiedades territoriales a limites
justos, distribuyendo equitativamente las tierras excedentes.

Venustiano Carranza fue gobernador de Coahuila durante el go-
bierno de Francisco I. Madero y a la muerte de éste se convirtié en
el principal lider revolucionario. En septiembre de 1916, Carranza
convocé un congreso constituyente en Querétaro que elabor6 y pro-
mulg6 una nueva constitucién para impulsar la industria y favorecer
la educaci6n.

Alvaro Obregén apoyé a Carranza y se sumé al Ejército
Constitucionalista, pues coincidia con él en la idea de hacer de
México un pais prospero y moderno.

El general Francisco Villa (1878-1923) y su escolta.

General Emiliano Zapata (1879-1919).

Caudillo. Lider que por sus
cualidades personales es re-
conocido como jefe politico y
militar. A cambio del apoyo y
lealtad de sus seguidores, los
caudillos realizaban acciones
para satisfacer sus demandas.

fT UN DATO

(4) INTERESANTE
El ferrocarril fue un medio de
transporte muy utilizado du-
rante la Revolucién. Facilité
el traslado de grandes ejérci-
tos a lugares distantes. Esto
le dio al movimiento armado
un caracter dinamico. Por
eso en los testimonios de la
€poca (fotografias, peliculas
y corridos) muchas veces los
trenes figuran como prota-
gonistas.",Nacionalismo
