generacion,libro,pagina,texto,prediccion
2011,1,21,"se convirtié en una dictadura, porque elimind las libertades politicas, censuré _Dictadura

a la prensa, reprimié las protestas sociales, impidié que se llevaran a cabo Gobierno que ejerce el poder
‘ ” ‘ de manera autoritaria, usando

elecciones libres, e impuso a los gobernadores de los estados; ademas, las

atte does eee a su Conveniencia las leyes de

instituciones de justicia y el Poder Legislativo obedecian sus ordenes. Esta un pais.

etapa de la historia de México se conoce como Porfiriato.
Caricatura publicada en E/
Hijo del Ahuizote, titulada Una
ofrenda a Porfiriopoxtti.

“

sti

Caricatura publicada en La Orquesta, que
representa a México como una torre de Babel.

COMPRENDO Y APLICO

> Subraya en el texto las causas que hicieron
posible que Porfirio Diaz se convirtiera en un
dictador. Para poder hacerlo, considera como
era la situaci6n politica y econdmica.",Autoritarismo
2011,1,23,"90

El Porfiriato

Aqui aprenderés aveconessrell|) Estabilidad, desarrollo econémico
desarrollo aconémico y el papel

dolainersionedanies | € inversion extranjera

En el area econdmica, Porfirio Diaz buscé atraer inversiones extranjeras, para
lo cual ofrecié a los empresarios facilidades y ventajas para hacer negocios
en México.

La mineria, la electricidad, el petrdleo, la construccién de ferrocarriles, la
produccién de hilados y tejidos, y en general las comunicaciones (teléfonos,
telégrafos, bancos, puertos) fueron las principales actividades econdémicas
de la época, y empresarios de Estados Unidos, Francia, Alemania y Gran
Bretafia, invirtieron en ellas.

Gracias a las inversiones, tanto extranjeras
como nacionales, se reactivé el comercio, se esti-
mulé el crecimiento de las ciudades, se generd
empleo y se impuls6 la produccién agricola; todo
esto permitio que mejoraran las condiciones de
vida de la clase media y los profesionistas. No
\_ vay obstante, los beneficios de esta prosperidad

tame no llegaron a los otros sectores de la poblacién
ed d como campesinos, obreros, artesanos, jornaleros,
pequefios comerciantes e indigenas.

Un dato interesante

¢Hay algo mas fuerte que el acero? ;Sabias que
muchas de las cuerdas que sirven para sujetar
los barcos actualmente se elaboran con la fibra
natural del henequén, de origen yucateco? Esto ha
Mineros durante el Porfiriato.  permitido sustituir las gruesas cadenas de acero
que durante mucho tiempo fueron empleadas en
todos los puertos del mundo. Esta planta se sigue

Pista 1 PARA DETECTIVES utilizando también para confeccionar cuerdas
Deporte de origen estadunidense cuyos de diferentes grosores, hamacas, sogas e incluso
jugadores usan gorra y guante; esta mas jabén. El cultivo de henequén fue una de las
difundido en el golfo de México, y llegé a actividades mAs importantes durante el Porfiriato,

nuestro pafs durante el Porfiriato, zcual es? ¢ incluso se le denomin6 oro verde.",Neoliberalismo
2011,1,25,"Hacia 1884, la inversion extranjera era de 100 millones de pesos y para
finales del Porfiriato se elevé 34 veces mas y estaba repartida como se indica
en el siguiente cuadro:

Inversi6n extranjera en México (porcentaje por pais)

Bancos | 18 11.0 18.3

bone =~ E’ 7
Mineria y a |

ii -
le tom 0%

Fuente: Roger D. Hansen, La poiltica del desarrollo mexicano, México, Siglo XX, p. 27,

Trabajadores dela
Oficina da Telégrafos
(ca. 1900).",Neoliberalismo
2011,1,27,"COMPRENDO Y APLICO

> 1. De acuerdo con la informacién del cuadro de
la pagina 91 responde en tu cuaderno.
Identifica cuales fueron los sectores donde hubo
mayor inversion extranjera. Qué beneficios y
qué desventajas piensas que obtuyo México con
esa inversion?

|

Gud ier Es rapos UniDos

Il Pepico de Concer

Océano Pacifico

20""

Simbologta

© copltals
© Estacion de tenes

-—* Vlas femeas Escala 1: :
i, Unies 0 peas 600km. zane
— Rrra inemacenal | a ___Honpuras
rs m a - aa

Red ferroviaria en 1910

Golfo de México

Mérida

fe

Mar Caribe

> 2. Observa el mapa, localiza y contesta en tu
cuaderno. :Cudles fueron los estados en donde
se construyeron mas vias férreas?, gpor qué?
2En qué estado no se construyeron vias
férreas? Consulta el mapa de vias férreas que se
encuentra en la pagina 39 de tu Atlas de México
y compara las vias férreas actuales con las que
habia en el Po: las mismas? I

crees que",Neoliberalismo
2011,1,29,"93.

Ciencia, tecnologia y cultura

Al final del siglo XX empez6 un proceso de modernizacién en nuestro pais,
debido al cual la vida en algunas ciudades tuvo cambios notables; en general
la tecnologia transformé la vida y el paisaje de diversas regiones del pals.
Por ejemplo, se construyeron numerosas vias ferroviarias, lo que ayudé a
la integracion y el fortalecimiento econdmico de diferentes zonas del pals,
pues los viajes en tren resultaron mas rapidos, comodos y seguros. También
se introdujeron otros transportes, como el automévil, el tranvia eléctrico y la
bicicleta, que permitieron mejorar el traslado de personas y sustituyeron las
carretas y los tranvias tirados por mulas.

Puents de Metiac Fetrocartil de Mezico a Veracra,
“iustag Beldge nm the HR. trom Mexico to. Veracrux.

ME XICO.

Si deseas conocer mas
sobre este tema,

en Explora haz clic en
“Porfiriato: vida
cotidiana” o constiltalo
en el portal HDT.

Ferrocarril México-Veracruz.

Un dato interesante Un dato interesante

Ante los avances en las comunicaciones, A fines del siglo xrx la educacién superior
en la ciudad de México se creyé que se estaba prohibida para las mujeres. Pese a ello,
habia acabado con el problema del excre- entre 1886 y 1889 se graduaron la primera
mento en las calles al retirar las mulas y dentista, la primera cirujana y la primera abo-
los caballos que jalaban los viejos tran- gada.

vias; ademas, los transetintes dejarian de La primera médica mexicana se llamé Matilde
ensuciarse los zapatos. Pero pronto se Montoya. A pesar de todos los obstaculos
descubrié que en el pavimento caia aceite que enfrenté a lo largo de su vida para poder
proveniente de los coches y que la pobla- lograrlo, en 1887 recibié su titulo de médica

cién podia resbalarse o manchar su ropa. cirujana.",Neoliberalismo
2011,1,31,"Las comunicaciones y otros avances tecnolégicos modificaron la vida
laboral y cotidiana. Con la generacion y el uso de Ia electricidad en las ciuda-
des se favorecié una actividad nocturna mas intensa.

Por ejemplo, el cinematdografo dio
nuevos espacios de diversion y esparci-
miento a la sociedad; la camara fotogra-
fica represento un medio para perpetuar
escenas cotidianas y personajes de la
época, y los teléfonos se volvieron el con-
tacto de los comercios y las casas adine-
radas que tenian acceso a este medio de
comunicaci6n.

Sin embargo la introduccién de estos
avances hizo mas evidentes las desigual-
dades sociales en el pals. El crecimiento
econdmico y la industrializacion implica-
ron el dominio de unos cuantos. Las ciu-
dades fueron el escenario en donde se
podian observar con claridad los enormes
contrastes entre la riqueza y la pobreza.

CONSULTA EN...

Si deseas conocer mas sobre este
tema, en Explora haz clic en

“ Aspectos culturales” 0 constiltalo

en el portal HDT.

Café de la Concordia (1871), dleo sobre tela, 61 x 47 cm.

CONSULTA EN...

Si quieres conocer mas acerca de este tema te
sugerimos leer:

Varios autores, La revolucién a todo vapor,
México, sep-Ediciones Tecolote, 1994 (Libros
del Rincén).

Varios autores, Noticias de fin de siglo, México,
sEP-Ediciones Tecolote, 1996 (Libros del
Rincén).

Pista2 PARA DETECTIVES
Es el deporte mas popular en nuestro pais; en

él sélo se pueden usar los pies para golpear

un balén; es de origen inglés y llegé a México

durante el Porfiriato.",Capitalismo
2011,1,33,"PARA OBSERVADORES

+ En equipos observen las imagenes de este tema
e identifiquen en ellas los cambios tecnolégicos.
Pregiuntale a tus abuelos u otras personas
mayores si recuerdan algunos de esos objetos
o los usaban cuando eran nifios. Escribe en tu
cuaderno las diferencias que encuentres entre
los objetos de aquella época y los actuales y
preséntalas frente al grupo.

Hacia finales del siglo xrx México vivié una serie

95.

La infancia a finales del siglo XIX

de adelantos tecnolégicos; éstos se reflejaron
también en los juguetes. Por ejemplo, los nifios
de esos aiios vivieron la aparicion del ferrocarril;
los artesanos mexicanos reflejaban este hecho
construyendo trenecitos de madera, cart6n

o lamina que se convertirian en los juguetes
favoritos de los nifios.",Comunismo
2011,1,35,"96

Aqui aprenderas a describir
Jas condiciones de viday las
inconformidades de

los diferentes grupos
sociales del Porfiriato.

Latifundio

Gran extension de tierra que
sirve para las labores agricolas
y ganaderas y que pertenece
a un hacendado, empresario o
politico.

Obreras en Rio Blanco,
Veracruz (ca. 1906).

Panorémica:de la fabrica
Santa Rosa, en Rio Blanco
(ca. 1906).

Movimientos de protesta: campesinos
y obreros

Una vez establecidas las reformas liberales, el pals continudé con el problema
de la propiedad de la tierra; para ello el gobierno puso a la venta las tierras
comunales y de la Iglesia, ofreciéndolas a quienes tuvieran recursos para
adquirirlas. Algunos empresarios y hacendados compraron grandes extensio-
nes de tierra y formaron latifundios. Aunque de esta forma lograron aumentar
la produccién agropecuaria, afectaron a otros sectores de la poblacién como
a las comunidades indigenas y campesinas y a pequefios rancheros, quienes
perdieron sus propiedades y no pudieron
competir con los grandes hacendados.

Esta situacién provocé el descontento
de gran parte de la poblacién rural mexicana
y dio pie a levantamientos campesinos en
los estados de Veracruz, Hidalgo, Valle de
México, Chihuahua, San Luis Potosi, Naya-
rit, Sonora, Guerrero, Oaxaca, Chiapas y
Yucatan, los cuales fueron reprimidos con
violencia.

Unos cuantos mexicanos y algunos
extranjeros eran los duefios de la tierra y las
fabricas. En cambio la mayoria de la pobla-
cién no posela una parcela para sembrar, ni
podia trabajar de forma independiente por",Populismo
2011,1,37,"la falta de recursos; al no tener otra opcién para sobrevivir, trabajaban como
obreros en las fabricas 0 como peones en las haciendas.

Tanto en el campo como en las fabricas la jornada de los obreros y peo-
nes era de 12 a 15 horas diarias y recibian un salario que no alcanzaba para
cubrir sus necesidades basicas. Con frecuencia se les pagaba con vales en
lugar de dinero, para comprar en las tiendas de raya, que era el lugar donde
vendian a costos muy altos los alimentos basicos; esta forma de pago los
obligaba a solicitar préstamos por adelantado, que muchas veces los endeu-
daban de por vida; en las haciendas frecuentemente eran maltratados con
golpes y castigos. Esta explotacién era posible porque no existian leyes que
protegieran a los trabajadores. Los mejores puestos eran para los extranjeros
y se dejaba de lado a los trabajadores mexicanos.

Ante esia situacion los obreros se organizaron en sindicatos y asociacio-
nes para defender sus derechos. Utilizaron la huelga como recurso para exigir
mejores condiciones de trabajo, pero estos movimientos fueron reprimidos
por el gobierno porfirista. Entre las huelgas mas importantes destacaron la
de los mineros de Cananea, Sonora, en 1906, y la de la fabrica textil de Rio
Blanco, Veracruz, en 1907.

Hacianda henequenera en la época del Porfiriato.

97

Sindicato

Grupo de trabajadores unidos
para la defensa y mejora de sus
condiciones laborales.

Huelga
Suspensién de labores en

un cantro de trabajo para

exigir a los patrones mejorar
las condiciones laborales,
como aumento de salario,
prestaciones y seguridad, entre
otras.",Capitalismo
2011,1,39,"SE DUO ENTONCES...

b
Cananea, 2 de junio de 1906. A
En un franco desafio a las autoridades patronales, los mineros de la
Cananea Copper Co. se lanzaron ayer a la huelga, para manifestar su des-
contento por las condiciones laborales y por la notoria diferencia que priva
entre los mexicanos y los norteamericanos que trabajan en la empresa. Los
primeros ganan tres pesos por jornadas de diez y doce horas, mientras que
los segundos reciben siete pesos por menos horas de trabajo. El presidente
de la compaiiia, el coronel William C. Greene, demostro su asombro al ver
que todos los mexicanos participan en la huelga. Contesto el pliego petito-
rio de los mismos mineros en términos que invalidan las exigencias de los
trabajadores. Caricatura publicada en

EI pliego petitorio de los mineros incluye, entre otros puntos, sueldo Be Anon.

__ minimo de cinco pesos diarios con ocho horas de trabajo; los mismos dere-
chos para mexicanos y norteamericanos y ocupar en la compafiia 75% de
mexicanos.

La situacién en Cananea se ha vuelto critica. La masa de mineros desfila

por las calles y se ha colocado en pleno reto, enfrente de las oficinas de la
empresa. Los norteamericanos se encuentran adentro parapetados y con las _
armas en la mano, dispuestos a defender sus intereses a cualquier precio...

Fuente: Tiempo de México, México, sep, 1984. %
C4rcel de Cananea,
Sonora, 1906.

COMPRENDO Y APLICO
> 1. Lee el texto anterior y contesta las preguntas en tu
~~ cuaderno:
Qué motivé la huelga?
?Quiénes la iniciaron?
¢Cudles eran sus demandas?
¢Consideras que las peticiones eran justas?, por qué?
Si fueras el duefio de la empresa, ;qué harias para
evitar una huelga?
Escribe en tu cuaderno un texto de cinco renglones en
el que describas las condiciones de vida de obreros y
campesinos durante el Porfiriato.

Al terminar pidan a su profesor que se lean algunos de",Comunismo
2011,1,41,"La Revoluci6n Mexicana

La oposicién de Francisco I. Madero,
su ideario democratico y el inicio
de la Revoluci6n Mexicana

Hacia finales del siglo XIX y principios del XX se formaron distintos grupos
politicos que exigieron elecciones democraticas. Asimismo, se fundaron
periddicos opositores al gobierno, como E/ Hijo del Ahuizote, Excélsior y
Regeneracion.

En 1908 Porfirio Diaz concedié una entrevista al periodista estaduni-
dense James Creelman, en la cual afirmé que no pensaba competir en las
siguientes elecciones presidenciales, pues consideraba que México estaba
listo para gobernarse democraticamente. Pero en realidad él no tenia la inten-
cién de abandonar el poder.

SE DUO ENTONCES...
Lee el siguiente fragmento del libro La sucesién presidencial en
1910, escrito por Francisco I. Madero.

Sobre todo, hay que tener presente que cualquier ventaja,
cualquier concesién, cualquier conquista obtenida por las
practicas democraticas, sera una cosa duradera, mientras que
un triunfo, por importante que sea, obtenido con las armas,
no hara sino agravar nuestra situaci6n interior.

COMPRENDO Y APLICO
Identifica en el texto las “practicas democraticas” a las que
Madero se referia. ;Cuales son? :Qué importancia tienen para
Mexico en la actualidad? Discutan en grupo las respuestas y
Ileguen a una conclusi6n.

Francisco |. Madero (1873-1913).

Periddico dirigido por los hermanos
Flores Magon.",Socialismo
2011,1,42,"100

Ese mismo afio, Francisco |. Madero publicé su libro La sucesién presi-
dencial en 1970, en el cual propuso crear un partido politico que se opusiera
alareeleccién de Diaz. Al afio siguiente fundé el Partido Nacional Antirreelec-
cionista y se postulé a la presidencia de la Republica. Como candidato, viajo
por el pais para dar a conocer sus ideas pollticas, destacando entre ellas su
empefio en convertir a México en un pais democratico, gobernado por la ley
y donde los distintos grupos sociales vivieran en armonia.

Madero obtuvo gran apoyo durante su campafia electoral. Esto alarmé a
Diaz, quien ordené encarcelarlo bajo el cargo de sublevar a la poblacién y de
Carmen Serdan (1875-1948). ultrajar a las autoridades. De este modo las elecciones se realizaron mientras
Madero se hallaba preso. Los votos a su favor fueron anulados, de modo que
Porfirio Diaz volvid a ganar la presidencia. Madero logré escapar y protesto
por esta situacién por medio del Plan de San Luis, el cual convocaba a la
poblaci6n a levantarse en armas contra el gobierno.

Su llamado encontré respuesta en diversas regiones del pals: en

Chihuahua, con Francisco Villa y Pascual Orozco; en Puebla, con los hermanos
Aquiles, Maximo y Carmen Serdan; y en Morelos, con Emiliano Zapata.
Para principios de 1911 los levantamientos se extendieron exitosamente
por diferentes regiones. En mayo el general Diaz renuncid a la presidencia y
abandon6 el pais. Enseguida se realizaron elecciones libres en las que result6
triunfador Francisco |. Madero.
Victoriano Huerta (1845-1916). Madero trato de gobernar con apego a la ley y respetando las libertades
democraticas. Sin embargo enfrent6 graves problemas. Algunos de sus par-
tidarios esperaban respuestas inmediatas a las demandas sociales, y al no
obtenerlas se alzaron en armas nuevamente, como sucedié en el caso de
Emiliano Zapata. Por otra parte, ni los antiguos porfiristas ni los empresarios
extranjeros favorecidos por Diaz velan con buenos ojos al nuevo presidente.

En febrero de 1913 un grupo de militares, apoyados por el embajador
de Estados Unidos, se rebelaron contra el gobierno en la ciudad de México.
Este episodio fue conocido como la “Decena Tragica” porque en los 10 dias
que duraron los combates hubo muchos muertos. Madero y el vicepresidente
José Marla Pino Suarez fueron asesinados por ordenes del general Victoriano
Huerta, quien usurpé la presidencia de México.

Ante este hecho Venustiano Carranza, gobernador de Coahuila, elaboré el

Plan de Guadalupe, en el que desconocia a Victo-

Cadete Virgilio Uribe (1896-1914).

| a) PARA DETECTIVES riano Huerta como presidente y se autonombraba
Pais de Europa que influyé culturalmente sobre _ primer jefe del ejército constitucionalista, llamado
los grupos adinerados de México durante el asi porque el plan exigia el respeto a la Constitu-

Porfiriato en la arquitectura, el uso de perfumes _cién.
y la modapara vestir.",Socialismo
2011,1,43,"El desarrollo del movimiento armado
y las propuestas de los caudillos
revolucionarios: Emiliano Zapata,
Francisco Villa, Venustiano Carranza
y Alvaro Obregon

Durante la Revolucién, en distintas partes del pals se levantaron en armas
grupos revolucionarios con diferentes proyectos politicos. Estos se organi-
zaron en torno a caudillos como Emiliano Zapata, Francisco Villa, Venustiano
Carranza y Alvaro Obregon. Cada uno de ellos elaboré un documento en el
que plasm6 sus demandas.

El Plan de Ayala, propuesto por Emiliano Zapata, demandaba el reparto
de tierras a indigenas y campesinos, y la entrega de terrenos, montes y aguas
a quienes los necesitaran. El movimiento zapatista expresaba las demandas
de los campesinos mexicanos que habian sido despojados por los hacen-
dados porfiristas, por lo que los peones, jomaleros y otros trabajadores del
campo del centro y sur del pais se unieron a dicho movimiento.

El movimiento villista represento los anhelos y las necesidades de los tra-
bajadores del campo en el norte del pals, quienes reclamaban el reparto de
las tierras de las grandes haciendas agricolas y ganaderas donde trabajaban.
Villa elaboré la Ley Agraria General, en la que destacaba la reduccion de las
grandes propiedades territoriales a limites justos, distribuyendo equitativa-
mente las tierras excedentes.

El general Francisco Villa y su escolta.

Un dato interesante

El ferrocarril fue un medio
de transporte muy utilizado
durante la revolucién.
Facilité el traslado de grandes
ejércitos a largas distancias.
Esto le dio al movimiento
armado un caracter dindmico.
Por eso en los testimonios
de la época (fotografias,
peliculas y corridos) muchas
veces los trenes figuran como
protagonistas.

104

Aqui aprenderds a identificar
momentos del desarrollo de la
lucha armada y las propuestas
de los caudillos revolucionarios.

Caudillo

Lider que por sus cuslidades
personales es reconocido como jefe
politico y militar. A cambio del apoyo
y lealtad de sus seguidores, los
caudillos realizaban acciones para
satisfacer sus demandas.

General Emiliano Zapata
(1879-1919),",Populismo
2011,1,45,"102

CONSULTA EN...

Si te interesa conocer mas
acerca de esta lucha, te
recomendamos leer La
Revolucién Mexicana, de
Susana Sosenski, México,
sEP-Nostra, 2009 (Libros
del Rincén).

La infancia en la Revolucion

Muchas veces los nifios de entre 7 y 12 afios
desempefiaron diferentes actividades durante

la lucha Revolucionaria, aunque algunos
participaron en el combate, otros tuvieron tareas
como tocar el redoble de tambores, ejecutar la

diana mili

centinelas

tar, eran aguadores, cal

Venustiano Carranza fue gobernador de Coahuila durante el gobierno
de Madero y a su muerte se convirtié en el principal lider revolucionario.
Consideré necesario reformar la Constitucion para impulsar de manera mas
equitativa la sociedad, el comercio y la industria, y favorecer la educaci6n.

Alvaro Obregon apoy6 a Carranza y se sumo al ejército constituciona-
lista, pues coincidia con él en la idea de hacer de México un pals préspero
y moderno.

Cuando Victoriano Huerta usurpo la presidencia, villistas y zapatistas
se unieron a Venustiano Carranza para combatirlo. Ante esto, en agosto de
1914 Huerta dejé el pais y Carranza, que habla sido reconocido como jefe

por otros caudillos, entré triunfante en la ciudad de México.
Al ocupar Carranza la presidencia los revolucionarios se enfrenta-
ron, pues muchos, entre ellos Zapata y Villa, no estuvieron

—=—— de acuerdo, porque pensaban que Carranza no
se identificaba con los intereses del campesi-
nado. Los jefes revolucionarios se reunieron en
Aguascalientes y nombraron presidente a Eulalio
Gutiérrez.

ballerangos,",Comunismo
