Entidad,Contexto
Constitución de 1917,"4l, limito la libertad de expresion y se mantuvo en la presidencia por mas de 30 afios, negandose a efectuar elecciones libres. En este bloque estudiaras las caracteristicas de este gobierno y el estalli- do de la Revolucion Mexicana, la cual condujo hacia la redaccion de una nueva Constitucién que planted soluciones a muchos de los problemas del pais. > 1. Observa la linea del tiempo de este bloque @ Constitucién de 1917. ""-y responde. @ Inicio de la explotacién del petréleo. m= ;:Cuantas décadas duro el Porfiriato? m= ;Cuanto tiempo goberné Francisco I. > 3. Observa el mapa y"
Constitución de 1917,"La Constituci6n de 1917, sus principios y principales articulos La victoria del bando constitucionalista sobre Villa y Zapata permitié que Carranza asumiera la presidencia y convocara a un congreso en Querétaro con el propésito de redactar una nueva Constitucién para el pals, la cual se promulgo el 5 de febrero de 1917, y es la que nos rige actualmente. Esta nueva Constitucién retomé los principios liberales plasmados en la de 1857 y también incorporé principios nacionalistas y algunas demandas sociales por las que el pueblo habia luchado durante la revolucién. Ha sido reformada para adaptarla a los cambios de los"
1917,"80 Propésitos En este bloque ubicaras temporal y espacialmente los acontecimientos que caracterizaron al Porfiriato y a la Revolucién Mexicana, asi como las causas y consecuencias de estos procesos. Asimismo, conoceras las principales garantias individuales y sociales contenidas en la Constitucién de 1917. 5) : 493 sume Men. Zécalo de la ciudad de México a principios del siglo xx."
México,"80 Propésitos En este bloque ubicaras temporal y espacialmente los acontecimientos que caracterizaron al Porfiriato y a la Revolucién Mexicana, asi como las causas y consecuencias de estos procesos. Asimismo, conoceras las principales garantias individuales y sociales contenidas en la Constitucién de 1917. 5) : 493 sume Men. Zécalo de la ciudad de México a principios del siglo xx."
México,"1875 1877 Resto del Se Inventa el fondégrafo en Estados Unidos Ferrocarrll Aine Luls Pasteur ~ desarrolla en Francia la vacuna contra la rabla 1885 mundo 1885 1890 Se Inicla la explotaci6n — petrolera por la Mexican Petroleum Company 1891 Slpubscacion pertodica ns bandidos de Rio Frio, de Manuel Payno, de 1889 a 1891. Llegael cine » a México | 1896 Invencién » de la radio _ 1896 -# Inauguracl6n » i de la Torre Eiffel 1889 CINEMATOGAAPAELUMIERE Se Inventa el » cinematografo por los hermanos Lumiére 1893"
México,"Panorama del periodo Entre 1870 y 1920, nuestro pals vivid cambios muy importantes. Con la llegada de Porfirio Diaz a la presidencia se iniciaron la recuperacién de la economia y la reconciliacién entre los grupos que hasta entonces se disputaban el poder, se resolvid el problema de la deuda externa y otros paises invirtieron en México. Sin embargo gran parte de la poblacién continud viviendo en la miseria, sometida a trabajos excesivos y con poca paga, lo cual produjo descontento. Para mantener el orden, Porfirio Diaz establecié un gobierno autoritario: repri- mio duramente a quienes no estaban de acuerdo con"
México,"la simbologia, identifica Madero? y lista los estados donde luché cada lider @ :Cudantos afios duré la Revolucion Mexicana? _o caudillo revolucionario. Completa la informacién en la tabla. > 2. Identifica los siglos a los que corresponden estos procesos: = Construccién del ferrocarril. @ Francisco I. Madero es elegido presidente de México."
México,"se convirtié en una dictadura, porque elimind las libertades politicas, censuré _Dictadura a la prensa, reprimié las protestas sociales, impidié que se llevaran a cabo Gobierno que ejerce el poder ‘ ” ‘ de manera autoritaria, usando elecciones libres, e impuso a los gobernadores de los estados; ademas, las atte does eee a su Conveniencia las leyes de instituciones de justicia y el Poder Legislativo obedecian sus ordenes. Esta un pais. etapa de la historia de México se conoce como Porfiriato. Caricatura publicada en E/ Hijo del Ahuizote, titulada Una ofrenda a Porfiriopoxtti. “ sti Caricatura publicada en La Orquesta,"
México,"que representa a México como una torre de Babel. COMPRENDO Y APLICO > Subraya en el texto las causas que hicieron posible que Porfirio Diaz se convirtiera en un dictador. Para poder hacerlo, considera como era la situaci6n politica y econdmica."
México,"90 El Porfiriato Aqui aprenderés aveconessrell|) Estabilidad, desarrollo econémico desarrollo aconémico y el papel dolainersionedanies | € inversion extranjera En el area econdmica, Porfirio Diaz buscé atraer inversiones extranjeras, para lo cual ofrecié a los empresarios facilidades y ventajas para hacer negocios en México. La mineria, la electricidad, el petrdleo, la construccién de ferrocarriles, la produccién de hilados y tejidos, y en general las comunicaciones (teléfonos, telégrafos, bancos, puertos) fueron las principales actividades econdémicas de la época, y empresarios de Estados Unidos, Francia, Alemania y Gran Bretafia, invirtieron en ellas. Gracias a las inversiones, tanto extranjeras como nacionales, se reactivé"
México,"Hacia 1884, la inversion extranjera era de 100 millones de pesos y para finales del Porfiriato se elevé 34 veces mas y estaba repartida como se indica en el siguiente cuadro: Inversi6n extranjera en México (porcentaje por pais) Bancos | 18 11.0 18.3 bone =~ E’ 7 Mineria y a | ii - le tom 0% Fuente: Roger D. Hansen, La poiltica del desarrollo mexicano, México, Siglo XX, p. 27, Trabajadores dela Oficina da Telégrafos (ca. 1900)."
México,"Hacia 1884, la inversion extranjera era de 100 millones de pesos y para finales del Porfiriato se elevé 34 veces mas y estaba repartida como se indica en el siguiente cuadro: Inversi6n extranjera en México (porcentaje por pais) Bancos | 18 11.0 18.3 bone =~ E’ 7 Mineria y a | ii - le tom 0% Fuente: Roger D. Hansen, La poiltica del desarrollo mexicano, México, Siglo XX, p. 27, Trabajadores dela Oficina da Telégrafos (ca. 1900)."
México,"COMPRENDO Y APLICO > 1. De acuerdo con la informacién del cuadro de la pagina 91 responde en tu cuaderno. Identifica cuales fueron los sectores donde hubo mayor inversion extranjera. Qué beneficios y qué desventajas piensas que obtuyo México con esa inversion? | Gud ier Es rapos UniDos Il Pepico de Concer Océano Pacifico 20"" Simbologta © copltals © Estacion de tenes -—* Vlas femeas Escala 1: : i, Unies 0 peas 600km. zane — Rrra inemacenal | a ___Honpuras rs m a - aa Red ferroviaria en 1910 Golfo de México Mérida fe Mar Caribe > 2. Observa el"
México,"las carretas y los tranvias tirados por mulas. Puents de Metiac Fetrocartil de Mezico a Veracra, “iustag Beldge nm the HR. trom Mexico to. Veracrux. ME XICO. Si deseas conocer mas sobre este tema, en Explora haz clic en “Porfiriato: vida cotidiana” o constiltalo en el portal HDT. Ferrocarril México-Veracruz. Un dato interesante Un dato interesante Ante los avances en las comunicaciones, A fines del siglo xrx la educacién superior en la ciudad de México se creyé que se estaba prohibida para las mujeres. Pese a ello, habia acabado con el problema del excre- entre 1886 y 1889 se graduaron"
México,"sociales en el pals. El crecimiento econdmico y la industrializacion implica- ron el dominio de unos cuantos. Las ciu- dades fueron el escenario en donde se podian observar con claridad los enormes contrastes entre la riqueza y la pobreza. CONSULTA EN... Si deseas conocer mas sobre este tema, en Explora haz clic en “ Aspectos culturales” 0 constiltalo en el portal HDT. Café de la Concordia (1871), dleo sobre tela, 61 x 47 cm. CONSULTA EN... Si quieres conocer mas acerca de este tema te sugerimos leer: Varios autores, La revolucién a todo vapor, México, sep-Ediciones Tecolote, 1994 (Libros del"
México,"Rincén). Varios autores, Noticias de fin de siglo, México, sEP-Ediciones Tecolote, 1996 (Libros del Rincén). Pista2 PARA DETECTIVES Es el deporte mas popular en nuestro pais; en él sélo se pueden usar los pies para golpear un balén; es de origen inglés y llegé a México durante el Porfiriato."
México,"Rincén). Varios autores, Noticias de fin de siglo, México, sEP-Ediciones Tecolote, 1996 (Libros del Rincén). Pista2 PARA DETECTIVES Es el deporte mas popular en nuestro pais; en él sélo se pueden usar los pies para golpear un balén; es de origen inglés y llegé a México durante el Porfiriato."
México,"PARA OBSERVADORES + En equipos observen las imagenes de este tema e identifiquen en ellas los cambios tecnolégicos. Pregiuntale a tus abuelos u otras personas mayores si recuerdan algunos de esos objetos o los usaban cuando eran nifios. Escribe en tu cuaderno las diferencias que encuentres entre los objetos de aquella época y los actuales y preséntalas frente al grupo. Hacia finales del siglo xrx México vivié una serie 95. La infancia a finales del siglo XIX de adelantos tecnolégicos; éstos se reflejaron también en los juguetes. Por ejemplo, los nifios de esos aiios vivieron la aparicion del ferrocarril; los"
México,"encuentran adentro parapetados y con las _ armas en la mano, dispuestos a defender sus intereses a cualquier precio... Fuente: Tiempo de México, México, sep, 1984. % C4rcel de Cananea, Sonora, 1906. COMPRENDO Y APLICO > 1. Lee el texto anterior y contesta las preguntas en tu ~~ cuaderno: Qué motivé la huelga? ?Quiénes la iniciaron? ¢Cudles eran sus demandas? ¢Consideras que las peticiones eran justas?, por qué? Si fueras el duefio de la empresa, ;qué harias para evitar una huelga? Escribe en tu cuaderno un texto de cinco renglones en el que describas las condiciones de vida de obreros"
México,"encuentran adentro parapetados y con las _ armas en la mano, dispuestos a defender sus intereses a cualquier precio... Fuente: Tiempo de México, México, sep, 1984. % C4rcel de Cananea, Sonora, 1906. COMPRENDO Y APLICO > 1. Lee el texto anterior y contesta las preguntas en tu ~~ cuaderno: Qué motivé la huelga? ?Quiénes la iniciaron? ¢Cudles eran sus demandas? ¢Consideras que las peticiones eran justas?, por qué? Si fueras el duefio de la empresa, ;qué harias para evitar una huelga? Escribe en tu cuaderno un texto de cinco renglones en el que describas las condiciones de vida de obreros"
México,"La Revoluci6n Mexicana La oposicién de Francisco I. Madero, su ideario democratico y el inicio de la Revoluci6n Mexicana Hacia finales del siglo XIX y principios del XX se formaron distintos grupos politicos que exigieron elecciones democraticas. Asimismo, se fundaron periddicos opositores al gobierno, como E/ Hijo del Ahuizote, Excélsior y Regeneracion. En 1908 Porfirio Diaz concedié una entrevista al periodista estaduni- dense James Creelman, en la cual afirmé que no pensaba competir en las siguientes elecciones presidenciales, pues consideraba que México estaba listo para gobernarse democraticamente. Pero en realidad él no tenia la inten- cién de abandonar el poder."
México,"100 Ese mismo afio, Francisco |. Madero publicé su libro La sucesién presi- dencial en 1970, en el cual propuso crear un partido politico que se opusiera alareeleccién de Diaz. Al afio siguiente fundé el Partido Nacional Antirreelec- cionista y se postulé a la presidencia de la Republica. Como candidato, viajo por el pais para dar a conocer sus ideas pollticas, destacando entre ellas su empefio en convertir a México en un pais democratico, gobernado por la ley y donde los distintos grupos sociales vivieran en armonia. Madero obtuvo gran apoyo durante su campafia electoral. Esto alarmé a Diaz, quien"
México,"parte, ni los antiguos porfiristas ni los empresarios extranjeros favorecidos por Diaz velan con buenos ojos al nuevo presidente. En febrero de 1913 un grupo de militares, apoyados por el embajador de Estados Unidos, se rebelaron contra el gobierno en la ciudad de México. Este episodio fue conocido como la “Decena Tragica” porque en los 10 dias que duraron los combates hubo muchos muertos. Madero y el vicepresidente José Marla Pino Suarez fueron asesinados por ordenes del general Victoriano Huerta, quien usurpé la presidencia de México. Ante este hecho Venustiano Carranza, gobernador de Coahuila, elaboré el Plan de Guadalupe, en"
México,"parte, ni los antiguos porfiristas ni los empresarios extranjeros favorecidos por Diaz velan con buenos ojos al nuevo presidente. En febrero de 1913 un grupo de militares, apoyados por el embajador de Estados Unidos, se rebelaron contra el gobierno en la ciudad de México. Este episodio fue conocido como la “Decena Tragica” porque en los 10 dias que duraron los combates hubo muchos muertos. Madero y el vicepresidente José Marla Pino Suarez fueron asesinados por ordenes del general Victoriano Huerta, quien usurpé la presidencia de México. Ante este hecho Venustiano Carranza, gobernador de Coahuila, elaboré el Plan de Guadalupe, en"
México,"el que desconocia a Victo- Cadete Virgilio Uribe (1896-1914). | a) PARA DETECTIVES riano Huerta como presidente y se autonombraba Pais de Europa que influyé culturalmente sobre _ primer jefe del ejército constitucionalista, llamado los grupos adinerados de México durante el asi porque el plan exigia el respeto a la Constitu- Porfiriato en la arquitectura, el uso de perfumes _cién. y la modapara vestir."
México,"102 CONSULTA EN... Si te interesa conocer mas acerca de esta lucha, te recomendamos leer La Revolucién Mexicana, de Susana Sosenski, México, sEP-Nostra, 2009 (Libros del Rincén). La infancia en la Revolucion Muchas veces los nifios de entre 7 y 12 afios desempefiaron diferentes actividades durante la lucha Revolucionaria, aunque algunos participaron en el combate, otros tuvieron tareas como tocar el redoble de tambores, ejecutar la diana mili centinelas tar, eran aguadores, cal Venustiano Carranza fue gobernador de Coahuila durante el gobierno de Madero y a su muerte se convirtié en el principal lider revolucionario. Consideré necesario reformar la Constitucion"
México,"para impulsar de manera mas equitativa la sociedad, el comercio y la industria, y favorecer la educaci6n. Alvaro Obregon apoy6 a Carranza y se sumo al ejército constituciona- lista, pues coincidia con él en la idea de hacer de México un pals préspero y moderno. Cuando Victoriano Huerta usurpo la presidencia, villistas y zapatistas se unieron a Venustiano Carranza para combatirlo. Ante esto, en agosto de 1914 Huerta dejé el pais y Carranza, que habla sido reconocido como jefe por otros caudillos, entré triunfante en la ciudad de México. Al ocupar Carranza la presidencia los revolucionarios se enfrenta- ron, pues"
México,"para impulsar de manera mas equitativa la sociedad, el comercio y la industria, y favorecer la educaci6n. Alvaro Obregon apoy6 a Carranza y se sumo al ejército constituciona- lista, pues coincidia con él en la idea de hacer de México un pals préspero y moderno. Cuando Victoriano Huerta usurpo la presidencia, villistas y zapatistas se unieron a Venustiano Carranza para combatirlo. Ante esto, en agosto de 1914 Huerta dejé el pais y Carranza, que habla sido reconocido como jefe por otros caudillos, entré triunfante en la ciudad de México. Al ocupar Carranza la presidencia los revolucionarios se enfrenta- ron, pues"
México,"propietarios de ellos, a fin de que los pueblos y ciudadanos de México obtengan ejidos, colonias, fundos legales para pueblos o campos de sembradura 0 de labor. »Plan de Ayala, 1911."
México,"de un posible ataque, pero a ratos y para entretenerse entonaban canciones o corridos, que con- taban las hazafias e historias de los personajes o caudillos revolucionarios. Con el tiempo, la cultura de la revolucién paso a formar parte de la cultu- ra nacional, dando lugar a expresiones artisticas como la musica, la pintura, escultura, literatura y el cine. CONSULTA EN... Para saber mas acerca de las canciones de la época te recomendamos: Valdivia Dounce, Maria Luisa, Cancionero mexicano, México, sEP, 1988 (Libros del Rincén). COMPRENDO Y APLICO > 1. Pregunta a un adulto si conoce algiin corrido, imagen, novela"
México,"Temas para reflexionar La influencia de las culturas extranjeras Durante el Porfiriato la cultura y el arte de México recibieron la influencia de otros paises. La mayoria de las comunidades extranjeras establecidas en el pais (espafiolas, alemanas, francesas, inglesas y estadunidenses), aportaron algunas de sus costumbres, modas, conocimientos técnicos, laborales, culi- narios y creencias religiosas, que adoptaron principalmente los empresarios y los grupos adinerados. Las familias de la aristocracia mexicana acostumbraban mandar a sus hijos a estudiar al extranjero, quienes en su mayorla regresaban como médi- cos, abogados, escritores o pintores y traian nuevos conocimientos, modas e influencias artisticas. La"
México,"espectaculo teatral. PARA DETECTIVES > Las pistas del bloque te permitieron conocer qué deportes se introdujeron en México durante el Porfiriato, y viste que la cultura francesa influy6é en algunos grupos de la sociedad mexicana. Con la informacién de este tema elabora un folleto en el que ilustres algunos de los aportes culturales de otros paises durante el Porfiriato en nuestro pais. Porfirio Diaz en una visita a una escuela de artes y oficios, st po"
México,"112. Integro lo aprendido Lee cada oraci6n y coloca en el paréntesis una P si la oracién corresponde al Porfiriato, y una R sise refiere a la revolucién armada. > 1. Esas décadas se caracterizaron por la reeleccién constante del mismo presidente (__). > 2. Se proclama a la nacién como duefia de sus recursos naturales (_). — 3. Actividades econémicas como la mineria, la construccion de ferrocarriles y la extraccién de petréleo eran desarrolladas por inversionistas extranjeros( }. > 4. Emiliano Zapata elabora el Plan de Ayala(__). > 5, Durante este periodo se introdujeron a México el tranvia, el"
México,"pueblo puso a su disposicién para la defensa de sus intereses, el fraude electoral mas escandaloso que registra la historia de México. Elige la opcién aug scoatenes al personaje que + 6. En esta etapa ocurrié la Decena Tragica( _). > 7.Se proclama el Plan de Guadalupe, al que Alvaro Obregon (__). > 8. En este periodo las huelgas de trabajadores ~~ fueron duramente reprimidas (_ ). > 9. Unos cuantos mexicanos y extranjeros eran ~~ duefios de las tierras y las fabricas ( ) > 10. Se da el enfrentamiento entre Venustiano Carranza y las facciones villistas y zapatistas(__)."
México,"> 11. En estos afios México recibié influencias culturales de otros paises, como su forma de vestir y los deportes que practicaban( ), > 3. Maximos representantes de los intereses campesinos durante la Revolucién Mexicana. a) Francisco I. Madero y Pascual Orozco. 6) Emiliano Zapata y Francisco Villa. c) Venustiano Carranza y Alvaro Obregén. > 4. Son los articulos que contienen las principales garantias establecidas en la Constitucién Politica de México. a) 1°, 3° y 123°. b) 3°, 27° y 84°. o) 3°, 27° y 123°. > 5. Fue el pais que tuyo mas influencia cultural ~~ sobre los grupos"
México,adinerados de México durante el Porfiriato. a) Francia. b) Inglaterra c) Estados Unidos
México,"Autoevaluacién > > Es tiempo de que evaliies lo que has aprendido en este bloque. Lee cada -enunciado y marca con una palomita () el nivel que hayas podido lograr. Necesito Lo hago con ayuda para hacerlo facilidad Ubico en una linea del tiempo los principales a! f en un mapa de México las zonas de influencia de los principales caudillos revolucionarios - Identifico las causas que consolidaron la dictadura de Porfirio Diaz y algunos de sus aspectos culturales, ee Ney mica de la Revoluci6n Mexicana co las propuestas de los diferentes caudillos Sélo cuando Lo hago | Lo intento"
Estados Unidos,"1875 1877 Resto del Se Inventa el fondégrafo en Estados Unidos Ferrocarrll Aine Luls Pasteur ~ desarrolla en Francia la vacuna contra la rabla 1885 mundo 1885 1890 Se Inicla la explotaci6n — petrolera por la Mexican Petroleum Company 1891 Slpubscacion pertodica ns bandidos de Rio Frio, de Manuel Payno, de 1889 a 1891. Llegael cine » a México | 1896 Invencién » de la radio _ 1896 -# Inauguracl6n » i de la Torre Eiffel 1889 CINEMATOGAAPAELUMIERE Se Inventa el » cinematografo por los hermanos Lumiére 1893"
Estados Unidos,"E! primer periodo presidencial de Diaz duré hasta 1880; el general Manuel Gonzalez, quien lo sustituy6 en el cargo, era su amigo cercano. Duran- te su gobierno continué la reorganizacion del pais: se construyeron vias férreas, se cred e| Banco Nacional de México y ademas, se reabrié el Cole- gio Militar. También se firmé el Tratado de Limites con Guatemala, se establecié la primera fabrica de armas en el pals y se fortalecieron las relaciones diplomaticas con Estados Unidos y Europa. En 1884 el general Diaz volvio a ocupar la presidencia. Las acciones que emprendié le per- mitieron fortalecer su"
Estados Unidos,"90 El Porfiriato Aqui aprenderés aveconessrell|) Estabilidad, desarrollo econémico desarrollo aconémico y el papel dolainersionedanies | € inversion extranjera En el area econdmica, Porfirio Diaz buscé atraer inversiones extranjeras, para lo cual ofrecié a los empresarios facilidades y ventajas para hacer negocios en México. La mineria, la electricidad, el petrdleo, la construccién de ferrocarriles, la produccién de hilados y tejidos, y en general las comunicaciones (teléfonos, telégrafos, bancos, puertos) fueron las principales actividades econdémicas de la época, y empresarios de Estados Unidos, Francia, Alemania y Gran Bretafia, invirtieron en ellas. Gracias a las inversiones, tanto extranjeras como nacionales, se reactivé"
Estados Unidos,"parte, ni los antiguos porfiristas ni los empresarios extranjeros favorecidos por Diaz velan con buenos ojos al nuevo presidente. En febrero de 1913 un grupo de militares, apoyados por el embajador de Estados Unidos, se rebelaron contra el gobierno en la ciudad de México. Este episodio fue conocido como la “Decena Tragica” porque en los 10 dias que duraron los combates hubo muchos muertos. Madero y el vicepresidente José Marla Pino Suarez fueron asesinados por ordenes del general Victoriano Huerta, quien usurpé la presidencia de México. Ante este hecho Venustiano Carranza, gobernador de Coahuila, elaboré el Plan de Guadalupe, en"
Estados Unidos,adinerados de México durante el Porfiriato. a) Francia. b) Inglaterra c) Estados Unidos
Ferrocarril,"1875 1877 Resto del Se Inventa el fondégrafo en Estados Unidos Ferrocarrll Aine Luls Pasteur ~ desarrolla en Francia la vacuna contra la rabla 1885 mundo 1885 1890 Se Inicla la explotaci6n — petrolera por la Mexican Petroleum Company 1891 Slpubscacion pertodica ns bandidos de Rio Frio, de Manuel Payno, de 1889 a 1891. Llegael cine » a México | 1896 Invencién » de la radio _ 1896 -# Inauguracl6n » i de la Torre Eiffel 1889 CINEMATOGAAPAELUMIERE Se Inventa el » cinematografo por los hermanos Lumiére 1893"
Aine Luls Pasteur,"1875 1877 Resto del Se Inventa el fondégrafo en Estados Unidos Ferrocarrll Aine Luls Pasteur ~ desarrolla en Francia la vacuna contra la rabla 1885 mundo 1885 1890 Se Inicla la explotaci6n — petrolera por la Mexican Petroleum Company 1891 Slpubscacion pertodica ns bandidos de Rio Frio, de Manuel Payno, de 1889 a 1891. Llegael cine » a México | 1896 Invencién » de la radio _ 1896 -# Inauguracl6n » i de la Torre Eiffel 1889 CINEMATOGAAPAELUMIERE Se Inventa el » cinematografo por los hermanos Lumiére 1893"
Francia,"1875 1877 Resto del Se Inventa el fondégrafo en Estados Unidos Ferrocarrll Aine Luls Pasteur ~ desarrolla en Francia la vacuna contra la rabla 1885 mundo 1885 1890 Se Inicla la explotaci6n — petrolera por la Mexican Petroleum Company 1891 Slpubscacion pertodica ns bandidos de Rio Frio, de Manuel Payno, de 1889 a 1891. Llegael cine » a México | 1896 Invencién » de la radio _ 1896 -# Inauguracl6n » i de la Torre Eiffel 1889 CINEMATOGAAPAELUMIERE Se Inventa el » cinematografo por los hermanos Lumiére 1893"
Francia,"90 El Porfiriato Aqui aprenderés aveconessrell|) Estabilidad, desarrollo econémico desarrollo aconémico y el papel dolainersionedanies | € inversion extranjera En el area econdmica, Porfirio Diaz buscé atraer inversiones extranjeras, para lo cual ofrecié a los empresarios facilidades y ventajas para hacer negocios en México. La mineria, la electricidad, el petrdleo, la construccién de ferrocarriles, la produccién de hilados y tejidos, y en general las comunicaciones (teléfonos, telégrafos, bancos, puertos) fueron las principales actividades econdémicas de la época, y empresarios de Estados Unidos, Francia, Alemania y Gran Bretafia, invirtieron en ellas. Gracias a las inversiones, tanto extranjeras como nacionales, se reactivé"
