Entidad,Contexto
México,"BLOQUE Il @ CUANDO Y DONDE PASO 1. Observa la linea del tiempo y responde. ™ ~Cuantas décadas duré el Porfiriato? ® ~Cuanto tiempo goberné Francisco |. Madero? @ Identifica en qué siglos se desarrollaron los siguientes hechos histéricos. ~ Construcci6n del ferrocarril México-Ciudad Juarez. - Francisco |. Madero es elegido presidente de México. - Promulgacién de la Constitucién de 1917. - Inicio de la explotacién del petrdleo. 2. Observa el mapa histdrico para responder las siguientes pre- guntas. ®@ En qué regiones o entidades hubo influencia de los caudi- llos Alvaro Obreg6n, Francisco Villa, Pablo Gonzalez y Emi- liano"
México,"in Mexicana, 1910-1920 Revolu —}{0 Ciudad Juérez, = “Tatado 1911 Estapos Unipos 2S Casas Golfo de México al Cancet 23°27) Océano Pacifico 310% 1912 popica de Simbologia 4 Querétaro, Campatias dal jército Consttuconalsta 4 Constitucion 1917 Campari del Ejército del Noroeste Dr dhrare obregen Veracruz, exillo de [Ey teats de Deis det Norte Francisco Vila ‘México, Decena Tragica: muefen © Portirio Diaz, 1911 Camparia del Fjército del Noreste. | Madero y Pino Suarez, 1913 [rable Goncdlez 1912 f= Camparia del Ejército Libertador del Sur ‘Chinameca, Morelos ‘ong, S DB tmmttano Zapata muere Zapata, 1919 Ai a eaten 1920 a ><"
México,"el crecimiento econdémico. En los siguientes afiios, Diaz se reeligié cinco veces consecutivas. Su gobierno se convirtié en una dictadura porque eliminé las libertades po- liticas, censuré a la prensa, reprimié las protestas sociales, impidié que se llevaran a cabo elecciones libres, e impuso a los gobernadores de los estados; ademis, las instituciones de justicia y el Poder Legislativo obedecian sus drdenes. Esta etapa de la historia de México se conoce como Porfiriato. CAC A NA Hi) | Caricatura publicada en El Hijo de! Ahuizote, titulada “Una ofrenda a Porfiriopoxtli”."
México,"COMPRENDO Y APLICO Observa las caricaturas de las paginas 84 y 85 y res- ponde en tu cuaderno las siguientes preguntas. @ Enla caricatura de la pagina 84, 4a quién estan coro- nando? £A qué se refiere la frase “A rey muerto, princi- pe coronado”? ,Quién es el rey que muri6? @ En la ccaricatura de la pagi- na 85, gpor qué crees que México fue representado como una torre de Babel? éPor qué en la cima de la torre dice “Tuxtepec y Rio Blanco”? {Qué grupos so- ciales identificas? @ En la caricatura titulada “Una ofrenda a Porfiriopoxtl”, équé"
México,"idea de Porfirio Diaz ofrece la imagen? ,Qué palabras se incluyen en la caricatura? ~A quién estan sacrificando? Por qué? @ En qué aspectos de las tres caricaturas se puede observar la burla o satira al gobierno de Porfirio Diaz? ~Cual es el mensaje que se quiere transmitir a tra- vés de las caricaturas? Caricatura publicada en La Orquesta, que representa a México como una torre de Babel. Torre de Babel. Seguin la Biblia, fue una edificacion que empezaron aconstruir los babilonios con el propésito de llegar al cielo; se dice que Dios castigo el orgullo y la soberbia del"
México,"BLOQUE Ill EI Porfiriato Estabilidad, desarrollo econémico e inversién extranjera En el area econdmica, Porfirio Diaz buscé atraer inversiones extran- jeras, para lo cual ofrecié a los empresarios facilidades y ventajas para hacer negocios en México. La mineria, la electricidad, el petrdleo, la construccién de ferro- carriles, la produccién de hilados y tejidos, las actividades bancarias y en general las comunicaciones (teléfonos, telégrafos y puertos) fueron las principales actividades econédmicas de la época, que atrajeron inversiones de empresarios de Estados Unidos, Francia, Alemania e Inglaterra. Gracias a las inversiones, tanto extranjeras como nacionales, se reactivo el comercio, se estimulé el"
México,"BLOQUE Il ey COMPRENDO Y APLICO A partir de los datos presentados en la tabla anterior, elabora una grafica en tu cuaderno en la que ordenes los porcentajes del ma- yor al menor. 1. Contesta las siguientes preguntas. ™ ~Cuales fueron los paises que invirtieron mas en México? ™ ~Qué beneficios y qué desventajas piensas que obtuvo México con esa inversi6n? 2. Observa el mapa de esta pagina. ~Cudles fueron los estados donde se construyeron mas vias férreas?, {por qué? 3. Consulta el mapa de vias férreas que se encuentra en la pagina 41 del Atlas de México y compara"
México,"BLOQUE Il ey COMPRENDO Y APLICO A partir de los datos presentados en la tabla anterior, elabora una grafica en tu cuaderno en la que ordenes los porcentajes del ma- yor al menor. 1. Contesta las siguientes preguntas. ™ ~Cuales fueron los paises que invirtieron mas en México? ™ ~Qué beneficios y qué desventajas piensas que obtuvo México con esa inversi6n? 2. Observa el mapa de esta pagina. ~Cudles fueron los estados donde se construyeron mas vias férreas?, {por qué? 3. Consulta el mapa de vias férreas que se encuentra en la pagina 41 del Atlas de México y compara"
México,"BLOQUE Ill Entra al portal Primaria Tic: <http://basica.primariatic. sep.gob.mx>. En la pestafia Busca, anota ¥ Escena de la primera pelicula filmada en México (E/ presidente de la Republica paseando a caballo en el Bosque de Chapultepec, 1896) por los representantes de los Lumiére, Claude Ferdinand Bon Bernard y Gabriel Veyre. espacios de diversion y esparcimiento a la sociedad; la camara fo- tografica representé un medio para perpetuar escenas cotidianas y personajes de la época, y los teléfonos se volvieron el contacto entre los comercios y las familias adineradas que tenian acceso a este me- dio de comunicacién. Sin embargo, la"
México,"Esta situacién provocé el descontento de gran parte de la pobla- cién rural mexicana y dio pie a levantamientos campesinos en los actuales territorios de Veracruz, Hidalgo, México, Chihuahua, San Luis Potosi, Nayarit, Sonora, Guerrero, Oaxaca, Chiapas, Yucatan y Ciudad de México, los cuales fueron reprimidos con violencia. Unos cuantos mexicanos y algunos extranjeros eran los duefos de Ja tierra y las fabricas. En cambio, la mayoria de la poblacién Damas en la platea de un hipédromo. no poseia siquiera una parcela para sembrar, ni podia trabajar de forma independiente a causa de la falta de recursos, por lo que"
México,"de las oficinas de la empresa. Los norteamericanos se encuentran adentro parapetados y con las armas en la mano, dispuestos a de- fender sus intereses a cualquier precio... Fuente: Tiempo de México, México, Sep, 1984. Parapetado. Resguardado u oculto tras una barrera ela- ' borada con cualquier material SESE SUTIN GT LED con la intenci6n de evitar al- ® {Quiénes la iniciaron? ~Cudles eran sus demandas? gun dafio. ® <Consideras que las peticiones eran justas? Por qué? ®@ Si fueras el duefio de la empresa, {qué harias para evitar una huelga? PARA SABER MAS 2. Escribe en tu cuaderno un"
México,"en 1885, El Demécrata en 1893, Regeneracién en 1900 y Excélsior en 1917. En 1908, Porfirio Diaz concedié una entrevista al periodista es- tadounidense James Creelman, en la cual afirmé que no pensaba competir en las siguientes elecciones presidenciales, pues conside- raba que México estaba listo para gobernarse democraticamente. Pero en realidad Diaz no tenia la intencién de abandonar el poder. A fines de 1908, Francisco I. Madero publicé el libro La sucesién presidencial en 1910, en el cual propuso crear un partido politico que se opusiera a la reeleccién de Diaz. Al aiio siguiente, fund el Partido Nacional Antirreeleccionista"
México,"que lo postulé a la presidencia de la Republica. Como candidato, viajé por el pais para dar a cono- cer sus ideas politicas, destacando entre ellas su empeiio en convertir a México en un pais democratico, gobernado por la ley y donde los distintos grupos sociales vivieran en armonia. Madero obtuvo gran apoyo durante su campaiia electoral. Esto alarmé a Diaz, quien ordené encarcelarlo bajo el cargo de suble- var a la poblacién y de ultrajar a las autoridades. De este modo, las Periédico dirigido por los hermanos Flores Magon. a COMPRENDO Y APLICO 1. Lee el fragmento del libro"
México,"La sucesidn presidencial en 1910, es- crito por Francisco |. Madero, publicado en diciembre de 1908, y contesta las siguientes preguntas en tu cuaderno. “Sobre todo, hay que tener presente que cualquier ventaja, cualquier concesi6n, cualquier conquista obtenida por las practicas democraticas, sera una cosa duradera, mientras que un triunfo, por importante que sea, obtenido con las armas, no hara sino agravar nuestra situaci6n interior”. ® ~Cuales son las “practicas democraticas” a las que Madero se referia? ® {Qué importancia tienen para México en la actualidad? 2. Revisen en grupo las respuestas y lleguen a una conclusi6n."
México,"BLOQUE Ill Algunos de sus partidarios esperaban respuestas inmediatas a las demandas sociales, y al no obtenerlas se alzaron en armas nueva- mente, como fue el caso de Emiliano Zapata. Por otra parte, ni los antiguos porfiristas ni los empresarios extranjeros favorecidos por Diaz veian con buenos ojos al nuevo presidente. En febrero de 1913, un grupo de militares, apoyado por el emba- jador de Estados Unidos, se rebelé contra el gobierno en la ciudad de México. Este episodio fue conocido como la Decena Tragica, porque en los diez dias que duraron los combates hubo muchos muertos. Madero y el"
México,"mulg6 una nueva constitucién para impulsar la industria y favorecer la educacién. Alvaro Obregén apoyé a Carranza y se sumé al Ejército Constitucionalista, pues coincidia con él en la idea de hacer de México un pais prospero y moderno. El general Francisco Villa (1878-1923) y su escolta. salt BT)"" Pa General Emiliano Zapata (1879-1919). Caudillo. Lider que por sus cualidades personales es re- conocido como jefe politico y militar. A cambio del apoyo y lealtad de sus seguidores, los caudillos realizaban acciones para satisfacer sus demandas. i DATO g INTERESANTE El ferrocarril fue un medio de transporte muy utilizado du-"
México,"BLOQUE Ill Cuando Victoriano Huerta usurpé la presi- dencia, Venustiano Carranza lo desconocié y se levanté en armas. Lo mismo hicieron los ejérci- tos de Obregon, Villa y Zapata. Ademas Estados Unidos se negé a reconocer su gobierno. Ante esto, en agosto de 1914, Huerta dejé el pais y Carranza entré triunfante a la ciudad de México. Carranza ocupé de manera interina la presiden- cia, pero se enfrenté con muchos revolucionarios, entre ellos Zapata y Villa, quienes no estuvieron de acuerdo con él porque pensaban que no se identi- sts ficaba con los intereses del campesinado. Los jefes ow y"
México,"por estar mo- nopolizados en unas cuantas manos las tierras, montes y aguas; por esta causa se expropiaran [...] a los poderosos propietarios de ellos, a fin de que los pueblos y ciudadanos de México obtengan ejidos, colonias, fundos legales para pueblos 0 campos de sembradura o de labor. Manuscrito original del Plan de Ayala, 1911. Ley General Agraria, mayo de 1915 ii UN DATO (4) INTERESANTE prosperidad de la Republica la existencia de las gran- Durante la Revoluci6n Mexicana, al- Articulo 1°. Se considera incompatible con la paz y la gunos de los enfrentamientos tam- bién ocurrieron en el"
México,"en espera de un posible ataque, pero a ratos y para entretenerse entonaban canciones o corridos, que 7 ‘a : Pregunta a tu profesor por contaban las hazafias e historias de los personajes o caudillos al libro'de la Biblioteca revolucionarios. Escolar: Cien corridos. Alma de la cancién mexicana. 7 . . : a (Antologia), México, SEP, nacional, influyendo en expresiones artisticas como la musica, la 2003 (Libros del Rincén). pintura, la escultura, la literatura y el cine. Con el tiempo, la Revolucién pasé a formar parte de la cultura “La maestra rural”, detalle del mural Construccién de un nuevo mundo,"
México,"yo muero en campafia y mi cadaver en la sierra va a quedar; Adelita por Dios te lo ruego, Fuente: Mario Arturo Ramos, Cien corridos. Alma de la cancion mexicana. (Antologia), México, Ssep-Océano, 2003 (Libros del Rincén), p. 87. que por tus ojos me vayas a llorar."
México,"Temas para analizar y reflexionar La influencia extranjera en la moda y el deporte Durante el Porfiriato, la cultura y el arte de México recibieron la in- fluencia de otros paises. La mayoria de las comunidades extranjeras establecidas en el pais (espafiola, alemana, francesa, inglesa y esta- dounidense) aportaron algunas de sus costumbres, modas, cono- cimientos técnicos, laborales, culinarios y creencias religiosas, que adoptaron principalmente los empresarios y los grupos adinerados. Las familias de la aristocracia mexicana acostumbraban mandar a sus hijos a estudiar al extranjero, quienes en su mayoria regresa- ban como médicos, abogados, escritores o pintores y traian"
México,"nuevos conocimientos, modas e influencias artisticas. Publico en las tribunas del Hipédromo de la Condesa, en la ciudad de México."
México,"BLOQUE Ill Ciclistas del Club Centenario, en la ciudad de México. ~ INVESTIGO Y VALORO Observa la imagen de la pagina 105 detenida- mente y lee los fragmentos que describen algunos aspectos de la vida cotidiana en esa época. Des- pués, contesta lo que se te pide. 1. De acuerdo con la imagen: @ ~C6mo era la vestimenta de las mujeres? ~De qué pais proviene? gPor qué? . De acuerdo con los textos: ga» @ ~Qué tipo de establecimientos comerciales se mencionan? éQué tipo de personas podian adquirir esos articulos? ~Qué paises influyeron en la moda nacional? éPor qué copiar"
México,"contaban con campos de golf, canchas de tenis, y salas para teatro, bailes y conciertos. La influencia francesa también fue notoria en la vida cotidiana de la sociedad mexicana de la época; se observé en las costumbres urbanas, como en cafés, restaurantes, moda, diversiones, funciones de dpera y ballet, y conciertos y bailes e incluso, en la literatura. También esa influencia esta presente en cons- trucciones, como el Palacio de Bellas Artes y el edi- ficio de Correos en la ciudad de México; el teatro Juarez, en Guanajuato; La Paz, en San Luis Potosi; el teatro Manuel Doblado, en Le6n;"
México,"Express Pues pronto no lo vera Con su pantalén, fachosas Parado, pues, dirigente Hablandonos en inglés Tra el auto... jja, ja, ja! Iran contestando “yes” Impreso en Casa Antonio Vanegas Arroyo, México, 1912. La quincalleria es la especialidad de los alema- nes: ocupa junto con las tiendas de cristaleria y vidrieria, las calles dela Palma y del Refugio. Los sombreros franceses y alemanes se en- cuentran en el Portal de las Flores y el Portal de Mercaderes. Los modistas y los sastres, franceses casi todos, han escogido las calles de San Francisco, la Profesa y Espiritu Santo; los americanos tienen"
México,"media docena de bancos y una yeintena de tiendas de venta al por menor. Augusto Génin, “Apuntes de México”, México, Imprenta Lacaud, 1908-1910. Los grandes establecimientos Algunos de los establecimientos franceses de México, como El Palacio de Hierro, El Puerto de Veracruz, La Ciudad de Londres, El] Puerto de Liverpool, La Francia Maritima, y muchos otros. Augusto Génin, “Apuntes de México”, México, Imprenta Lacaud, 1908-1910. Tecawcay Veantontnan EnpOsiCley 2 t150 ULTMAS SOFEDADES, aka sunTiDD. PAECION =I WHAT Anuncio del almacén El Palacio de Hierro, 1905."
México,"media docena de bancos y una yeintena de tiendas de venta al por menor. Augusto Génin, “Apuntes de México”, México, Imprenta Lacaud, 1908-1910. Los grandes establecimientos Algunos de los establecimientos franceses de México, como El Palacio de Hierro, El Puerto de Veracruz, La Ciudad de Londres, El] Puerto de Liverpool, La Francia Maritima, y muchos otros. Augusto Génin, “Apuntes de México”, México, Imprenta Lacaud, 1908-1910. Tecawcay Veantontnan EnpOsiCley 2 t150 ULTMAS SOFEDADES, aka sunTiDD. PAECION =I WHAT Anuncio del almacén El Palacio de Hierro, 1905."
México,"media docena de bancos y una yeintena de tiendas de venta al por menor. Augusto Génin, “Apuntes de México”, México, Imprenta Lacaud, 1908-1910. Los grandes establecimientos Algunos de los establecimientos franceses de México, como El Palacio de Hierro, El Puerto de Veracruz, La Ciudad de Londres, El] Puerto de Liverpool, La Francia Maritima, y muchos otros. Augusto Génin, “Apuntes de México”, México, Imprenta Lacaud, 1908-1910. Tecawcay Veantontnan EnpOsiCley 2 t150 ULTMAS SOFEDADES, aka sunTiDD. PAECION =I WHAT Anuncio del almacén El Palacio de Hierro, 1905."
México,"de Guadalupe, al que se sumaron Francisco Villa y Alvaro Obregon. (_) Eneste periodo las huelgas de trabajadores fueron duramente reprimidas. (_) Seenfrentaron Venustiano Carranza y las facciones villista y zapatista. (_) Enestos afios México recibié influencias culturales de otros paises, como su forma de vestir y los deportes que practicaban. Subraya la opcion correcta. 2. Transformaciones tecnolégicas que cam- biaron la vida cotidiana de la sociedad durante el Porfiriato. a) Cinematdégrafo, automévil y teléfono. b) Diligencias, carretas, tranvias tirados por mulas. c) Modos de vestir, mineria y textiles. Lee el fragmento del siguiente plan revolucionario: “Se desconoce al actual"
Porfirio Díaz,"Para mantener el orden, Porfirio Diaz establecié un gobierno autoritario: reprimié duramente a quienes no estaban de acuerdo con él, limité la libertad de expresién y se mantuvo en la presidencia por mas de 30 afios, negandose a efectuar elecciones libres. En este bloque estudiaras las caracteristicas de ese gobierno y el estallido de la Revolucién Mexicana, la cual condujo a la redaccién de una nueva constitucién que planted soluciones a muchos de los problemas del pais. e D g PARA INICIAR Observa con atencion la imagen que ilustra la entrada del bloque Ill y contesta las siguientes preguntas. @"
Porfirio Díaz,"Porfirio Diaz (1830-1915), José Cusachs."
Porfirio Díaz,"Zapata? ® ~Do6nde ocurrieron los siguientes hechos histéricos? - Muerte de Zapata - La Decena Tragica ~ Muerte de Carranza @ ~En qué estados hubo brotes revolucionarios? @ ~De qué entidad partié Porfirio Diaz rumbo a Francia? Se inicialaexplotacién 1875 1880 1885 1890 1895 Presidencia de Porfirio Diaz, dictadura (1884-1911)"
Porfirio Díaz,"BLOQUE Ill Las diferencias politicas entre los liberales y la consolidacion de la dictadura de Porfirio Diaz Como recordaras, durante la primera mitad del siglo x1x hubo varios conflictos entre liberales y conservadores. Entre los liberales que derrotaron al ejército francés también sur- gieron diferencias. Asi, se formaron dos grupos: los civi- les que acompajfiaron a Benito Juarez desde la guerra de Reforma, y los militares que adquirieron prestigio durante la Intervencién francesa y eran encabezados por Porfirio Diaz. Estos ultimos eran mas jovenes y tuvieron una vi- sién distinta sobre cémo aplicar las reformas liberales. Por ejemplo, buscaban mejorar"
Porfirio Díaz,"la relacién con la Iglesia e impulsaron la reorganizacién de la economia nacional y las instituciones de gobierno. Con el triunfo de la Republica, en 1867, Juarez volvié a ser elegido presidente por un periodo de cuatro aiios; con ello se prolongé el mandato que ejercia desde 1858. En 1871, Judrez se postulé de nuevo para la presidencia; sus contendientes fueron Benito Juarez (1806-1872). Sebastian Lerdo de Tejada y Porfirio Diaz. Juarez triunfé en las elec- ciones y como repudio a ese triunfo, Diaz proclamo el Plan de La Noria, en el que exigia la no reeleccién y hacia un"
Porfirio Díaz,"y el respeto a los derechos civiles. Terminado su periodo, Lerdo buscé reelegirse, lo cual provocé la inconformidad del Congreso y de Porfirio Diaz. Este volvié a le- vantarse en armas, y se puso al frente del Plan de Tuxtepec, en el Exilio. Abandonar el pais de que exigia de nueva cuenta la no reeleccién. Diaz recibié un amplio origen, generalmente por cau- sas politicas. Sebastian Lerdo de Tejada (1823-1889). respaldo de gran parte de la poblacién y finalmente Lerdo se vio obligado a renunciar ya exiliarse en Estados Unidos."
Porfirio Díaz,"Porfirio Diaz fue elegido presidente y asumié el cargo en 1877. Los primeros afios de su gobierno fueron de ajustes y busqueda de la paz. Consiguié aliarse con mas grupos y fortalecer su poder mediante la conciliacién; por ejemplo, pacté con los caciques regionales y puso a sus hombres de confianza al mando del ejército. También traté de unificar a los liberales y reconciliar al gobierno con la Iglesia y los conservadores. EI primer periodo presidencial de Diaz duré hasta 1880; el ge- neral Manuel Gonzalez, quien le siguié en el cargo, era su amigo cercano. Durante su gobierno continué"
Porfirio Díaz,"BLOQUE Ill Dictadura. Forma de gobierno caracterizada por el ejercicio del poder sin limite de una sola persona 0 instituci6n. Hey sues’, Lrincpe cororade Caricatura publicada en La Orquesta (1877), titulada “A rey muerto, principe coronado”, con motivo de la toma de posesi6n de Porfirio Diaz como presidente. En 1884, el general Diaz volvié a ocupar la presidencia. Las acciones que emprendié le per- mitieron fortalecer su poder y mantener la estabi- lidad. Conté con el apoyo de politicos, militares, inversionistas, terratenientes y de la clase media, quienes consideraban que debia permanecer en el gobierno para mantener el orden y"
Porfirio Díaz,"en 1885, El Demécrata en 1893, Regeneracién en 1900 y Excélsior en 1917. En 1908, Porfirio Diaz concedié una entrevista al periodista es- tadounidense James Creelman, en la cual afirmé que no pensaba competir en las siguientes elecciones presidenciales, pues conside- raba que México estaba listo para gobernarse democraticamente. Pero en realidad Diaz no tenia la intencién de abandonar el poder. A fines de 1908, Francisco I. Madero publicé el libro La sucesién presidencial en 1910, en el cual propuso crear un partido politico que se opusiera a la reeleccién de Diaz. Al aiio siguiente, fund el Partido Nacional Antirreeleccionista"
Porfirio Díaz,"elecciones se realizaron mientras Madero se hallaba preso. Como se impidié el ejercicio del voto libre, Porfirio Diaz volvié a ganar la presidencia. Madero logré escapar y protesté por esta situacién mediante el Plan de San Luis, el cual convocaba a la poblacién a le- vantarse en armas contra el gobierno. Su llamado encontré respuesta en diversas regiones del pais: en Chihuahua, con Francisco Villa y Pascual Orozco; en Puebla, con los hermanos Aquiles, Maximo y Carmen Serdan, y en Morelos, con Emiliano Zapata. Para principios de 1911, los levantamientos se extendieron exitosamente por diferentes regiones. En mayo, el general"
José Cusachs,"Porfirio Diaz (1830-1915), José Cusachs."
Porfiriato,"BLOQUE Il @ CUANDO Y DONDE PASO 1. Observa la linea del tiempo y responde. ™ ~Cuantas décadas duré el Porfiriato? ® ~Cuanto tiempo goberné Francisco |. Madero? @ Identifica en qué siglos se desarrollaron los siguientes hechos histéricos. ~ Construcci6n del ferrocarril México-Ciudad Juarez. - Francisco |. Madero es elegido presidente de México. - Promulgacién de la Constitucién de 1917. - Inicio de la explotacién del petrdleo. 2. Observa el mapa histdrico para responder las siguientes pre- guntas. ®@ En qué regiones o entidades hubo influencia de los caudi- llos Alvaro Obreg6n, Francisco Villa, Pablo Gonzalez y Emi- liano"
Porfiriato,"el crecimiento econdémico. En los siguientes afiios, Diaz se reeligié cinco veces consecutivas. Su gobierno se convirtié en una dictadura porque eliminé las libertades po- liticas, censuré a la prensa, reprimié las protestas sociales, impidié que se llevaran a cabo elecciones libres, e impuso a los gobernadores de los estados; ademis, las instituciones de justicia y el Poder Legislativo obedecian sus drdenes. Esta etapa de la historia de México se conoce como Porfiriato. CAC A NA Hi) | Caricatura publicada en El Hijo de! Ahuizote, titulada “Una ofrenda a Porfiriopoxtli”."
Porfiriato,"Hacia 1884, la inversién extranjera era de 100 millones de pesos; para finales del Porfiriato se elevé 34 veces mis y estaba repartida como se indica en la siguiente tabla. Paises* Porcentaje de inversion Alemania 1.9% Estados Unidos 38.0% Francia 26.7% Holanda 1.6% Inglaterra 29.1% Otros 2.7% * Paises que invirtieron en , industrias textil, petrolera y minera. Fabrica de hilados de Rio Blanco, Orizaba, Veracruz."
Porfiriato,"las vias férreas actuales con las que habia en el Porfiriato. ;Cuales se conservan? {A qué crees que se deba esto? Red ferroviaria en 1910 25"" BI Mép/e0 ge Concer Océano Pacifico Mar Caribe"
Porfiriato,"sustituyeron las carretas y los tranvias tirados por mulas. Las comunicaciones y otros avances tecnoldgi- cos modificaron la vida de los mexicanos. Con la generacion y el uso de la electricidad se favorecidé una actividad nocturna mas intensa en las ciuda- des. Por ejemplo, el cinematégrafo ofrecié nuevos Ferrocarril de la €poca del Porfiriato en Jalisco. ALEGRE OAOSERUCHOS Del eléetricd tranvia ‘TUVO LUGAR EL DIA CINCO Oe EST YRINUERO EY LA VILLA. Machivima concerrencla Cartel de inauguraci6n del tranvia de la Ciudad de México, elaborado por José Guadalupe Posada."
Porfiriato,"sus derechos. Utilizaron la huelga como recurso para exigir mejores condiciones de trabajo, pero estos movimientos fueron reprimidos por el gobierno porfirista. Entre las huelgas mas importantes destacaron la de los mineros de Cananea, Sonora, en 1906, y la de la fabrica textil de Rio Blanco, Veracruz, en 1907. Hacienda henequenera en la época del Porfiriato."
Porfiriato,"texto breve en el que describas las condiciones de vida de los obreros y los campesinos durante el Porfiriato. Entra al portal Primaria Tic: @ Al terminar, coordinados por su profesor lean algunos textos <http: //basica.primariatic. ante el grupo y comenten sus puntos de vista con respecto a sep.gob.mx>. En la pestafia cuales de esas condiciones de vida atin existen o qué ha cam- Busca, anota Porfiriato: biado. descontento social."
