Entidad,Contexto
México,"todo el pais. y Valle Nacional, Oaxaca, los peones eran practicamente esclayos, por el trato que les daban. Un grupo de historladores publico Méxi- co a través de los siglos; otro grupo escribié México y su evolucion social. Justo Sierra inaugur6 la Universidad Nacional. Los musicos crearon composiciones con hondas raices populares. Hubo grandes no- velistas, poetas, cronistas y cuentistas. En los ultimos afos del gobierno de Diaz un grupo de muchachos briliantes y estudio- sos formaron en la Ciudad de Mexico el Ate- neo de la Juventud, que busco libertad y nuevos caminos para el pensamiento y para la"
México,"y del clima de injusticia que se vivia, el problema més grave fue que no habia oportunidad para que quienes deseaban participar en la politica pudieran hacerlo. Diaz se acercaba a los ochenta afos y era natural pensar que pronto tendria que ser reemplazado. EI dictador no facilito la suce- sion. En 1908, el periodista norteamericano James Creelman lo entrevisto. Diaz le dijo que México ya estaba preparado para tener elec- Clones libres. La noticia llen6é de optimismo a muchos, que comenzaron a organizarse para Participar en las elecciones de 1910, Surgie- ron partidos politicos, y se escribieron libros yarticulos"
México,"que discutian la situacion de! pals. Diaz cambié de opinion y se reeligié de nuevo Pero era ya imposible detener el deseo de cambio. v 1899 v 1900 | WeeatsoLeAcH ney EsTand MEnICAN a ae Promesas Srss2is i ; A “4 7 | periodista norteamericano Ja- ~ mes: Creelman: entrevistd a: Por- i | firio Diaz el 3 dé marzo: de 1908, Diaz justificd su protonga- do gobierno y expresd su desea de aban- donar el poder: El texto que sigue es parte de esa entrevista Es un error suporier que el futuroide la democracia en México ha sido puesto"
México,"ferrocarril ha desempefiado un que el corte ocurtiera en una planta- cién, él propietario, por rio haber toma- do. medidas preventivas, deberia ser colgado en el poste de telégrafo mas cercano, 3 duros, Algunas veces, hasta Ja crueldad. Pero era necesario para la papel importante en Ja paz de México. vida y el progreso de la nacion, Cuando yo llegué a presidente, habia Asi es Porfirio Diaz: sencillo, conciso y inicamente dos lineas pequefias: una leno dela dignidad de su fuerza consciente: que conectaba la capital con Veracruz, ja otra-con Querétaro. Hoy dia tenemos Vv 1906 v 1907 v 1909"
México,"Orfirio Diaz fue presi- dente de México por treinta y un afos. Durante ese tiempo, un pequeno grupo de personas acapar6 el poder; el pueblo no pudo opinar sobre sus problemas ni elegir a sus gobernantes. Mientras tanto, surgid una nueva genera- cion que queria participar en la politica y que no podia hacerlo porque todos los Puestos estaban ya ocupados por hombres mucho mas viejos. Cuando Diaz afirmé que México se en- contraba maduro para la democracia, esos Jovenes creyeron que habia llegado, el mo- mento de participar Uno de ellos fue Francisco |. Madero. Miembro de & una"
México,"Orfirio Diaz fue presi- dente de México por treinta y un afos. Durante ese tiempo, un pequeno grupo de personas acapar6 el poder; el pueblo no pudo opinar sobre sus problemas ni elegir a sus gobernantes. Mientras tanto, surgid una nueva genera- cion que queria participar en la politica y que no podia hacerlo porque todos los Puestos estaban ya ocupados por hombres mucho mas viejos. Cuando Diaz afirmé que México se en- contraba maduro para la democracia, esos Jovenes creyeron que habia llegado, el mo- mento de participar Uno de ellos fue Francisco |. Madero. Miembro de & una"
México,"familia adinerada, habia estudia- do y viajado fuera de México. Sin em- bargo, sabia que muchos mexicanos vivian en la pobreza y estaba preocu- pado por los problemas nacionales. Queria participar en ei gobierno de su pais y decidio entrar en Ia politica. Francisco |. Madero. Madero consideraba que Porfirio Diaz no debe- ria volver a reelegirse Junto con otras personas que pensaban como él, fund6 el Partido An- tirreeleccionista, que lo ianz6 como candi- dato a la presidencia de la Republica. Des- pués viajo por el pais para dar a conocer sus ideas politicas. El Plan de San Luis"
México,"electos Francisco |. Madero como presiden- te, y José Maria Pino Suarez, como vicepre- sidente. Madero asumid la presidencia en no- viembre de 1911 Porfirio Diaz habia dejado México, pero eso no solucionaba los pro- blemas del pais. La riqueza seguia estando concentrada en manos de muy poca gente; continuaban fas injusticias en el campo y también en las cludades. Po emormerommvenste zarse para exigir mejores condiciones de trabajo cuando fuera necesario. Madero quiso vencer todas esas dificul- tades apegandose a Ia ley, aunque ei cam- blo fuera lento. Pero algunos de sus anti- guos partidarios no tenian tanta paciencia."
México,"Zapata se rebeld contra él en Morelos vein- te dias después de que Madero ocupo la presidencia, y Pascual Orozco hizo lo mismo en Chihuahua, a principios de 1912. Francisco Villa du Los campesi- Madero encarg6 las operaciones contra Hegirerhierlaensd nos deseaban que Orozco al general Victoriano Huerta, que en militares. les devolvieran unos meses derroto a los orozquistas. sus tierras, y los ™ obreros mejores } salarios, un tiem- po de trabajo dia- rio mas corto y el derecho a organi- Las compafiias extranjeras instaladas en México no querian perder los privilegios que les habla concedido Porfirio Diaz; asi"
México,"yendo, los Flores Magén fundaron ei Partido Liberal Mexicano, que pronto se ex- tendié por todo México, aunque su dirigen- te principal se mantuvo en el exilio. En enero de 1911 los seguidores de Flo- res Magn levantaron en armas a Baja Cali- fornia y tomaron Tijuana y Mexicali. Made- ro no logré atraerlos a su movimiento, pues Ricardo Flores Magon lo consideraba una falsa revolucién. En marzo de 1918, durante la primera * Guerra Mundial, el haber firmado un ma- nifiesto dirigido a los anarquistas de todo el mundo valié a Ricardo Flores Magén ser condenado a veinte afios"
México,"la Re- volucion se ha extendido en casi todos los estados; muchas naciones, antes amigas de México, se rehiisan a reconocer su gobierno, por ilegal; nuestra moneda se en- cuentra depreciada en el extranjero; nuestro crédi- to en agonia; la prensa de la Republica amordazada, 0 cobardemente vendida al gobierno y ocultando sistematicamente la ver- dad; nuestros campos abandonados; muchos | pueblos arrasados-y, por v19id NOVIEMBRE = Francisco Villa toma Ciudad Juarer ultimo, el hambre y la miseria en todas sus formas, amenazan exten- derse en toda la superficie de nuestra infortunada patria. éA-qué se debe tan triste situa- cién?"
México,"las tropas federales en las batallas de Torreon y de Zacatecas. La Convencién de Aguascalientes El movimiento constitucionalista triunfo. En agosto de 1914, Huerta dej6 el pais y Ca- franza entro en la Ciudad de México. Pero no todos los revolucionarios estaban de Vv 1916 MARIO © Francisco Villa ataca Columbos on tos Estados Unidos © Persocucién de Villa por tropas norteamoricanas acuerdo en que Carranza fuera el tubre de 1914, los = caudillos 0 sus re- Presentantes se reunieron en Aguascalientes, para ponerse de acuerdo, en la Soberana Convencion Re- volucionaria. del Norte. on México"
México,"la entidad en que vives? (Qué héroes o qué personajes se recuerdan? Consulta la Monografia de tu estado. vi9ig La Constitucioén de 1917 A finales de 1916, los revolucionarios se reu- nieron en Querétaro para reformar la Cons- tituclon de 1857 Terminaron por redactar una nueva, pues el México de entonces era muy diferente al de tiempos de Juarez, cuando se hizo la de 1857 La nueva Constitucion se promulg6 el 5 de febrero de 1917 En ella se incluyeron Ideas de todos los grupos revolucionarios. Se ratificaron las libertades y derechos de los ciudadanos, asi como Ios ideales demo-"
México,"EL MOVIMIENTO CONSTITUCIONALISTA El Articulo 3° de- clara que la educacion primaria debe ser obli- gatoria y gratulta Ademiéas, debe ser |ai- ca, ajena a toda doc- trina religiosa, para garantizar la libertad de cultos. El Articulo 27 decia- fa que las riquezas del suelo, subsuelo, aguas y mares de México son de la nacion. Esta pue- de ceder a particulares el derecho de propie- dad de la tierra y de la Venustiano Carranza fue el §expiotacion del sub- primer presidente que = suelo. y puede expro- goberné con la constitucién atin cusnd ide- igus nciualinate sastigns 21125 Cuando conside"
México,"veces ha sido reformada, para adaptaria a las circunstancias, que cambian con el tiempo, pero sus principlos basicos siguen normando Ia vida de México. visi9 ABRIL * Asesinato de Emiliano Lapata Después de su derrota, Villa se refugié on la sierra de Chihuahua. En 1916, cuando el gobierno de los Estados Unidos reconocié al de Carranza, Villa invadié ef territorio estadunidense y atacé el pueblo de Columbus, en Nuevo México. Carranza lo declaré fuera de la ley. Una columna de soldados norteamericanos entré a México para perseguirlo, pero no pudieron encontrarlo, En la foto, Villa posa entre Alvaro Obregén y"
México,"veces ha sido reformada, para adaptaria a las circunstancias, que cambian con el tiempo, pero sus principlos basicos siguen normando Ia vida de México. visi9 ABRIL * Asesinato de Emiliano Lapata Después de su derrota, Villa se refugié on la sierra de Chihuahua. En 1916, cuando el gobierno de los Estados Unidos reconocié al de Carranza, Villa invadié ef territorio estadunidense y atacé el pueblo de Columbus, en Nuevo México. Carranza lo declaré fuera de la ley. Una columna de soldados norteamericanos entré a México para perseguirlo, pero no pudieron encontrarlo, En la foto, Villa posa entre Alvaro Obregén y"
México,"i Integracién de Chiapas, 1824 @ Separaciin de Texas, 1835 mu Tratado de Guadalupe-Hidalgo, 1848 tm Tratado de La Mesilla, 1853 limite de estados am Estados = Territorio am Distrito Federal La separacién do Texas, la guerra con los EUA y la venta de la Mesilla privaron a México de mas de la mitad de su territorio y definieron la actual frontera norte. Por el sur, en 1882 se fijaron los limites con Guatemala en el rio Suchiate, reincorporandose el Soconusco y en 1893, el tratado Mariscal- Spencer establecié el rio Hondo como frontera con Belice, Ei estandarte fue arrebatado"
México,"La Constitucion de 1917 — Limite de estados we Estados am Territorios Distrito Federal México hoy Las fronteras y denominaciones est aes de nuestra actual division politica quedaron establecidas en 1974, con la elevacién de Cay | "" - los territorios de Baja , Galifornia Sur y Quintana Roo a la categoria de estados libres y soberanos. Las dltimas disposiciones respecto a la forma y el uso del escudo nacional, donde se asientan sus caracteristicas actuales, datan de 1984. — Limite de estades om Estados Distrito Federal"
Comercio,"y militar El correo y los telégrafos se extendieron por el territorio nacional. Se fundaron algu- nos bancos, el gobierno puso en orden sus finanzas, comenz6 a cobrar impuestos re- ¥ 1890 gularmente, y llego a pagar las deudas del pais Esto permitio el progreso de a agricultu- ra, el Comercio, la mine- ria y la industria- sobre todo la cervecera fa ta- bacalera, Ja vidriera y la textil. México tuvo un creci- miento economico nun- Ca visto. Pero el desarro- llo favoreci6 desproporcionadamente a los pocos mexicanos y extranjeros que tenian dinero para invertir Extensiones enormes de tierras deshablitadas"
Indi,"fueron compradas por esa poca gente, que se hizo duena de propiedades inmensas (latifundios). La desi- gualdad entre los muy ricos, que eran muy pocos, y los muy pobres, que eran muchisi- mos, se fue haciendo cada vez mayor Los Indigenas fueron despojados de sus tlerras, y casi todos los campesinos tuvie- Fon que trabajar en las haciendas. Estaban mal pagados tenian poca libertad y se velan obligados a gastar lo que ganaban y a pedir fiado en las tlendas de raya, que eran de los patrones. Estas deudas los forzaban a seguir trabajando en la misma hacienda, aunque fueran"
Veracruz,"transporte se hacian cargo Ios arrieros, con sus recuas de mulas. Para ir del centro de México a los Estados Unidos habia que via- Jar por barco, de Veracruz a Houston oa Nueva Orleans. También se llegaba por mar a Yucatan, Durante el Porfiriato, los ferrocarriles y sac : él telégrafo transformaron la vida. Los viajes “ ay 4 resultaron mas rapidos, comodos y seguros; pe=shos eas rom! shy los mensajes llegaron en menos tiempo. : lait SA Logro ampliarse notablemente la educa- clon publica; cada vez mas gente pudo es- tudiar alguna carrera y empezo a surgir en Las"
Veracruz,"creacion artistica. A fines de! Porfiriato se vivia en un clima de represién. De eso dan muestra la torpeza con que se negociaron y la dureza con que se reprimieron las huelgas de Cananea (1906), en Sonora, y de Rio Blanco (1907), en Veracruz, asi como la manera en que se persiguié a los periodistas que criticaban al régimen. Los implacables rurales mantenian a sangre y fuego fa paz en el campo. v 1893 v 1894 v 1895 Vv 1896 v 1898"
Veracruz,"ferrocarril ha desempefiado un que el corte ocurtiera en una planta- cién, él propietario, por rio haber toma- do. medidas preventivas, deberia ser colgado en el poste de telégrafo mas cercano, 3 duros, Algunas veces, hasta Ja crueldad. Pero era necesario para la papel importante en Ja paz de México. vida y el progreso de la nacion, Cuando yo llegué a presidente, habia Asi es Porfirio Diaz: sencillo, conciso y inicamente dos lineas pequefias: una leno dela dignidad de su fuerza consciente: que conectaba la capital con Veracruz, ja otra-con Querétaro. Hoy dia tenemos Vv 1906 v 1907 v 1909"
Veracruz,"* Inawguratién del ® Huelga de * Huciga de Rio * Entrevista * Organizasion Diaz-Croelman Partido * Madera publica te sucesida Hospital General en Cananea. Blanco, Veracruz la Cudad de México © Teoria de la rolatividad Senora * Fundacion dol Antirreeleccionisty Ateneo do la * Andrés Molina Enriquez Juventud propuesta co Alemania & presidencial publica Los greades en 1910 por Albert Einstein blemas nocioncles"
Veracruz,"Primero, a que el pueblo mexi- cano no puede resignarse a tener por presidente de la Republica a Victoria- no Huerta, al soldado que se apo- deré del poder por la traicion y cuyo primer acto al subir a la presidencia fue asesinar | cobardemente al presi- dente y al vicepresidente legalmente ungidos por el voto popular, habiendo | sido el primero de éstos quien lo colmé de ascen- sos, honores y distincio- nes y habiendo sido él a quien Huerta juré publi- ABRIL * Defonsa de MAYO * Triunfo de JUNIO » Villa toma Tacatecas Veracruz Villa en contea"
Veracruz,"se nego a reconocer su gobierno. En lugar de eso envio tropas para ocupar Veracruz. Mientras tanto, los revolucionarios / avanzaban con paso firme Al frente del Ejército del Noroeste, Alvaro Obregon bajé desde Sonora por la costa del Pacifico, sin perder una sola batalla, hasta Guadalajara. NOVIEMBRE © Venustiano Carranta y Alvaro Obregén ocupan te capital"
Veracruz,"de 1914. Se ven sentados Tomas Urbina, Francisco Villa, Emiliano Zapata y Otilio Montaiio. fuglaron en Veracruz. Pero finalmente el talento militar de Obregon se impuso al de Villa y lo derroto en la ciudad de Celaya, en abril de 1915. Carranza y Obregon triunfaron sobre Villa y Zapata por su capacidad militar Pero también porque sabian mejor que sus riva- les lo que significaba la unidad nacional, por encima de los enfrentamientos entre Caudillos. El nacionalismo y el apego a la ley eran para Carranza los valores mas Impor- tantes. AHORA VAS A INVESTIGAR: Como fue la Revolucién en"
Houston,"transporte se hacian cargo Ios arrieros, con sus recuas de mulas. Para ir del centro de México a los Estados Unidos habia que via- Jar por barco, de Veracruz a Houston oa Nueva Orleans. También se llegaba por mar a Yucatan, Durante el Porfiriato, los ferrocarriles y sac : él telégrafo transformaron la vida. Los viajes “ ay 4 resultaron mas rapidos, comodos y seguros; pe=shos eas rom! shy los mensajes llegaron en menos tiempo. : lait SA Logro ampliarse notablemente la educa- clon publica; cada vez mas gente pudo es- tudiar alguna carrera y empezo a surgir en Las"
Nueva Orleans,"transporte se hacian cargo Ios arrieros, con sus recuas de mulas. Para ir del centro de México a los Estados Unidos habia que via- Jar por barco, de Veracruz a Houston oa Nueva Orleans. También se llegaba por mar a Yucatan, Durante el Porfiriato, los ferrocarriles y sac : él telégrafo transformaron la vida. Los viajes “ ay 4 resultaron mas rapidos, comodos y seguros; pe=shos eas rom! shy los mensajes llegaron en menos tiempo. : lait SA Logro ampliarse notablemente la educa- clon publica; cada vez mas gente pudo es- tudiar alguna carrera y empezo a surgir en Las"
Yucatan,"transporte se hacian cargo Ios arrieros, con sus recuas de mulas. Para ir del centro de México a los Estados Unidos habia que via- Jar por barco, de Veracruz a Houston oa Nueva Orleans. También se llegaba por mar a Yucatan, Durante el Porfiriato, los ferrocarriles y sac : él telégrafo transformaron la vida. Los viajes “ ay 4 resultaron mas rapidos, comodos y seguros; pe=shos eas rom! shy los mensajes llegaron en menos tiempo. : lait SA Logro ampliarse notablemente la educa- clon publica; cada vez mas gente pudo es- tudiar alguna carrera y empezo a surgir en Las"
Porfiria,"transporte se hacian cargo Ios arrieros, con sus recuas de mulas. Para ir del centro de México a los Estados Unidos habia que via- Jar por barco, de Veracruz a Houston oa Nueva Orleans. También se llegaba por mar a Yucatan, Durante el Porfiriato, los ferrocarriles y sac : él telégrafo transformaron la vida. Los viajes “ ay 4 resultaron mas rapidos, comodos y seguros; pe=shos eas rom! shy los mensajes llegaron en menos tiempo. : lait SA Logro ampliarse notablemente la educa- clon publica; cada vez mas gente pudo es- tudiar alguna carrera y empezo a surgir en Las"
Porfiria,"creacion artistica. A fines de! Porfiriato se vivia en un clima de represién. De eso dan muestra la torpeza con que se negociaron y la dureza con que se reprimieron las huelgas de Cananea (1906), en Sonora, y de Rio Blanco (1907), en Veracruz, asi como la manera en que se persiguié a los periodistas que criticaban al régimen. Los implacables rurales mantenian a sangre y fuego fa paz en el campo. v 1893 v 1894 v 1895 Vv 1896 v 1898"
More,"plantaciones de catia de Morelos y Guerrero crecieron a costa de las tierras de pequeiios campesinos que se vieron forzados a trabajar como peones. En la peninsula de Yucatan las cludades una clase media de profesio- nistas y buroécratas Mucha mas gente aprendio a leer y esto permitio que apare- cleran nuevos perlddicos, revistas y libros escritos e impresos en México. La paz propicié que avanzaran las clen- Clas, las artes y la técnica. Se fundaron aca- demias, museos y sociedades artisticas y cientificas. Se construyeron teatros, que presentaban compafias europeas y mexica- nas. Pronto el cinematégrafo se extendid por"
More,"excelen- tes; los seguia gente del norte, descontenta por los latifundios ganaderos. En marzo de 1911, Emiliano Zapata encabez6 a los campe- sinos de Morelos, que reciamaban sus dere- chos sobre Ia tierra y el agua. También en otros lugares hubo levantamientos. El ejército de Porfirio Diaz fue derrota- do en seis meses por las fuerzas maderistas y por el descontento general. La batalla de- finitiva fue la toma de Ciudad Juarez, por Orozco y Villa. Diaz renunclo a la presiden- Cla y salié del pais rumbo a Francia, donde murié en 1915. las leyes Pero el éxito de su"
More,"Zapata se rebeld contra él en Morelos vein- te dias después de que Madero ocupo la presidencia, y Pascual Orozco hizo lo mismo en Chihuahua, a principios de 1912. Francisco Villa du Los campesi- Madero encarg6 las operaciones contra Hegirerhierlaensd nos deseaban que Orozco al general Victoriano Huerta, que en militares. les devolvieran unos meses derroto a los orozquistas. sus tierras, y los ™ obreros mejores } salarios, un tiem- po de trabajo dia- rio mas corto y el derecho a organi- Las compafiias extranjeras instaladas en México no querian perder los privilegios que les habla concedido Porfirio Diaz; asi"
More,"¥ ""he Da dia = £ te ME ie Casi tres aiios transcurrieron entre ol desfile por las calles de fa capital de las tropas de la Convencién de Aguascalientes, al mando de Villa y Zapata (izquierda), y el del Ejército Constitucionalista, comandado por el general Alvaro Obregén (derecha). En ese lapso, finalmente triunfé el grupo encabezado por Venustiano Carranza, e! Primer Jefe, quien mas tarde promoveria el Congreso Constituyente de Querétaro y seria el primer presidente que goberné con la Constitucién de 1917. Zapata continuo luchando en Morelos, La Division del Norte, comandada por Francis- co Villa, derroto a"
More,"Morelos, el 10 de abril de 1919. La intensidad de su lucha por entregar la tierra a los campesinos convirtio a Zapata en simbolo de una de las promesas mas importan- tes de la Revolucién. Vv 1917 FEBRERO * Bidia 5, $@ promulga la Constitucién ada vigente ron como presidente interino de la republica a Eulalio Gutié- | fez. Los grupos villistas y za- patistas aceptaron esta deci- sion, pero Carranza no la acato. La Revoluci6n qued6 con- vertida en la lucha entre dos bandos Irreconcillables. ca- francistas, contra villistas y Zapatistas. Al principio pare- ciO que Villa y Zapata"
Guerrero,"plantaciones de catia de Morelos y Guerrero crecieron a costa de las tierras de pequeiios campesinos que se vieron forzados a trabajar como peones. En la peninsula de Yucatan las cludades una clase media de profesio- nistas y buroécratas Mucha mas gente aprendio a leer y esto permitio que apare- cleran nuevos perlddicos, revistas y libros escritos e impresos en México. La paz propicié que avanzaran las clen- Clas, las artes y la técnica. Se fundaron aca- demias, museos y sociedades artisticas y cientificas. Se construyeron teatros, que presentaban compafias europeas y mexica- nas. Pronto el cinematégrafo se extendid por"
Guerrero,"a tropas mexicanas durante la guerra con los Estados Unidos. oy En la constitucién liberal de 1857, el pais queda dividido en 23 estades, el territorio de Baja California y e} Distrito Federal. Guerrero habia sido creado en 1849, Coahuila y Nuevo Leda se fundieron en un solo estado y se le dio tal categoria al territorio de Tlaxcala. El Aguila proviene de la bandera del Batallén de Artilleria Fija de Matamoros, | que peled del lado liberal en la Guerra de Reforma. ‘rwcarat"
Yucatan,"plantaciones de catia de Morelos y Guerrero crecieron a costa de las tierras de pequeiios campesinos que se vieron forzados a trabajar como peones. En la peninsula de Yucatan las cludades una clase media de profesio- nistas y buroécratas Mucha mas gente aprendio a leer y esto permitio que apare- cleran nuevos perlddicos, revistas y libros escritos e impresos en México. La paz propicié que avanzaran las clen- Clas, las artes y la técnica. Se fundaron aca- demias, museos y sociedades artisticas y cientificas. Se construyeron teatros, que presentaban compafias europeas y mexica- nas. Pronto el cinematégrafo se extendid por"
Valle Nacional,"todo el pais. y Valle Nacional, Oaxaca, los peones eran practicamente esclayos, por el trato que les daban. Un grupo de historladores publico Méxi- co a través de los siglos; otro grupo escribié México y su evolucion social. Justo Sierra inaugur6 la Universidad Nacional. Los musicos crearon composiciones con hondas raices populares. Hubo grandes no- velistas, poetas, cronistas y cuentistas. En los ultimos afos del gobierno de Diaz un grupo de muchachos briliantes y estudio- sos formaron en la Ciudad de Mexico el Ate- neo de la Juventud, que busco libertad y nuevos caminos para el pensamiento y para la"
Oaxaca,"todo el pais. y Valle Nacional, Oaxaca, los peones eran practicamente esclayos, por el trato que les daban. Un grupo de historladores publico Méxi- co a través de los siglos; otro grupo escribié México y su evolucion social. Justo Sierra inaugur6 la Universidad Nacional. Los musicos crearon composiciones con hondas raices populares. Hubo grandes no- velistas, poetas, cronistas y cuentistas. En los ultimos afos del gobierno de Diaz un grupo de muchachos briliantes y estudio- sos formaron en la Ciudad de Mexico el Ate- neo de la Juventud, que busco libertad y nuevos caminos para el pensamiento y para la"
