Entidad,Contexto
México,"elios UN grupo de historiadores frealizaron la parte mas impor- publicd México a través de los si- tante de su obra una vez que glos; otro grupo escribié México termin6 fa lucha. y su evolucion social. Justo Sie- fra Inaugur6 la Universidad Na- cional. José Maria Velasco plas- mo en cuadros maravillosos el esplendor del paisaje mexicano; Saturnino Herran pinto una im- presionante serie de cuadros con gente del pueblo y con ale- gorias de la mexicanidad; José Guadalupe Posada logro vigoro- SOs grabados con escenas de Ia vida diaria, ¥ 1882 Porfirio Diaz, 1910, La dictadura porfirista Porfirio Diaz"
México,"elios UN grupo de historiadores frealizaron la parte mas impor- publicd México a través de los si- tante de su obra una vez que glos; otro grupo escribié México termin6 fa lucha. y su evolucion social. Justo Sie- fra Inaugur6 la Universidad Na- cional. José Maria Velasco plas- mo en cuadros maravillosos el esplendor del paisaje mexicano; Saturnino Herran pinto una im- presionante serie de cuadros con gente del pueblo y con ale- gorias de la mexicanidad; José Guadalupe Posada logro vigoro- SOs grabados con escenas de Ia vida diaria, ¥ 1882 Porfirio Diaz, 1910, La dictadura porfirista Porfirio Diaz"
México,"caba a los ochenta anos y era natural pen- v 1884 * ferrocarril Central (mMéxico-Cludad juaret)......... + Porfirio Diaz, presidente de nuevo seereereesEl S1910 XIX @ La consolldacion del Estado mexicano :++++++sseer* sar que pronto tendria que ser reemplaza- do. Pero el dictador no facilito la inevitable sucesion. En 1908, Porfirio Diaz concedio una en- trevista al periodista norteamericano James Creelman, en la cual afirm6 que México ya estaba preparado para tener elecciones Ii- bres. La noticia llend de optimismo a mucha gente, que de inmediato comenzo a organizarse para participar en las eleccio- nes de 1910. Surgieron varios partidos"
México,"seenenceceecccseseseeeosEs SIG1O XIX C63) La consolidacion de} Estado mexicano Extranjerismo y nacionalismo Luis Gonzdlez y Gonzalez a prosperidad porfirica no alcanz6 a la gran mayoria de la poblacién. Los millo- nes de pesos quedaron en poder de una aristocracia poco nu- merosa y vestida de levita, y de una clase media cada vez mas poblada, con medio millén de socios vestidos de chaqueta y pantalén, No lleg6 casi nada de la riqueza de México a la muchedumbre de camisa y calz6n blanco. Por otra parte, el cacareado pro- greso material inicamente fue visi- bie en las ciudades. A éstas se"
México,"la nueva republica fuese sujeto de oré- dito, que nos cobijasen la 6pera, el art nouveau, los-modistos parisienses y los bailes europeos. Junto al vicio del extranjerismo crecen la conciencia y el sentimiento de una América mexicana, Nadie puede poner en duda el arraigado amor a México de Benito Juarez, Se- bastian Lerdo de: Tejada y Porfirio Diaz. Casi sin excepcidn, la élite poli- tica de la era liberal fue profunda- mente patriota, La obra del gobierno bused la consolidacién de una patria, v 1888 * Ferrocarril Nacional (México- Laredo) « Reevieccton de Porfirio Diaz * Manuel Payno publica ta"
México,"la nueva republica fuese sujeto de oré- dito, que nos cobijasen la 6pera, el art nouveau, los-modistos parisienses y los bailes europeos. Junto al vicio del extranjerismo crecen la conciencia y el sentimiento de una América mexicana, Nadie puede poner en duda el arraigado amor a México de Benito Juarez, Se- bastian Lerdo de: Tejada y Porfirio Diaz. Casi sin excepcidn, la élite poli- tica de la era liberal fue profunda- mente patriota, La obra del gobierno bused la consolidacién de una patria, v 1888 * Ferrocarril Nacional (México- Laredo) « Reevieccton de Porfirio Diaz * Manuel Payno publica ta"
México,"sesssensesensenesncrassenssasasssnesessreret sigio xix QD ka consotidacion det etage mexicano sseersseseee Promesas | pertodista norteamericano James Creelman entrevisté a Porfirio Diaz ¢l 3 de marzo de 1908. Diaz expuso las razones de su permanencia en la presi- dencia, los avances de su gobierno y el deseo de abandonar el poder en las siguientes clecciones, cosa que no hizo. El texto que sigue es parte de esa entrevista. Es un error suponer que el futuro de la democracia en México ha sido puesto en peligro por la prolongada permanencia en el poder de un solo presidente —dijo el gobernante en voz baja."
México,"bienvenida a cualquier parti- do oposicionista. Si aparece, lo conside- raré como tina bendicion. Y si lega a hacerse fuerte, no para explotar sino pa- ta gobernar, lo sostendré y aconsejaré, vy me olvidaré de mi mismo en-la yictorio- $a inauguracion de un gobierno comple- tamente democratico en mi pais. El ferrocarril ha desempefiado un pa- pel importante en la paz de México. Cuando yo llegué a presidente, habia uni- camente dos lineas pequefas: una que » Censo del Distrito Federal: 362,594 habitantes * Se pagé ef Gitimo abono de la deuda que habia con los Estados Unidos * Sobre"
México,"usted que éstas cran ordenes militares, Eramos duros. Algunas veces, hasta la crueldad. ‘Pero esto’es necesario para la vida le amigo de los obreros,) Esos al pobre vejan y cian. negreros: y lo despojan y ¢l progreso de la nacion. Si ane aes ‘safia de los lo desp tbo cruéldad, los resultados | y os abuses del capatne! fenstoadan civics paz! la han justificado con creces, a v 1892 v 1895 « Tratado Mariscal-Speacer para fijar t2 fronterz ton Belice « Heriberto Frias publica © Reeleccién Ge Porfirio Diaz ocarril México-Danata ta sovela Toareckic ++o Cinematégrate laventado per Louis y"
México,"3 orfirio Diaz fue presidente de México treinta y un afos, Durante ese tiempo, el poder quedé en manos de un pequefho grupo de personas, encabezadas por Diaz; el pueblo no tuvo oportunidad de opinar sobre sus problemas ni de elegir a sus gobernan- tes. Mientras tanto, habla surgido una nueva generacion de jovenes maestros, médicos, abogados, Ingenieros, agricultores e indus- triales que querian participar en ta vida poli- tica del pais y que no podian hacerlo porque todos los puestos estaban ya ocupados por hombres mucho mas viejos que ellos Cuando, en 1908, Diaz afirmé que México se en-"
México,"3 orfirio Diaz fue presidente de México treinta y un afos, Durante ese tiempo, el poder quedé en manos de un pequefho grupo de personas, encabezadas por Diaz; el pueblo no tuvo oportunidad de opinar sobre sus problemas ni de elegir a sus gobernan- tes. Mientras tanto, habla surgido una nueva generacion de jovenes maestros, médicos, abogados, Ingenieros, agricultores e indus- triales que querian participar en ta vida poli- tica del pais y que no podian hacerlo porque todos los puestos estaban ya ocupados por hombres mucho mas viejos que ellos Cuando, en 1908, Diaz afirmé que México se en-"
México,"contraba maduro para Ia democracia, esos jovenes sintieron que habia llegado €] momento de participar en la politica y se sintieron llenos de entusiasmo. Uno de esos hombres fue Francisco |. Madero. Ha- bia estudiado y viajado fuera de México, pues venia de una familia de hacendados y empresarios, y no tenia difi- cultades econdémicas. Sin embargo, sabia que muchos mexicanos vivian en condi- v 1894 » Ferrocarril dei istmo clones de extrema pobreza y estaba honda- mente preocupado por los problemas nacio- nales. Queria participar en el gobierno de su pals y decidié entrar en la politica. Junto con"
México,"de Flores Mag6n levantaron en armas a Baja California y tomaron Tijuana y Mexicali. Madero iio logré atraerlos a su movimien- to, pues Ricardo Flores Magon lo conside- raba Una “revolucién burguesa* En marzo de 1918, durante la primera Guerra Mundial, el haber firmado un ma- nifiesto dirigido a los anar- quistas de todo el mundo le valié a Ricardo Flores Magén ser condenado a veinte anos de carcel, actsado de violar el Acta de Espionaje. Murié en prisién, en los Estados Unidos. + Ef tine Hega 2 México = Reeleccion de Porfirio Diax"
México,"general Victoriano Huerta, que en unos meses derroto a los orozquistas. Las compafiias extranjeras que estaban instaladas en México no confiaban en Made- ro porque no querian perder los privilegios que les habia concedido Porfirio Diaz; en- tonces empezaron a considerar la conve- niencia de ellminar el estorbo que para ellos representaba Madero. fnventado en Alemania por Ferdinand Zeppetin"
México,"avisar de inmediato lo que su- ¥ 1904 * Reeleccion de Portirio Diaz cedia, coordinar los movi- mientos de las tropas 0 des- pistar a los contrarios. Huerta habia confiado en la ayuda de los Estados Uni- dos, pero en 1913 el presiden- te Woodrow Wilson se nego a reconocer su gobierno. En lu- gar de eso envio tropas para ocupar Veracruz. Esta nueva invasi6n fue rechazada heroi- camente por los habitantes del puerto. Aunque esta inter- vencion, que estaba dirigida contra Huerta, favorecia al Ejército Constitucionallsta, Ca- rranza protesto, El sostenia, con razén, que los problemas de México debian"
México,"sere BI sigio Xx © La Revolucion Mexicana s++++ Campahia del Ejército del Noroeste villa enaeee del epee del Noreste Pa papers cd Elercito Libertador dei Sur Batallas importantes Estados con brotes revolucionarios ides"" = Huelga de Cananea t . Fundacion Ge la Socied: ; ’ Conferencias (2 partir de 1999, Ateneo de ia J ud) * Primera central tn fa Cladad de México"
México,"tropas extranjeras en México provoco situaciones dificiles, pe- ro la serenidad de Carranza, su apego a las vias diplomaticas, evito que ei conflicto creciera. Carranza triunfo sobre Villa y Zapata gracias a su propia capacidad como estra- tega y a la de Alvaro Obregon. Pero también ‘'y Francisco Villa, én \a silla presidencial, el 6 de diciembre de 1914. Se ven sentadios Tomas. Urbina, Francisco Villa, Emiliano Zapata ¥ Otitio Montafio. Archive Casasola. ¥ 1908 v1909 * El periodista James Creelman -: entrevista a Porfirio Diaz = Francisco |. Madero funda el Partido Antiresteccionista * Andrés Molina Enriquez publica Los"
México,"los revolucionarios se reu- nieron en Querétaro para reformar la Cons- tituci6n de 1857. Finalmente decidieron re- dactar una nueva, pues fas circunstancias de México en ese momento eran muy dife- rentes a las que habia en tiempos de Jua- rez, cuando se hizo la de 1857. La nueva Constitucion se promulg6 el 5 de febrero de 1917. En ella se Incorporaron ideas de todos los grupos revolucionarios. Retomo las Iibertades y los derechos de los cludadanos, asi como los ideales demo- craticos y federales de la de 1857. También reconocid los derechos sociales, como el de huelga y de"
México,"organizacion de los trabaja- dores, el derecho a la educacién y el dere- cho de la nacién a regular la propiedad pri- vada de acuerdo con el interés de la comu- nidad. El Articulo 3° declara que la educacion Primaria debe ser obligatoria y gratuita. Ade- mas, debe ser laica, ajena a toda doctrina re- ligiosa, para garantizar la libertad de cultos. El Articulo 27 de esta Constitucién decia- fa que las riquezas del suelo, el subsuelo, las aguas y mares de México son de Ia nacion. Esta puede ceder a particulares el derecho de propiedad de la tierra y"
México,"labores ina- decuadas para su sexo y su edad. También reconoce que los trabajadores tienen dere- cho a formar sindicatos (asociaciones para defenderse) y a hacer huelgas (suspender las labores para presionar a los patrones cuando se presentan conflictos de trabajo). La Constituci6n de 1917 es la que nos rige. Muchas veces ha sido reformada, para adaptaria a las circunstancias, que cambian con el tlempo, pero sus principios basicos siguen normando {a vida de México. €}-22 de enero de 1946. Archivo Casasoia. +E sigio xx ta Revolucion mexicana: Estadista y estratega ve Carranza (1859-1920) co- menzo su carrera politica en"
Juarez,"El 15 de jullo de 1867, la capital de México se visti6 de fiesta para recibir a Juarez, que retornaba victorioso. Con su triunfo se consolidaba la republica, que ha- bia sido amenazada y atacada por el impe- rio de Maximiliano y que la tenacidad del Presidente constitucional y de sus colabo- fadores mas cercanos, asi como /a resisten- Cia del pueblo, habjan iogrado sostener. A los diez afos siguientes, época en que se afianzo el gobierno republicano, se les liama a veces la RepUblica Restaurada aun- que, en realidad, la firmeza ejemplar del go- bierno de Juarez logro que"
Juarez,"El 15 de jullo de 1867, la capital de México se visti6 de fiesta para recibir a Juarez, que retornaba victorioso. Con su triunfo se consolidaba la republica, que ha- bia sido amenazada y atacada por el impe- rio de Maximiliano y que la tenacidad del Presidente constitucional y de sus colabo- fadores mas cercanos, asi como /a resisten- Cia del pueblo, habjan iogrado sostener. A los diez afos siguientes, época en que se afianzo el gobierno republicano, se les liama a veces la RepUblica Restaurada aun- que, en realidad, la firmeza ejemplar del go- bierno de Juarez logro que"
Juarez,"la republica no desapareciera nunca, Con el triunfo de Juarez y gracias al res- Peto que su gobierno tuvo por Ia Constitu- cion y por las Leyes de Reforma, se consoli- d6 el Estado mexicano. Disminuyd el desorden politico, y México comenzo a ser una republica vigilante de sus leyes. Juarez y su sucesor en la presidencia, Sebastian Lerdo de Tejada, sabian que el nals necesitaba impulsar su economia; re- hacer la agricultura, multiplicar la industria, construir ferrocarriles y poblar las tierras no habitadas. Sin embargo, no pudieron realizar estos planes debido a Ia falta de re- cursos, las rebellones"
Juarez,"la republica no desapareciera nunca, Con el triunfo de Juarez y gracias al res- Peto que su gobierno tuvo por Ia Constitu- cion y por las Leyes de Reforma, se consoli- d6 el Estado mexicano. Disminuyd el desorden politico, y México comenzo a ser una republica vigilante de sus leyes. Juarez y su sucesor en la presidencia, Sebastian Lerdo de Tejada, sabian que el nals necesitaba impulsar su economia; re- hacer la agricultura, multiplicar la industria, construir ferrocarriles y poblar las tierras no habitadas. Sin embargo, no pudieron realizar estos planes debido a Ia falta de re- cursos, las rebellones"
Juarez,"de distintos pueblos Indigenas que habian sufrido graves despo- Jos de tierras, la inseguridad en los caminos llenos de bandoleros y las sublevaciones de algunos jefes militares, En esa época se promulgaron leyes que fortalecieron la educacion publica, y hubo mas escuelas gratuitas que el gobierno sos- tenia para los nifios. En 1873, ademas, se inaugur6 Ja primera linea de ferrocarril, de la Cludad de México a Veracruz. Fue cons- truida con capital inglés y tardé quince afios en terminarse. La paz porfirista Juarez ocupo la presidencia desde 1858 hasta su muerte, en 1872. El afo anterior Juarez habia sido"
Juarez,"de distintos pueblos Indigenas que habian sufrido graves despo- Jos de tierras, la inseguridad en los caminos llenos de bandoleros y las sublevaciones de algunos jefes militares, En esa época se promulgaron leyes que fortalecieron la educacion publica, y hubo mas escuelas gratuitas que el gobierno sos- tenia para los nifios. En 1873, ademas, se inaugur6 Ja primera linea de ferrocarril, de la Cludad de México a Veracruz. Fue cons- truida con capital inglés y tardé quince afios en terminarse. La paz porfirista Juarez ocupo la presidencia desde 1858 hasta su muerte, en 1872. El afo anterior Juarez habia sido"
Juarez,"ado MEKICaME s+eseseenses iriato 1876-1910 u Py ‘ ys wer ‘ Cables telegraficos = = ROS 4 submarinos Ferrocarriles mas } importantes Desarrollos agricolas Desarrollos textiles Grandes obras Petroleo Insurrecciones * Muerte de Benito Juarez + Se inaugura el Ferrocarrll Mexicano ++ * Sebastian Lerdo de Tejada, (méxico-Veracrur) : presidente =m aZ= 7."
Juarez,"popular. La paz porfirlana fue provechosa para la cultura, Se avanzo en las clencias, las artes y la técnica. Se fundaron academias, teatros, museos y asociaciones artisticas y cientifi- cas, Como en Europa y el resto de América, hubo una profunda influencia de la cultura francesa que puede apreciarse en la mayo- ria de los edificios y los monumentos de la €poca, como la Columna de Ia Independen- cla 0 las colonias Juarez y Roma, en la Clu- dad de México. Al mismo tiempo, sin em- v 1881 * Ferrocarril Mérida-Progreso"
Juarez,"otras personas que, como él, estaban en contra de que Porfirio Diaz se reeligiera, Madero fundo el partido Antirree- leccionista, del que fue candidato. Después se dedicd a viajar por todo el pais, para expli- car al pueblo sus Ideas politicas. Desde el tiempo en que Juarez habia recorrido el pais esto no sucedia. Madero se hizo muy popu- lar y desperto grandes espe- ftanzas de cambio. Su cam- pafia cred gran interés en las elecciones de 1910 y que mucha gente deseara parti- cipar en elias. El Plan de San Luis Potosi Madero creia en la demo- cracia y"
Maximiliano,"El 15 de jullo de 1867, la capital de México se visti6 de fiesta para recibir a Juarez, que retornaba victorioso. Con su triunfo se consolidaba la republica, que ha- bia sido amenazada y atacada por el impe- rio de Maximiliano y que la tenacidad del Presidente constitucional y de sus colabo- fadores mas cercanos, asi como /a resisten- Cia del pueblo, habjan iogrado sostener. A los diez afos siguientes, época en que se afianzo el gobierno republicano, se les liama a veces la RepUblica Restaurada aun- que, en realidad, la firmeza ejemplar del go- bierno de Juarez logro que"
Presidente,"El 15 de jullo de 1867, la capital de México se visti6 de fiesta para recibir a Juarez, que retornaba victorioso. Con su triunfo se consolidaba la republica, que ha- bia sido amenazada y atacada por el impe- rio de Maximiliano y que la tenacidad del Presidente constitucional y de sus colabo- fadores mas cercanos, asi como /a resisten- Cia del pueblo, habjan iogrado sostener. A los diez afos siguientes, época en que se afianzo el gobierno republicano, se les liama a veces la RepUblica Restaurada aun- que, en realidad, la firmeza ejemplar del go- bierno de Juarez logro que"
RepUblica Restaurada,"El 15 de jullo de 1867, la capital de México se visti6 de fiesta para recibir a Juarez, que retornaba victorioso. Con su triunfo se consolidaba la republica, que ha- bia sido amenazada y atacada por el impe- rio de Maximiliano y que la tenacidad del Presidente constitucional y de sus colabo- fadores mas cercanos, asi como /a resisten- Cia del pueblo, habjan iogrado sostener. A los diez afos siguientes, época en que se afianzo el gobierno republicano, se les liama a veces la RepUblica Restaurada aun- que, en realidad, la firmeza ejemplar del go- bierno de Juarez logro que"
Constitu,"la republica no desapareciera nunca, Con el triunfo de Juarez y gracias al res- Peto que su gobierno tuvo por Ia Constitu- cion y por las Leyes de Reforma, se consoli- d6 el Estado mexicano. Disminuyd el desorden politico, y México comenzo a ser una republica vigilante de sus leyes. Juarez y su sucesor en la presidencia, Sebastian Lerdo de Tejada, sabian que el nals necesitaba impulsar su economia; re- hacer la agricultura, multiplicar la industria, construir ferrocarriles y poblar las tierras no habitadas. Sin embargo, no pudieron realizar estos planes debido a Ia falta de re- cursos, las rebellones"
Constitu,"las leyes na- cionales, Después de triunfar sobre las otras facciones revolucionarias, en 1916 conyocé a un nuevo Congreso para redac- tar una nueva Constitucién. Esta Carta Magna (como también se Ha- ma a la Constitucién) fue la de 1917, que se encuentra todavia vi- gente. Ese mismo ano de 1917 tomé posesién como presidente de la re- publica, Al acercarse el tiempo de nuevas eleccioneés, se alzaron en su contra, entre otros, Alvaro Obregon y Plutarco Elias Calles. Durante su retirada de Ja capital, Carranza fue asesinado en la sierra de Puebla, en 1920, en un lugar llamado. Tlax-"
Leyes de Reforma,"la republica no desapareciera nunca, Con el triunfo de Juarez y gracias al res- Peto que su gobierno tuvo por Ia Constitu- cion y por las Leyes de Reforma, se consoli- d6 el Estado mexicano. Disminuyd el desorden politico, y México comenzo a ser una republica vigilante de sus leyes. Juarez y su sucesor en la presidencia, Sebastian Lerdo de Tejada, sabian que el nals necesitaba impulsar su economia; re- hacer la agricultura, multiplicar la industria, construir ferrocarriles y poblar las tierras no habitadas. Sin embargo, no pudieron realizar estos planes debido a Ia falta de re- cursos, las rebellones"
Estado,"la republica no desapareciera nunca, Con el triunfo de Juarez y gracias al res- Peto que su gobierno tuvo por Ia Constitu- cion y por las Leyes de Reforma, se consoli- d6 el Estado mexicano. Disminuyd el desorden politico, y México comenzo a ser una republica vigilante de sus leyes. Juarez y su sucesor en la presidencia, Sebastian Lerdo de Tejada, sabian que el nals necesitaba impulsar su economia; re- hacer la agricultura, multiplicar la industria, construir ferrocarriles y poblar las tierras no habitadas. Sin embargo, no pudieron realizar estos planes debido a Ia falta de re- cursos, las rebellones"
Estado,"textil, la vidriera, la tabacalera y la cervecera. La agricultura progreso espectacular- mente en Yucatan, en Morelos y en La Lagu- na, reglones donde se cultivé un solo pro- ducto: henequén, cafia de azucar y algodon, v 1876 * Porfirio Diaz tanza el Plan de Taxtepec * Porfirio Diaz, presidente provisional * El telefono, inventado en los Estados Unidos por Graham Bell i sigto xIx (37) La consolidacion del Estado mexicano :s+sssseese+ México tuvo un crecimiento econdmico nunca antes visto. Pero, como poca gente tenia dinero para invertir o podia conse- guirlo prestado, el desarrollo favoreci6 a unos cuantos mexicanos"
Estado,"los peones eran, por el trato que se les daba, practicamente esclavos. Sociedad y cultura Durante los primeros afios de vida indepen- diente, las comunicaciones eran pocas y ma- las. Los viajeros y el correo iban en diligencias, a Caballo o a pie. Las mercancias las transpor- taban los arrieros, con recuas de mulas que v 1078 * Lot focos, inventados bor Thomas Alba Edison On Gel Estado mexicano s+++eree-ee Podian llegar a ser enormes; los caminos eran €n general maios y los viajes, largos y peligro- Sos. Yucatan, por ejemplo, estaba mejor co- municado con Cuba que con el"
Estado,"e impresos en México. Se multiplicaron los caminos, puentes, edificios y escuelas. Los teatros presenta- ban compafias y actores europeos, y pron- to el cinematdgrafo fue conocido en todo v 1880 « Manuel Gonralez, presidente El sigto xIx @ La consolidacion del Estado mexicano +s++s++* sen el pais. Muchos empresarios improvisaban salas de cine en carpas, hasta en lugares muy apartados, y pasaban vistas: escenas cortas, sin historia, de personajes o de ciu- dades extranjeras y mexicanas. Lo intere- sante era ver las Imagenes en movimiento. Gracias a su bajo costo, el cine fue desde un principio una diversién muy"
Estado,"7) set eeeeeeneeeeeeeeeeeessetesreeceseeoesee! sigia XIX (il ba consolidacion del Estado mexicano Musicos como Juventino Rosas, Ricardo Castro y Felipe villanueva buscaron crear una musica con hon- das raices populares. Hubo grandes novelistas, como Federico Gamboa: cronistas y cuentistas, como Angel de Campo, y poetas como Manuel Gutié- rrez Najera, Manuel José Othon, Salva- dor Diaz Miron y Amado Nervo, que dedicaron su talento a describir y a cantar la vida y el paisaje de México, asi como a explorar Ia intimidad de sus sentimientos. En los Ultimos aNos del gobierno de Diaz hubo un grupo de mucha- chos brillantes y"
Estado,"caba a los ochenta anos y era natural pen- v 1884 * ferrocarril Central (mMéxico-Cludad juaret)......... + Porfirio Diaz, presidente de nuevo seereereesEl S1910 XIX @ La consolldacion del Estado mexicano :++++++sseer* sar que pronto tendria que ser reemplaza- do. Pero el dictador no facilito la inevitable sucesion. En 1908, Porfirio Diaz concedio una en- trevista al periodista norteamericano James Creelman, en la cual afirm6 que México ya estaba preparado para tener elecciones Ii- bres. La noticia llend de optimismo a mucha gente, que de inmediato comenzo a organizarse para participar en las eleccio- nes de 1910. Surgieron varios partidos"
Estado,"seenenceceecccseseseeeosEs SIG1O XIX C63) La consolidacion de} Estado mexicano Extranjerismo y nacionalismo Luis Gonzdlez y Gonzalez a prosperidad porfirica no alcanz6 a la gran mayoria de la poblacién. Los millo- nes de pesos quedaron en poder de una aristocracia poco nu- merosa y vestida de levita, y de una clase media cada vez mas poblada, con medio millén de socios vestidos de chaqueta y pantalén, No lleg6 casi nada de la riqueza de México a la muchedumbre de camisa y calz6n blanco. Por otra parte, el cacareado pro- greso material inicamente fue visi- bie en las ciudades. A éstas se"
Sebastian Lerdo de Tejada,"la republica no desapareciera nunca, Con el triunfo de Juarez y gracias al res- Peto que su gobierno tuvo por Ia Constitu- cion y por las Leyes de Reforma, se consoli- d6 el Estado mexicano. Disminuyd el desorden politico, y México comenzo a ser una republica vigilante de sus leyes. Juarez y su sucesor en la presidencia, Sebastian Lerdo de Tejada, sabian que el nals necesitaba impulsar su economia; re- hacer la agricultura, multiplicar la industria, construir ferrocarriles y poblar las tierras no habitadas. Sin embargo, no pudieron realizar estos planes debido a Ia falta de re- cursos, las rebellones"
Sebastian Lerdo de Tejada,"reelecto, y el general Porfirio Diaz se levanto en armas para protestar, pero fue derrotado. Unos meses después, al morir Jua- rez, de acuerdo con las jeyes asumid Ia presi- dencia Sebastian Lerdo de Tejada, que era el presidente de la Suprema Corte de Justicia. Cuatro alos mas tarde, en 1876, cuando Ler- do de Tejada busco que lo reeligieran, Diaz volvi6 a rebelarse; esta vez tuvo éxito y tomé el poder. Cuando se levanto en armas contra Jua- rez y contra Lerdo de Tejada, Diaz sostenia el principio de la “no reeleccion""; estaba en contra de que el presidente"
