Entidad,Contexto
Francisco I. Madero,"Reeleccién’’. Madero hizo un llamado para que la lucha empezara el 20 de noviembre de 1910. Para abril de 1911 Porfirio Diaz ya habia renunciado, se estable- cié un nuevo gobierno y se hicieron elecciones libres, en las que triunfo Madero. Pero no habia acuerdo en un pro- blema fundamental: algunos lideres, como Emiliano Zapata, querian justicia inmediata para los campesinos, otros pensabon que con las elecciones |i- bres poco a poco se resolverian los problemas y otros mds querion un gobierno como el de Porfirio Diaz. El general Victoriano Huerta era de estos Ultimos y, con la complicidad de"
Francisco I. Madero,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Plan de San Luis,"bir acerca de los problemas de México, y algunos fundaron partidos politicos prepardndose pora las elecciones. Uno de ellos fue Francisco |. Made- ro, que no sélo fundé un partido, sino que viajé por todo el pais para expli- car sus ideas. Pero Diaz cambiéd de opinién en 1910 y encarcelé.a Madero, haciéndose reelegir presidente una vez mas. Se inicia la revolucién Madero pagé una fianza y salié de la carcel decidido a iniciar lo revolu- cién contra Diaz. Publicé un documen- to llamado Plan de San Luis cuya idea central es el lema que todavia usamos: ""“Sufragio Efectivo. No"
“ Sufragio Efectivo. No,"bir acerca de los problemas de México, y algunos fundaron partidos politicos prepardndose pora las elecciones. Uno de ellos fue Francisco |. Made- ro, que no sélo fundé un partido, sino que viajé por todo el pais para expli- car sus ideas. Pero Diaz cambiéd de opinién en 1910 y encarcelé.a Madero, haciéndose reelegir presidente una vez mas. Se inicia la revolucién Madero pagé una fianza y salié de la carcel decidido a iniciar lo revolu- cién contra Diaz. Publicé un documen- to llamado Plan de San Luis cuya idea central es el lema que todavia usamos: ""“Sufragio Efectivo. No"
Emiliano Zapata,"Reeleccién’’. Madero hizo un llamado para que la lucha empezara el 20 de noviembre de 1910. Para abril de 1911 Porfirio Diaz ya habia renunciado, se estable- cié un nuevo gobierno y se hicieron elecciones libres, en las que triunfo Madero. Pero no habia acuerdo en un pro- blema fundamental: algunos lideres, como Emiliano Zapata, querian justicia inmediata para los campesinos, otros pensabon que con las elecciones |i- bres poco a poco se resolverian los problemas y otros mds querion un gobierno como el de Porfirio Diaz. El general Victoriano Huerta era de estos Ultimos y, con la complicidad de"
Emiliano Zapata,"que no todos los revolucionarios estaban de acuerdo en que don Venustiano Ca- rranza fuera el lider. Sin embargo, Emiliano Zapata Bo"
Victoriano Huerta,"Reeleccién’’. Madero hizo un llamado para que la lucha empezara el 20 de noviembre de 1910. Para abril de 1911 Porfirio Diaz ya habia renunciado, se estable- cié un nuevo gobierno y se hicieron elecciones libres, en las que triunfo Madero. Pero no habia acuerdo en un pro- blema fundamental: algunos lideres, como Emiliano Zapata, querian justicia inmediata para los campesinos, otros pensabon que con las elecciones |i- bres poco a poco se resolverian los problemas y otros mds querion un gobierno como el de Porfirio Diaz. El general Victoriano Huerta era de estos Ultimos y, con la complicidad de"
Constitucié,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Venustiano Carranza,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Constitucién,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
1857,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Emiliano Zapata,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Emiliano Zapata,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Francisco Villa,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Álvaro Obregón,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Vera Cruz,"algunos extranjeros, le arrebaté el poder a Madero y lo mandé asesinar. Este asesinato indigné al pais y pronto se inicid una gran lucha contro Huerta, que habia violado la Constitucién qui- tando al presidente legitimo. Don Venustiano Carranza formé un ejército para pelear en favor de la Constitucién de 1857 y organizé un gobierno para dirigir la lucha. Hubo grandes jefes militares que se distin- guieron en esa revolucién como Emi- liano Zapata, Francisco Villa, Alvaro Obregé6n y otros. Los extranjeros se aprovecharon del desorden que reinaba, los norleame- ricanos, por ejemplo, ocuparon Vera- cruz. El mayor problema era"
Venustiano Carranza,"que no todos los revolucionarios estaban de acuerdo en que don Venustiano Ca- rranza fuera el lider. Sin embargo, Emiliano Zapata Bo"
