Entidad,Contexto
México,"res Mag6n se inicié como periodista en El — Democrata, un diario de oposicién. Siete anos después, en 1900, con su hermano Jestis fund6 el periddico Regeneracién, cuyos ataques contra el presidente Diaz le _ valieron ser encarcelado. Tras nuevas prisiones, en 1904 salid _ desterrado a San Antonio, Texas, donde vol- vid a publicar Regeneracién, ahora con su hermano Enrique. Dos afios después, en Saint Louis Missouri, a donde legaron hu- yendo, los Flores Magén fundaron el Partido Liberal Mexicano, que pronto se ex- tendid por todo México, aunque su dirigen- 4 te principal se mantuvo en el exilio."
México,"antes: la Re- volucién se ha extendido en casi todos los estados; muchas naciones, antes amigas de México, se rehisan a reconocer su gobierno, por ilegal; nuestra moneda se en- cuentra depreciada en el extranjero; nuestro crédi- to en agonia; la prensa de la Reptblica amordazada, o cobardemente vendida al gobierno y ocultando sistematicamente la ver- dad; nuestros campos abandonados; muchos pueblos arrasados y, por Vv 1914 NOVIEMBRE * Francisco Villa toma Ciudad Juarez ultimo, el hambre y la miseria en todas sus formas, amenazan exten- derse en toda la superficie de nuestra infortunada patria. 2A qué se debe tan"
México,México
México,"La Constitucién de 1917 A finales de 1916, los revolucionarios se reu- nieron en Querétaro para reformar la Cons- titucion de 1857. Terminaron por redactar una nueva, pues el México de entonces era muy diferente al de tiempos de Juarez, cuando se hizo la de 1857. la nueva ConstituciOn se promulg6 el 5 de febrero de 1917. En ella se incluyeron ideas de todos los grupos revolucionarios. | Se ratificaron las libertades y derechos de | los cludadanos, asi como los ideales demo- | craticos y federales de la de 1857. Se reco- q y. | Francisco Villa, en la"
México,"El Articulo 3° de- Clara que la educacion primaria debe ser obli- gatoria y gratuita. Ademas, debe ser Iai- Ca, ajena a toda doc- trina religiosa, para Qarantizar la libertad de cultos. El Articulo 27 decia- fa que las riquezas del suelo, subsuelo, aguas y mares de México son de la nacion. Esta pue- de ceder a particulares el derecho de propie- dad de la tierra y de la Venustiano Carranza fue el expiotacion del sub- primer presidente que = <uieio. y puede expro- goberné con la constitucién piarlas cuando conside- que actualmente nos rige. re que es necesario. El"
México,"para adaptaria a las circunstancias, que cambian con el tiempo, pero sus principios basicos siguen normando la vida de México. vi9ig ABRIL * Asesinato de - Emiliano Zapata “e ee. ei Despu su derrota, Villa se refugié en la sierra de Chihuahua. En 1916, cuando el gobierno de los Estados Unidos reconocié al de Carranza, Villa invadié el territorio estadunidense y atacé el pueblo de Columbus, en Nuevo México. Carranza lo declaré fuera de la ley. Una columna de soldados norteamericanos entré a México para perseguirlo, pero no pudieron encontrarlo. En la foto, Villa posa entre Alvaro Obregén y el"
México,"para adaptaria a las circunstancias, que cambian con el tiempo, pero sus principios basicos siguen normando la vida de México. vi9ig ABRIL * Asesinato de - Emiliano Zapata “e ee. ei Despu su derrota, Villa se refugié en la sierra de Chihuahua. En 1916, cuando el gobierno de los Estados Unidos reconocié al de Carranza, Villa invadié el territorio estadunidense y atacé el pueblo de Columbus, en Nuevo México. Carranza lo declaré fuera de la ley. Una columna de soldados norteamericanos entré a México para perseguirlo, pero no pudieron encontrarlo. En la foto, Villa posa entre Alvaro Obregén y el"
Juarez,"115 de julio de 1867, la capital de México recibid con jubilo a Juarez, que regresa- ba triunfante. Con su victoria se aflanzaba la Replica, que habia sido atacada por el imperio de Maximiliano. A la.época que va de 1867 a 1876, en que se afirmo el gobierno republicano, se le llama la Republica Restaurada. En realidad, el gobierno de Juarez logr6 que la Republi- ca no desapareciera nunca. Con su triunfo, y gracias al respeto que su gobierno tuvo por la Constituci6n y por las leyes, se con- v 1868 v 1871 Pas de contra de Benito J solid6"
Juarez,"115 de julio de 1867, la capital de México recibid con jubilo a Juarez, que regresa- ba triunfante. Con su victoria se aflanzaba la Replica, que habia sido atacada por el imperio de Maximiliano. A la.época que va de 1867 a 1876, en que se afirmo el gobierno republicano, se le llama la Republica Restaurada. En realidad, el gobierno de Juarez logr6 que la Republi- ca no desapareciera nunca. Con su triunfo, y gracias al respeto que su gobierno tuvo por la Constituci6n y por las leyes, se con- v 1868 v 1871 Pas de contra de Benito J solid6"
Juarez,"e] Estado mexicano y disminuyo el desorden politico. Juarez y el presidente que siguid, Sebastian Lerdo de Tejada, sa- bian que el pais necesitaba rehacer la agri- cultura y la industria, construir ferrocarri- les y poblar vastas extensiones donde no vivia nadie. Pero sus planes no pudieron realizarse debido a que no tenian dinero, a las rebeliones de indigenas que habian perdido sus tierras, a que los caminos es- taban llenos de asaltantes y a los alzamien- tos militares. En 1873, bajo el gobierno de Sebastién Lerdo de Tejada, se inauguré la _ primera linea de ferrocarril, de la Ciudad"
Juarez,"Sin embargo, consiguieron promulgar leyes que fortalecieron la educaci6n pubii- ca, y multiplicar las escuelas que el gobier- no sostenia para los nifos. Lo paz porfirista Juarez fue presidente de México desde 1858 hasta su muerte, en 1872. El afio anterior habia sido reelecto, y el general Porfirio Diaz se levant6 en armas para protestar, pero fue derrotado. Unos meses después, al morir Juarez, de acuerdo con las leyes asumi6o la presidencia de la Republica Se- bastian Lerdo de Tejada, que era presidente de la Suprema Corte de Justicia. Cuatro afos mas tarde, Lerdo de Tejada busco ree- legirse y"
Juarez,"Sin embargo, consiguieron promulgar leyes que fortalecieron la educaci6n pubii- ca, y multiplicar las escuelas que el gobier- no sostenia para los nifos. Lo paz porfirista Juarez fue presidente de México desde 1858 hasta su muerte, en 1872. El afio anterior habia sido reelecto, y el general Porfirio Diaz se levant6 en armas para protestar, pero fue derrotado. Unos meses después, al morir Juarez, de acuerdo con las leyes asumi6o la presidencia de la Republica Se- bastian Lerdo de Tejada, que era presidente de la Suprema Corte de Justicia. Cuatro afos mas tarde, Lerdo de Tejada busco ree- legirse y"
Replica,"115 de julio de 1867, la capital de México recibid con jubilo a Juarez, que regresa- ba triunfante. Con su victoria se aflanzaba la Replica, que habia sido atacada por el imperio de Maximiliano. A la.época que va de 1867 a 1876, en que se afirmo el gobierno republicano, se le llama la Republica Restaurada. En realidad, el gobierno de Juarez logr6 que la Republi- ca no desapareciera nunca. Con su triunfo, y gracias al respeto que su gobierno tuvo por la Constituci6n y por las leyes, se con- v 1868 v 1871 Pas de contra de Benito J solid6"
Maximiliano,"115 de julio de 1867, la capital de México recibid con jubilo a Juarez, que regresa- ba triunfante. Con su victoria se aflanzaba la Replica, que habia sido atacada por el imperio de Maximiliano. A la.época que va de 1867 a 1876, en que se afirmo el gobierno republicano, se le llama la Republica Restaurada. En realidad, el gobierno de Juarez logr6 que la Republi- ca no desapareciera nunca. Con su triunfo, y gracias al respeto que su gobierno tuvo por la Constituci6n y por las leyes, se con- v 1868 v 1871 Pas de contra de Benito J solid6"
Republica Restaurada,"115 de julio de 1867, la capital de México recibid con jubilo a Juarez, que regresa- ba triunfante. Con su victoria se aflanzaba la Replica, que habia sido atacada por el imperio de Maximiliano. A la.época que va de 1867 a 1876, en que se afirmo el gobierno republicano, se le llama la Republica Restaurada. En realidad, el gobierno de Juarez logr6 que la Republi- ca no desapareciera nunca. Con su triunfo, y gracias al respeto que su gobierno tuvo por la Constituci6n y por las leyes, se con- v 1868 v 1871 Pas de contra de Benito J solid6"
Republi,"115 de julio de 1867, la capital de México recibid con jubilo a Juarez, que regresa- ba triunfante. Con su victoria se aflanzaba la Replica, que habia sido atacada por el imperio de Maximiliano. A la.época que va de 1867 a 1876, en que se afirmo el gobierno republicano, se le llama la Republica Restaurada. En realidad, el gobierno de Juarez logr6 que la Republi- ca no desapareciera nunca. Con su triunfo, y gracias al respeto que su gobierno tuvo por la Constituci6n y por las leyes, se con- v 1868 v 1871 Pas de contra de Benito J solid6"
Constituci,"115 de julio de 1867, la capital de México recibid con jubilo a Juarez, que regresa- ba triunfante. Con su victoria se aflanzaba la Replica, que habia sido atacada por el imperio de Maximiliano. A la.época que va de 1867 a 1876, en que se afirmo el gobierno republicano, se le llama la Republica Restaurada. En realidad, el gobierno de Juarez logr6 que la Republi- ca no desapareciera nunca. Con su triunfo, y gracias al respeto que su gobierno tuvo por la Constituci6n y por las leyes, se con- v 1868 v 1871 Pas de contra de Benito J solid6"
Benito J,"115 de julio de 1867, la capital de México recibid con jubilo a Juarez, que regresa- ba triunfante. Con su victoria se aflanzaba la Replica, que habia sido atacada por el imperio de Maximiliano. A la.época que va de 1867 a 1876, en que se afirmo el gobierno republicano, se le llama la Republica Restaurada. En realidad, el gobierno de Juarez logr6 que la Republi- ca no desapareciera nunca. Con su triunfo, y gracias al respeto que su gobierno tuvo por la Constituci6n y por las leyes, se con- v 1868 v 1871 Pas de contra de Benito J solid6"
Estado,"e] Estado mexicano y disminuyo el desorden politico. Juarez y el presidente que siguid, Sebastian Lerdo de Tejada, sa- bian que el pais necesitaba rehacer la agri- cultura y la industria, construir ferrocarri- les y poblar vastas extensiones donde no vivia nadie. Pero sus planes no pudieron realizarse debido a que no tenian dinero, a las rebeliones de indigenas que habian perdido sus tierras, a que los caminos es- taban llenos de asaltantes y a los alzamien- tos militares. En 1873, bajo el gobierno de Sebastién Lerdo de Tejada, se inauguré la _ primera linea de ferrocarril, de la Ciudad"
Sebastián Lerdo de Tejada,"e] Estado mexicano y disminuyo el desorden politico. Juarez y el presidente que siguid, Sebastian Lerdo de Tejada, sa- bian que el pais necesitaba rehacer la agri- cultura y la industria, construir ferrocarri- les y poblar vastas extensiones donde no vivia nadie. Pero sus planes no pudieron realizarse debido a que no tenian dinero, a las rebeliones de indigenas que habian perdido sus tierras, a que los caminos es- taban llenos de asaltantes y a los alzamien- tos militares. En 1873, bajo el gobierno de Sebastién Lerdo de Tejada, se inauguré la _ primera linea de ferrocarril, de la Ciudad"
Sebasti,"e] Estado mexicano y disminuyo el desorden politico. Juarez y el presidente que siguid, Sebastian Lerdo de Tejada, sa- bian que el pais necesitaba rehacer la agri- cultura y la industria, construir ferrocarri- les y poblar vastas extensiones donde no vivia nadie. Pero sus planes no pudieron realizarse debido a que no tenian dinero, a las rebeliones de indigenas que habian perdido sus tierras, a que los caminos es- taban llenos de asaltantes y a los alzamien- tos militares. En 1873, bajo el gobierno de Sebastién Lerdo de Tejada, se inauguré la _ primera linea de ferrocarril, de la Ciudad"
Ciudad de México,"e] Estado mexicano y disminuyo el desorden politico. Juarez y el presidente que siguid, Sebastian Lerdo de Tejada, sa- bian que el pais necesitaba rehacer la agri- cultura y la industria, construir ferrocarri- les y poblar vastas extensiones donde no vivia nadie. Pero sus planes no pudieron realizarse debido a que no tenian dinero, a las rebeliones de indigenas que habian perdido sus tierras, a que los caminos es- taban llenos de asaltantes y a los alzamien- tos militares. En 1873, bajo el gobierno de Sebastién Lerdo de Tejada, se inauguré la _ primera linea de ferrocarril, de la Ciudad"
Veracruz,de México a Veracruz. Fue construida con capital inglés y tardé quince afios en terminarse. Mapa del de ferrocarril entre México y Veracruz. Litografia de la época. v 1872 v 1873
Veracruz,de México a Veracruz. Fue construida con capital inglés y tardé quince afios en terminarse. Mapa del de ferrocarril entre México y Veracruz. Litografia de la época. v 1872 v 1873
Veracruz,"transporte se hacian cargo los arrieros, con sus recuas de mulas. Para ir del centro de México a los Estados Unidos habia que via- Jar por barco, de Veracruz a Houston 0 a Nueva Orleans. También se llegaba por mar a Yucatan. Durante el Porfiriato, los ferrocarriles y el telégrafo transformaron la vida. Los viajes resultaron mas rapidos, comodos y seguros; los mensajes llegaron en menos tiempo. Logré ampliarse notablemente ta educa- cion publica; cada vez mas gente pudo es- tudiar alguna carrera y empez6 a surgir en las cludades una clase media de profesio- nistas y burécratas. Mucha mas"
Veracruz,"de represién. De eso dan muestra la torpeza con que se negociaron y la _ dureza con que se reprimieron las huelgas de Cananea (1906), en Sonora, y de Rio Blanco (1907), en Veracruz, _ asi como la manera en que se persiguié a los periodistas _ que criticaban al régimen. Los implacables rurales mantenian _ a sangre y fuego la paz en el campo. laps meee ae oe 2 eee acre a v 1893 v 1894 atzacoalcos-Salina Crux v 1896 v 1898 loscubiertos:"
Veracruz,"Gnuzd los brazos sobre él ancho pecho y hablo con énfasis: Doy la bienvenida a cualquier parti- do oposicionista. Si apare: raré como una bendicion. Y si llega a ha- cerse fuerte, no para explotar sino para gobernar, lo sostendré y aconsejaré, y me olvidaré de mi mismo en la yictorio- $a inauguracion de un gobierno total- mente democratico en ‘mi pais, El ferrocarril ha desempenado un papel importante en la paz de México. Cuando yo llegué a presidente, habia unicamente dos lineas pequefias; una que conectaba la capital con Veracruz, la otra con Querétaro. Hoy dia tenemos mas de"
Veracruz,"con el texto de la leccién. Luego responde in tu cuaderno: ZEn qué mejoré la economia del pais durante el Porfiriato? ¢Cémo vivian los campesinos y los obreros? gTuvo razén Diaz: ‘en permanecer tanto © Organizacion del Partido Antirreeloccionis * lnauguracién del © Huelga de Rio * Entrovista Blanco, Veracruz Diaz-Creelman * Fundacion del Ateneo de la Hospital General en la Ciudad de México * Teoria de la relatividad propuesta en Alemania Juvented * Madero publica lo sucesi¢n # Andrés Molina Enriquez publica Los grandes por Albert Einstein -- problemas nacionales"
Veracruz,"triste situa- cién? Primero, a que el pueblo mexi- cano no puede resignarse a tener por presidente de la Reptiblica a Victoria- no Huerta, al soldado que se apo- deré del poder por la traicion y cuyo primer acto al subir a la presidencia fue asesinar cobardemente al presi- dente y al vicepresidente legalmente ungidos por el voto popular, habiendo sido el primero de éstos quien lo colm6 de ascen- ) sos, honores y distincio- nes y habiendo sido é] a quien Huerta jurdé pabli- ABRIL * Defensa de Veracruz contra tropas MAYO * Triunfo de Villa en Paredén JUNIO"
Veracruz,"llego a la presidencia de aquel pais y se nego a reconocer su gobierno. En lugar de eso envio tropas para ocupar Veracruz. Mientras tanto, los revolucionarios avanzaban con paso firme. Al frente del Ejército del Noroeste, Alvaro Obregon baj6 desde Sonora por la costa del Pacifico, sin perder una sola batalla, hasta Guadalajara. NOVIEMBRE * Venustiano Carranza y Alvaro Obregon ocupan la capital"
Veracruz,"silla presidencial, el 6 de diciembre nocieron los derechos sociales, como el de | de 1914. Se ven sentados Tomas Urbina, Francisco Villa, huelga y el de organizacion de los trabaja- | | | Emiliano Zapata y Otilio Montaiio. dores; el derecho a la educacion y el dere- cho de la naci6n a regular la propiedad pri- vada segun el interés de la comunidad. refugiaron en Veracruz. Pero finalmente el talento militar de Obregdén se impuso al de Villa y lo derroté en la ciudad de Celaya, en abril de 1915. Carranza y Obregon triunfaron sobre Villa y Zapata por"
Porfirio Diaz,"Sin embargo, consiguieron promulgar leyes que fortalecieron la educaci6n pubii- ca, y multiplicar las escuelas que el gobier- no sostenia para los nifos. Lo paz porfirista Juarez fue presidente de México desde 1858 hasta su muerte, en 1872. El afio anterior habia sido reelecto, y el general Porfirio Diaz se levant6 en armas para protestar, pero fue derrotado. Unos meses después, al morir Juarez, de acuerdo con las leyes asumi6o la presidencia de la Republica Se- bastian Lerdo de Tejada, que era presidente de la Suprema Corte de Justicia. Cuatro afos mas tarde, Lerdo de Tejada busco ree- legirse y"
Porfirio Diaz,"Canal de Is de Salvador * Proclamacion de la del aeroplane de * Roeleccion de Ciudad de México los yaquis motor, de Orville y Porfirio Diaz Wilbur Wright Repiblica Cubana Diaz Mirén"
Porfirio Diaz,"Ordenamos que dondequiera que los cables telegra- ficos fueran cortados y el jefe de distri- to no lograra capturar al criminal, é] deberia sufrir el castigo; y en el caso de que el corte ocurriera en una planta- cién, el propietario, por no haber toma- do medidas preventivas, deberia ser colgado en el poste de telégrafo mas cercano. Eramos duros. Algunas veces, hasta la crueldad. Pero era necesario para la vida y el progreso de la nacion. Asi es Porfirio Diaz: sencillo, conciso y leno de la dignidad de su fuerza consciente. COMPARA LO QUE DICE PoRFIRIO DiAZ « ""entrevista"
Porfirio Diaz,"Francisco I. Madero. orfirio Diaz fue presi- dente de México por treinta y un afos. Madero consideraba que Porfirio Diaz no debe- ria volver a reelegirse. Durante ese tlempo, Junto con otras personas un pequeno grupo de que pensaban como él, personas acaparo el poder; el pueblo no fundo el Partido Antirreeleccionista, que !o pudo opinar sobre sus problemas ni elegir a lanz6 como candidato a la presidencia de la sus gobernantes. Mientras tanto, surgié Republica. Después viaj6 por el pais para una nueva generacion que queria participar dar a conocer sus ideas politicas. €n la politica y que no"
Porfirio Diaz,"A\ resistirse contra la policia y los soldados, en Puebla, Comlenza ia Revolucion perdieron la vida Aquiles (arriba) y Maximo Serdan, que conspiraban contra Porfirio Diaz. Su hermana Carmen y su Ei 14 de noviembre, en Cuchillo Parado, Chi- madre, que también lucharon, fueron encarceladas. huahua, Toribio Ortega se levanto en armas con un pequeno grupo de seguidores. El 18 del mismo mes, en Puebla, fue desbaratada las leyes. Pero el una conspiracion maderista en la casa de la éxito de su campa- familia Serdan. fla hizo que Diaz fo En Chihuahua, Madero logré que Pascual viera como un peli-"
Porfirio Diaz,"a los Estados Uni- do en seis meses por las fuerzas maderistas dos, donde publico y por el descontento general. La batalla de- el Plan de San Luis finitiva fue la toma de Ciudad Juarez, por Potosi. Orozco y Villa. Diaz renunci6 a la presiden- Madero denun- cla y salié del pais rumbo a Francia, donde claba la llegalidad murié en 1915. de las elecciones y desconocia a Porfi- rio Diaz como pre- E! gobierno de Madero sidente. Se declara- ba él mismo presidente provisional, hasta Al renunciar Porfirio Diaz, el Congreso nom- que se realizaran nuevas elecciones; pro- bro"
Porfirio Diaz,Muoren Aquiles * Renuncia de Madero y Maximo Serdan x4 Porfirio Diaz en Pacbla
Porfirio Diaz,"electos Francisco |. Madero como presiden- te, y José Maria Pino Suarez, como vicepre- sidente. Madero asumio la presidencia en no- viembre de 1911. Porfirio Diaz habia dejado México, pero eso no solucionaba los pro- blemas dei pais. La riqueza seguia estando concentrada en manos de muy poca gente; continuaban las Injusticias en el campo y también en las ciudades. ee | zarse para exigir mejores condiciones de trabajo cuando fuera necesario. Madero quiso vencer todas esas dificul- tades apegandose a la ley, aunque el cam- blo fuera lento. Pero algunos de sus anti- guos partidarios no tenian tanta paciencia."
Porfirio Diaz,"Zapata se rebeld contra él en Morelos vein- te dias después de que Madero ocupo la presidencia, y Pascual Orozco hizo lo mismo en Chihuahua, a principios de 1912. frida Vis darts Los campesi- Madero encargo las operaciones contra las primeras campatias nos deseaban que Orozco al general Victoriano Huerta, que en ailitares. les devolvieran unos meses derroto a los orozquistas. sus tlerras, y los obreros mejores salarios, un tiem- po de trabajo dia- rio mas corto y el derecho a organi- Las companias extranjeras instaladas en México no querian perder los privilegios que les habla concedido Porfirio Diaz; asi"
